,text,gpt_out
475,Guy standing on one leg with head pointing backwards to right,['Guy standing on one leg with head pointing backwards to right']
476,kneeling guy with arms pointing 2 directions,['kneeling guy with arms pointing 2 directions']
477,goalkeeper saving,['goalkeeper saving']
478,guy begging to right Not z shape,"['guy begging to right', 'Not z shape']"
479,guy begging to right z shape,['guy begging to right z shape']
480,fat leg,['fat leg']
481,left side straight shape,['left side straight shape']
482,sitting man legs pointing left,['sitting man legs pointing left']
483,guy begging to right not z shape,['guy begging to right']
484,guy begging to right z shape,['guy begging to right z shape']
485,guy on one leg with head backwards,['guy on one leg with head backwards']
486,man begging to left,['man begging to left']
487,kneeling guy arms pointing 2 directions,"['kneeling guy', 'arms pointing 2 directions']"
488,guy with one leg pointing high to right,['guy with one leg pointing high to right']
489,rabbit,['rabbit']
490,no arms or legs guy,['no arms or legs guy']
491,goalkeeper,['goalkeeper']
492,man with one leg pointing high to right,['man with one leg pointing high to right']
493,fat leg guy,['fat leg guy']
494,sitting guy legs to left,['sitting guy legs to left']
495,guy begging to right z shape,['guy begging to right z shape']
496,rabbit,['rabbit']
497,guy with head backwards to right and one leg left,"['guy with head backwards to right', 'one leg left']"
498,shape with straight left side,['shape with straight left side']
499,guy begging to left,['guy begging to left']
500,goalkeeper,['goalkeeper']
501,guy begging to right not z shape,['guy begging to right']
502,no arms and legs guy,['no arms and legs guy']
503,kneeling guy with arms pointing both ways And well done man,['kneeling guy with arms pointing both ways']
504,crouching knees bent,['crouching knees bent']
505,waiter serving food,['waiter serving food']
506,girl seated looking up,['girl seated looking up']
507,seated,['seated']
508,arms out flying,['arms out flying']
509,"kneling, kneeling","['kneeling, kneeling']"
510,ballet or ice skating pose,['ballet or ice skating pose']
511,walking like a monster,['walking like a monster']
512,half the person,['half the person']
513,wedding dress on the ground,['wedding dress on the ground']
514,wrapped in a blanket,['wrapped in a blanket']
515,girl with a bow in hair seated looking down,['girl with a bow in hair seated looking down']
516,girl seated looking down,['girl seated looking down']
517,with open arms,['with open arms']
518,at the wedding,['at the wedding']
519,man seated looking down,['man seated looking down']
520,blanket,['blanket']
521,small girl with bow in hair looking up,['small girl with bow in hair looking up']
522,ballet,['ballet']
523,half,There is no description of the image in the given text.
524,monster,['monster']
525,waiter,['waiter']
526,crouching knees bent,['crouching knees bent']
527,kneeling,['kneeling']
528,halved,['halved']
529,knees,['knees']
530,crouching,['crouching']
531,"serving food, waiter","['serving food', 'waiter']"
532,blanket,['blanket']
533,man sitting,['man sitting']
534,wide arms,['wide arms']
535,small girl,['small girl']
536,wedding,['wedding']
537,ballet,['ballet']
538,girl with bow looking down,['girl with bow looking down']
539,monster,['monster']
540,ballet,['ballet']
541,crouching,['crouching']
542,open arms,['open arms']
543,half,There is no description of the image in the given text.
544,waiter,['waiter']
545,kneeling,['kneeling']
546,monster,['monster']
547,wedding,['wedding']
548,girl with bow looking DOWN,['girl with bow looking DOWN']
549,small girl looking UP,['small girl looking UP']
550,blanket,['blanket']
551,Man seated head down,['Man seated head down']
552,ballet,['ballet']
553,half,There is no description of the image in the given text.
554,monster,['monster']
555,waiter,['waiter']
556,small girl looking up,['small girl looking up']
557,blanket,['blanket']
558,wedding,['wedding']
559,"on the knees, kneeling","['on the knees, kneeling']"
560,open arms,['open arms']
561,man seated looking down,['man seated looking down']
562,crouching,['crouching']
563,lady with bow looking down,['lady with bow looking down']
564,blanket,['blanket']
565,waiter,There is no description of an image in the given text.
566,man seated,['man seated']
567,ballet,['ballet']
568,wedding,['wedding']
569,half,There is no description of the image in the given text.
570,girl with bow looking down,['girl with bow looking down']
571,crouching,['crouching']
572,small girl looking up,['small girl looking up']
573,open arms,['open arms']
574,on the knees,['on the knees']
575,monster,['monster']
576,It looks like a person holding out a bowl with both hands to ask for food,['a person holding out a bowl with both hands to ask for food']
577,"It looks like a person kneeling to the right, perhaps in prayer or asking for an offering","['a person kneeling to the right, perhaps in prayer or asking for an offering']"
578,It looks like someone sitting on their butt with their arms at their side,['someone sitting on their butt with their arms at their side']
579,"Someone dressed as a ghost for halloween, but with arms tucked in to their costume","['Someone dressed as a ghost for Halloween, but with arms tucked in to their costume']"
580,"a girl sitting on her butt, wearing a gigantic hair bow she is facing right","['a girl sitting on her butt', 'wearing a gigantic hair bow', 'she is facing right']"
581,A nun or someone wearing a hood with their arms tucked into their robe none of their feet are poking out they are standing upright,['A nun or someone wearing a hood with their arms tucked into their robe none of their feet are poking out they are standing upright']
582,someone standing on one foot facing the left with both arms out in front of them and one leg kicked back like in a yoga pose,['someone standing on one foot facing the left with both arms out in front of them and one leg kicked back like in a yoga pose']
583,a little girl facing left with a bow in her hair and both arms reaching forward,['a little girl facing left with a bow in her hair and both arms reaching forward']
584,"a Jesus-like stance, both arms raised in praise no legs featured, maybe a choir singer","['a Jesus-like stance', 'both arms raised in praise', 'no legs featured', 'maybe a choir singer']"
585,"a pointy-beaked face facing left, looking downward, with one leg out as if kicking a rock carrying something over shoulder","['a pointy-beaked face facing left, looking downward, with one leg out as if kicking a rock carrying something over shoulder']"
586,someone kneeling in prayer and facing the right both arms together coming to a point feet (or skirt) pointing out and up behind them,"['someone kneeling in prayer and facing the right', 'both arms together coming to a point', 'feet (or skirt) pointing out and up behind them']"
587,"warrior pose in yoga (both legs on ground, kind of bending back a bit)","['warrior pose in yoga', 'both legs on ground', 'kind of bending back a bit']"
588,a ghost with a nearly rectangular body right arm pointing out a bit,"['a ghost with a nearly rectangular body', 'right arm pointing out a bit']"
589,"someone sitting on their butt, looking to the left square head, no bow","['someone sitting on their butt', 'looking to the left', 'square head', 'no bow']"
590,"pointy plague doctor face, kicking a rock and has a hobo pack slung over shoulder facing left","['pointy plague doctor face', 'kicking a rock', 'has a hobo pack slung over shoulder', 'facing left']"
591,"facing right, partially kneeling, both hands out to beg or pray","['facing right', 'partially kneeling', 'both hands out to beg or pray']"
592,same as last description on the person is kneeling down even more,['the person is kneeling down even more']
593,"girl with big bow sitting down, facing the right","['girl with big bow sitting down, facing the right']"
594,Yay! You're good at this Person facing the left with both arms out as if begging or holding a plate,['Person facing the left with both arms out as if begging or holding a plate']
595,Jesus figure or ghost floating toward the left with both arms raised,['Jesus figure or ghost floating toward the left with both arms raised']
596,balancing on one leg and leaning to the left,['balancing on one leg and leaning to the left']
597,"seated, no bow, bent awkwardly the hardest to describe","['seated', 'no bow', 'bent awkwardly']"
598,"girl with bow, seated facing the left arms reaching out","['girl with bow', 'seated facing the left', 'arms reaching out']"
599,Handmaid's tale arms tucked into robe,['Handmaid\'s tale arms tucked into robe']
600,seated girl facing left with bow arms reaching out,['seated girl facing left with bow arms reaching out']
601,"standing on one leg, arms reaching out toward the left","['standing on one leg', 'arms reaching out toward the left']"
602,"Woohoo! plague doctor kicking a rock, facing left with hobo bag over his shoulder","['plague doctor kicking a rock', 'facing left', 'hobo bag over his shoulder']"
603,"Jesus ghost, arms up no legs","['Jesus ghost', 'arms up no legs']"
604,the awkward one that i'm bad at describing because it doesn't look like anything!,['the awkward one that i'm bad at describing because it doesn't look like anything!']
605,"sitting on butt, facing left knees up, arms at side","['sitting on butt', 'facing left', 'knees up', 'arms at side']"
606,"facing right, partially kneeling, arms together in begging prayer position","['facing right', 'partially kneeling', 'arms together in begging prayer position']"
607,"Blessed be the fruit Handmaid's tale, arms tucked in robe","['Blessed be the fruit', 'Handmaid\'s tale', 'arms tucked in robe']"
608,"girl with big bow, seated and facing right","['girl with big bow, seated and facing right']"
609,"fully kneeling, facing right with arms out in prayer begging","['fully kneeling', 'facing right', 'with arms out in prayer begging']"
610,"Hooray! Casper the friendly ghost, arms mostly tucked in, but one little arm kind of pointing to the right","['Casper the friendly ghost', 'arms mostly tucked in', 'one little arm kind of pointing to the right']"
611,"Woohoo! a person standing, facing the left with arms out begging for snacks","['a person standing, facing the left with arms out begging for snacks']"
612,"Jesus praise ghost, arms up","['Jesus praise ghost, arms up']"
613,Under his eye Handmaid's tale,"['Under his eye', ""Handmaid's tale""]"
614,the weird one that's all angle s,['the weird one that's all angles']
615,"sitting person, facing left, knees up, arms at side","['sitting person', 'facing left', 'knees up', 'arms at side']"
616,big bow girl facing right arms at side,['big bow girl facing right arms at side']
617,"partially kneeling person, facing right, arms out in prayer begging","['partially kneeling person', 'facing right', 'arms out in prayer begging']"
618,"standing, facing left, arms out for chickie nuggie snacks","['standing, facing left, arms out for chickie nuggie snacks']"
619,"Casper the friendly ghost, arms mostly tucked","['Casper the friendly ghost, arms mostly tucked']"
620,"girl with bow, facing left, arms out","['girl with bow', 'facing left', 'arms out']"
621,"balancing on one leg, arms out, facing left","['balancing on one leg', 'arms out', 'facing left']"
622,hobo plague doctor kicking rocks,['hobo plague doctor kicking rocks']
623,"Fully kneeling, facing right, praying begging","['Fully kneeling, facing right, praying begging']"
624,"We're makin' that money! Girl with bow, facing left, arms out","['Girl with bow, facing left, arms out']"
625,Jesus ghost arms up,['Jesus ghost arms up']
626,"sitting girl, big bow, facing right, arms down","['sitting girl', 'big bow', 'facing right', 'arms down']"
627,Casper with the little arm,['Casper with the little arm']
628,"Fully kneeling, facing right, begging praying","['Fully kneeling, facing right, begging praying']"
629,"one leg balance, facing left, arms out","['one leg balance', 'facing left', 'arms out']"
630,"plague doctor, rock kicker","['plague doctor', 'rock kicker']"
631,uuugh the weird one maybe a backbend,['the weird one maybe a backbend']
632,Yaaaaasss!!! Handmaid's Tale,['Handmaid\'s Tale']
633,"Standing, facing left, arms out asking for snacks","['Standing, facing left, arms out asking for snacks']"
634,"sitting, facing left, knees up, arms at sides","['sitting, facing left, knees up, arms at sides']"
635,"Partially kneeing, facing right, begging praying","['Partially kneeing, facing right, begging praying']"
636,"Standing, facing left, wants snacks","['Standing, facing left, wants snacks']"
637,"girl with bow, facing left, arms out","['girl with bow', 'facing left', 'arms out']"
638,weird backbend one,['weird backbend one']
639,"Jesus ghost, arms up","['Jesus ghost, arms up']"
640,"Fully kneeling, facing right, praying begging","['Fully kneeling, facing right, praying begging']"
641,"sitting, facing left, knees up, arms at sides","['sitting, facing left, knees up, arms at sides']"
642,May the Lord open! Handmaid's Tale,['May the Lord open! Handmaid\'s Tale']
643,"Big bow girl, facing right, arms at sides","['Big bow girl, facing right, arms at sides']"
644,Casper the tiny armed ghost,['Casper the tiny armed ghost']
645,"plague doc, kick rock",['plague doc']
646,"one leg balance, arms out, facing left (Don't fall, buddy!)","['one leg balance', 'arms out', 'facing left']"
647,"Wheee!!! Good game, partner Partially kneeling, facing right, praying begging","['Partially kneeling, facing right, praying begging']"
648,looks like a bunny sitting against the wall looking to the right,['a bunny sitting against the wall looking to the right']
649,"looks like someone praying, they are looking down, the head is looking down and to the right","['someone praying', 'looking down', 'head looking down and to the right']"
650,"looks like someone praying, they are looking high in the sky and their head seems barely attached, looks like they are kneeling facing right","['someone praying', 'looking high in the sky', 'head seems barely attached', 'kneeling facing right']"
651,outstretched arms and falling backwards,"['outstretched arms', 'falling backwards']"
652,someone sitting down looking to the left against a wall,['someone sitting down looking to the left against a wall']
653,"someone bending down looking to the right, flat like they are wearing a robe","['someone bending down looking to the right, flat like they are wearing a robe']"
654,"it looks really different than the other ones, no it barely looks like anything kinda like a high heel","['really different than the other ones', 'barely looks like anything', 'kinda like a high heel']"
655,looks like a square cartwheeling off a cliff,['a square cartwheeling off a cliff']
656,"looks like someone holding the arms out to the left, both feet are down but you can't really see them","['someone holding the arms out to the left', 'both feet are down but you can\'t really see them']"
657,bear with backpack,['bear with backpack']
658,no arms or legs,['no arms or legs']
659,"sharp jagged arms and outstretched legs, head is facing right","['sharp jagged arms and outstretched legs', 'head is facing right']"
660,someone praying looking up with one sharp foot,"['someone praying', 'looking up', 'one sharp foot']"
661,"someone praying looking down, facing right with a barely attached triangle arm","['someone praying looking down, facing right with a barely attached triangle arm']"
662,looks like a square about to go off a cliff,['a square about to go off a cliff']
663,looks like a bear with a backpack,['a bear with a backpack']
664,someone leaning against a wall sitting down head facing left with one visible shoe,"['someone leaning against a wall sitting down', 'head facing left', 'one visible shoe']"
665,looks kinda like the letter x,['looks kinda like the letter x']
666,looks like someone with a straight head with the arms facing left,['someone with a straight head with the arms facing left']
667,outstretched legs sharp arms facing left and a straight head,"['outstretched legs', 'sharp arms facing left', 'a straight head']"
668,outstretched arms and falling backwards,"['outstretched arms', 'falling backwards']"
669,someone bent down arms facing right with no visible feet,['someone bent down arms facing right with no visible feet']
670,someone with no arms or legs and straight head,['someone with no arms or legs and straight head']
671,bunny,['bunny']
672,someone leaned against the wall facing left heading facing down,['someone leaned against the wall facing left heading facing down']
673,outstretched arms falling down,['outstretched arms falling down']
674,stretched legs sharp arms facing left and straight head,"['stretched legs', 'sharp arms', 'facing left', 'straight head']"
675,guy praying with a straight head and one sharp leg,['guy praying with a straight head and one sharp leg']
676,no arms or legs but a straight head,['no arms or legs but a straight head']
677,guy praying with a barely attached triangle arm,['guy praying with a barely attached triangle arm']
678,bear with a backpack,['bear with a backpack']
679,bunny rabbit,['bunny rabbit']
680,"guy bent down with straight head, robe","['guy bent down with straight head, robe']"
681,straight head arms to the left,['straight head arms to the left']
682,looks like the letter x,['the letter x']
683,square going off a cliff,['square going off a cliff']
684,kneeled down with a straight head and a sharp foot,['kneeled down with a straight head and a sharp foot']
685,guy sitting down against a wall facing right with one visible foot,['guy sitting down against a wall facing right with one visible foot']
686,outstretched legs sharp arms to the left and a straight head with one leg,"['outstretched legs', 'sharp arms to the left', 'a straight head with one leg']"
687,straight head arms to the right bent down wearing a robe,"['straight head', 'arms to the right', 'bent down', 'wearing a robe']"
688,looks like the letter x,['the letter x']
689,no arms or legs with a straight head,['no arms or legs with a straight head']
690,straight head arms pointed to the left,['straight head arms pointed to the left']
691,looks like a bear with a backpack,['a bear with a backpack']
692,outstretched arms falling back,['outstretched arms falling back']
693,praying looking down to the right with a barely attached arm,['praying looking down to the right with a barely attached arm']
694,bunny,['bunny']
695,square going off a cliff,['square going off a cliff']
696,standing on one leg with arms pointed to the left,['standing on one leg with arms pointed to the left']
697,bunny,['bunny']
698,sitting down against a wall with one visible foot,['sitting down against a wall with one visible foot']
699,square going off a cliff,['square going off a cliff']
700,praying with a straight head and a sharp foot,['praying with a straight head and a sharp foot']
701,robe with a straight head arms to the right,['robe with a straight head arms to the right']
702,bear with a backpack,['bear with a backpack']
703,outstretched arms falling backwards,['outstretched arms falling backwards']
704,praying with a straight head and a barely attached hand,"['praying with a straight head', 'a barely attached hand']"
705,letter x,['letter x']
706,no arms or legs with a straight head,['no arms or legs with a straight head']
707,straight head arms facing left,['straight head arms facing left']
708,bunny,['bunny']
709,praying with a straight head and barely attached arm,['praying with a straight head and barely attached arm']
710,outstretched arms falling backwards,['outstretched arms falling backwards']
711,straight head bent down in a robe arms facing right,"['straight head', 'bent down in a robe', 'arms facing right']"
712,square going off a cliff,['square going off a cliff']
713,bear with a backpack,['bear with a backpack']
714,looks like the letter x,['the letter x']
715,sitting down against a wall facing left,['sitting down against a wall facing left']
716,no arms or legs,['no arms or legs']
717,straight head arms facing left,['straight head arms facing left']
718,straight head arms to the right sharp foot,"['straight head', 'arms to the right', 'sharp foot']"
719,standing on one leg,['standing on one leg']
720,"The guy in the picture in facing right, square edge at the top left of his body, with a point pointing towards the right, also has what looks like a shoe at the bottom","['facing right', 'square edge at the top left of his body', 'point pointing towards the right', 'looks like a shoe at the bottom']"
721,"The guy is now facing left, with his arm pointing left, standing up straight","['The guy is now facing left', 'with his arm pointing left', 'standing up straight']"
722,"the guy head is now facing right, but his body is to the left, has 1 foot in the air","['the guy head is now facing right', 'his body is to the left', 'has 1 foot in the air']"
723,"this one looks laying on the floor, but propping their body up","['looks laying on the floor, but propping their body up']"
724,"this is the previous choice, guy sitting down",['guy sitting down']
725,"guy is 2 arms up in the air, leaning to the left","['guy is 2 arms up in the air, leaning to the left']"
726,"guy back is against the wall, with a hat on it looks, laying against wall","['guy back is against the wall', 'with a hat on it looks', 'laying against wall']"
727,"guy is standing up, with no arms","['guy is standing up, with no arms']"
728,"this is like a ice skating pose, 1 leg up","['a ice skating pose', '1 leg up']"
729,"hmm this is standing up straight, 1 arm out, facing to the right of the screen, has a tail","['standing up straight', '1 arm out', 'facing to the right of the screen', 'has a tail']"
730,"guy in this is sort of crouched, 1 arm out, facing to the right of the screen","['guy in this is sort of crouched', '1 arm out', 'facing to the right of the screen']"
731,this one's sort of jumbled,['this one\'s sort of jumbled']
732,"standing up straight, with a tail, facing to the right","['standing up straight', 'with a tail', 'facing to the right']"
733,"guy laying against the wall sitting down, with a hat on, facing the right of screen","['guy laying against the wall sitting down', 'with a hat on', 'facing the right of screen']"
734,ice skating pose,['ice skating pose']
735,"the jumbled one from earlier, but my one, arm is to the left","['my one, arm is to the left']"
736,"guy laying against the wall but no hat, and to the left, sitting down","['guy laying against the wall but no hat', 'to the left, sitting down']"
737,"laying on the floor but belly up, facing to the right, 2 arms to the right","['laying on the floor but belly up', 'facing to the right', '2 arms to the right']"
738,"guy crouching to the right, arm to the right","['guy crouching to the right, arm to the right']"
739,no arm guy,['no arm guy']
740,"guys heads on backwards, 2 feet to the left","['guys heads on backwards, 2 feet to the left']"
741,"facing to the left, arm to the left, looks like a box under the arm","['facing to the left', 'arm to the left', 'looks like a box under the arm']"
742,"leaning to the left, arms up","['leaning to the left, arms up']"
743,"guys body is a big block, one arm to the right","['guys body is a big block', 'one arm to the right']"
744,"same again, big block guy",['big block guy']
745,backwards head guy,['backwards head guy']
746,laying down no hat guy,"['laying down', 'no hat guy']"
747,no arm guy,['no arm guy']
748,belly up guy,['belly up guy']
749,box under arm guy,['box under arm guy']
750,"tail guy pointing up, standing straight","['tail guy pointing up, standing straight']"
751,jumbled one,There is no description of the image in the given text.
752,ice skating pose,['ice skating pose']
753,crouch guy,['crouch guy']
754,lay down hat guy,['lay down hat guy']
755,lean to the left arms up,['lean to the left arms up']
756,tail up,['tail up']
757,no arms,['no arms']
758,backwards head,['backwards head']
759,big block body,['big block body']
760,lay down hat,['lay down hat']
761,ice skate,['ice skate']
762,body up,['body up']
763,box under arm,['box under arm']
764,lay down no hat,['lay down no hat']
765,"lean left, arms up","['lean left', 'arms up']"
766,jumbled one,There is no description of the image in the given text.
767,crouch guy,['crouch guy']
768,"lean left, arms up","['lean left', 'arms up']"
769,backwards head,['backwards head']
770,tail up,['tail up']
771,box under arm,['box under arm']
772,no arms,['no arms']
773,crouch guy,['crouch guy']
774,ice skate,['ice skate']
775,big block body,['big block body']
776,lay down no hat,['lay down no hat']
777,body up,['body up']
778,jumbled one,There is no description of the image in the given text.
779,lay down with hat,['lay down with hat']
780,body up,['body up']
781,big block body,['big block body']
782,no arms,['no arms']
783,crouch,There is not enough information provided in the text to extract a description of the image. Could you please provide more context or additional details?
784,lay down with hat,['lay down with hat']
785,lay down no hat,['lay down no hat']
786,ice skate,['ice skate']
787,jumbled,There is no description of the image in the given text.
788,backward head,['backward head']
789,tail up,['tail up']
790,lean left,lean left
791,box under arm,['box under arm']
792,"the head of the person is in the middle of the neck his body has right angles on both left corners, pointing to the left, oh right i mean right, to the right, one is by the side on the left","['the head of the person is in the middle of the neck', 'his body has right angles on both left corners, pointing to the left', 'one is by the side on the left']"
793,"This one looks like he is facing the right, knelt down on his knees, knees","['he is facing the right, knelt down on his knees, knees']"
794,facing the left and he's balancing on one leg with the other in the air behind him,"['facing the left', 'balancing on one leg', 'other in the air behind him']"
795,"he is facing right, squatted down with praying hands like his knees are bent but not kneeling","['facing right', 'squatted down with praying hands', 'knees are bent but not kneeling']"
796,looks like he's flying toward the left both arms raised up,"['he's flying toward the left', 'both arms raised up']"
797,"sit down, head tilted down, facing left","['sit down, head tilted down, facing left']"
798,"sitting down, facing right, looks like a bow on top of head","['sitting down', 'facing right', 'looks like a bow on top of head']"
799,"this looks like the head is to the left, one large leg is to the left, the other is a triangle to the right with the arms in the air on the right Like a dancer, I don't see another arm","['the head is to the left', 'one large leg is to the left', 'the other is a triangle to the right', 'with the arms in the air on the right']"
800,"This looks almost like a candle, with one triangle at the bottom to the right","['a candle', 'one triangle at the bottom to the right']"
801,"facing left, feet facing left, looks to be holding something in front, like holding an upside down top hat, no like an upside down top hat","['facing left', 'feet facing left', 'looks to be holding something in front', 'like holding an upside down top hat', 'no like an upside down top hat']"
802,"On foot on the ground, one in the air facing the left Arms are to the left and head is leaning back towards the right","['On foot on the ground', 'one in the air facing the left', 'Arms are to the left', 'head is leaning back towards the right']"
803,"kneeling, facing right, on foot behind, both arms up, right in the middle of the to arms There is a small gap right under the head between the arms, kneeling","['kneeling, facing right', 'on foot behind', 'both arms up', 'right in the middle of the to arms', 'There is a small gap right under the head between the arms', 'kneeling']"
804,"Facing the right, bent knees, praying hands","['Facing the right', 'bent knees', 'praying hands']"
805,"one leg on ground, one in air behind, facing left","['one leg on ground, one in air behind, facing left']"
806,"THis is kneeling and praying, facing right, not squatting, kneeling with legs on floor, No, maybe below the head on the left","['kneeling and praying', 'facing right', 'not squatting', 'kneeling with legs on floor', 'below the head on the left']"
807,"facing left holding a top hat, both legs on ground","['facing left', 'holding a top hat', 'both legs on ground']"
808,flying one towards left,['flying one towards left']
809,"This is the incorrect one from the first one I said was kneeling, with the triangle coming out of the head",['the triangle coming out of the head']
810,"This is the one you thought that the top looked like a half rectangle or square Head is in the middle, one arm pointing right","['the top looked like a half rectangle or square', 'Head is in the middle', 'one arm pointing right']"
811,"head down, sitting down, facing the left","['head down, sitting down, facing the left']"
812,This one has a head that looks like it's rolling towards the left down the back,['a head that looks like it's rolling towards the left down the back']
813,"sitting down, bow on head","['sitting down', 'bow on head']"
814,Head rolling down the back on the right side,['Head rolling down the back on the right side']
815,candle with triangle at bottom to the right,['candle with triangle at bottom to the right']
816,bow on head,['bow on head']
817,head rolling down to the right,['head rolling down to the right']
818,"kneeling praying, facing right Both hands to the right, flicking up, not a big one the head is a perfect diamond, not leaning either way","['kneeling praying, facing right', 'Both hands to the right, flicking up, not a big one', 'the head is a perfect diamond, not leaning either way']"
819,"one leg down, one in air to the right, both arms out to the left with a space between them","['one leg down', 'one in air to the right', 'both arms out to the left with a space between them']"
820,"sitting, head down, knees up, up, keft","['sitting', 'head down', 'knees up', 'up', 'left']"
821,"facing right, hands praying, bent knees","['facing right', 'hands praying', 'bent knees']"
822,half rectangle or square under the head,['half rectangle or square under the head']
823,"holding the top hat, facing left","['holding the top hat, facing left']"
824,candle,['candle']
825,head rolling down the left,['head rolling down the left']
826,"kneeling with the triangle on the head, or behind it, facing right","['kneeling with the triangle on the head, or behind it, facing right']"
827,flying,['flying']
828,half rectangle under head,['half rectangle under head']
829,"kneeling right with triangle on back of head, maybe head is down a little","['kneeling right with triangle on back of head', 'head is down a little']"
830,"other praying one, no triangle out of mouth, facing right","['other praying one', 'no triangle out of mouth', 'facing right']"
831,head rolling to the right,['head rolling to the right']
832,bow on head,['bow on head']
833,candle,['candle']
834,bent knees facing right praying,['bent knees facing right praying']
835,head rolling down left,['head rolling down left']
836,flying,['flying']
837,"sitting down, facing left, head down, knees up","['sitting down', 'facing left', 'head down', 'knees up']"
838,"leg down, on up behind, facing left, arms spread apart","['leg down', 'on up behind', 'facing left', 'arms spread apart']"
839,top hat,['top hat']
840,half rectangle under head,['half rectangle under head']
841,top hat,['top hat']
842,bow on head,['bow on head']
843,head rolling down the right,['head rolling down the right']
844,flying,['flying']
845,"flicked feet to left, kneeling and praying to the right","['flicked feet to left', 'kneeling and praying to the right']"
846,"one leg down, other in the air behind, arms separated, facing left","['one leg down', 'other in the air behind', 'arms separated', 'facing left']"
847,"sitting down, head down, knees bent, facing left","['sitting down', 'head down', 'knees bent', 'facing left']"
848,head rolling down to the left,['head rolling down to the left']
849,"kneeling to the right, triangle coming out of the mouth","['kneeling to the right', 'triangle coming out of the mouth']"
850,candle,['candle']
851,bent knees praying facing right,['bent knees praying facing right']
852,bent knees praying facing right,['bent knees praying facing right']
853,head rolling down left,['head rolling down left']
854,"leg down, leg in air behind, facing left","['leg down', 'leg in air behind', 'facing left']"
855,top hat,['top hat']
856,bow in hair,['bow in hair']
857,head rolling down to the right,['head rolling down to the right']
858,"kneeling, facing right, triangle coming out of mouth","['kneeling', 'facing right', 'triangle coming out of mouth']"
859,candle,['candle']
860,"sitting, facing left, head down, knees bent","['sitting', 'facing left', 'head down', 'knees bent']"
861,"kneeling, facing right, feet flicked to the left","['kneeling, facing right, feet flicked to the left']"
862,half rectangle under head,['half rectangle under head']
863,You've been a great partner! FLying,[]
864,"a guy leaning to the left with 1 leg raised, he has two hands pointing to the left, yea","['a guy leaning to the left with 1 leg raised', 'he has two hands pointing to the left']"
865,"a guy leaning to the left, sitting, looks like he is doing a exercise, crunches, no arms visible, only legs, 1 leg, he looks like he is doing crunches, like the exercise for abs","['a guy leaning to the left, sitting', 'looks like he is doing a exercise, crunches', 'no arms visible, only legs', '1 leg', 'he looks like he is doing crunches', 'like the exercise for abs']"
866,"a guy with spread arms one to the left and one to the right, facing up, you cant see his legs","['a guy with spread arms one to the left and one to the right, facing up, you cant see his legs']"
867,"guy standing on one leg, head leaning to right, arms to the left with weird position","['guy standing on one leg', 'head leaning to right', 'arms to the left with weird position']"
868,"a guy on his knees, facing right, legs goes upwards","['a guy on his knees, facing right, legs goes upwards']"
869,"a guy facing right, looks like he has no legs or arms visible, he looks like cocoon, yea!","['a guy facing right', 'looks like he has no legs or arms visible', 'he looks like cocoon']"
870,"a guy turned to the right, looks like he is bending his knees, almost like he is praying but not quite","['a guy turned to the right', 'looks like he is bending his knees', 'almost like he is praying but not quite']"
871,"facing right, on his knees, he has arms like triangles but they are separated, you can see a little gap between them, between the arms, one arm is facing left, second to the right, one leg is on the left and it's visible triangle","['facing right', 'on his knees', 'he has arms like triangles but they are separated', 'you can see a little gap between them', 'between the arms', 'one arm is facing left', 'second to the right', 'one leg is on the left and it's visible triangle']"
872,"guy facing left, he has his arms together and legs straight, he looks like he is praying, standing","['guy facing left', 'he has his arms together and legs straight', 'he looks like he is praying', 'standing']"
873,"a guy looks like sitting, and he has like rabbit's ears, facing right","['a guy looks like sitting', 'he has like rabbit's ears', 'facing right']"
874,"a guy facing right, with one hand facing up-right, looks like he is going to do split, he looks like he has one leg bend and he is on his knee","['a guy facing right', 'one hand facing up-right', 'looks like he is going to do split', 'he looks like he has one leg bend', 'he is on his knee']"
875,"a guy facing right, his back is straight line, with little arms facing right, he looks like he is fat","['a guy facing right', 'his back is straight line', 'with little arms facing right', 'he looks like he is fat']"
876,"a guy facing right, legs together, his back is a straight line, he looks like he is fat","['a guy facing right', 'legs together', 'his back is a straight line', 'he looks like he is fat']"
877,"a guy praying to the right, he is on his knees, you can see little tip of the triangle on the left","['a guy praying to the right', 'he is on his knees', 'you can see little tip of the triangle on the left']"
878,"a guy looking like he is reading something, facing left, back is a straight line","['a guy looking like he is reading something', 'facing left', 'back is a straight line']"
879,"facing left, on his one leg, second leg is facing right and his foot is a triangle, his arms are both facing left","['facing left', 'on his one leg', 'second leg is facing right', 'his foot is a triangle', 'his arms are both facing left']"
880,"a guy facing up-right, looks like he has one big leg and one small leg, his back is a straight line with little triangle at the end, no, his arm is facing upper corner","['a guy facing up-right', 'one big leg and one small leg', 'his back is a straight line with little triangle at the end', 'his arm is facing upper corner']"
881,"a guy on his knees, his arms are spread, they have a little gap between them, one to the left one to the right","['a guy on his knees', 'his arms are spread', 'they have a little gap between them', 'one to the left', 'one to the right']"
882,a guy facing right looks like he is in a sleeping bag,"['a guy facing right', 'he is in a sleeping bag']"
883,"a guy that looks like a rabbit, two triangles on top of his head","['a guy that looks like a rabbit', 'two triangles on top of his head']"
884,"a guy with his arms spread, looks like he is pointing them to the sky","['a guy with his arms spread, looks like he is pointing them to the sky']"
