,text,gpt_out
336,"man on floor, thick left leg tiny right leg","['man on floor', 'thick left leg', 'tiny right leg']"
337,fat guy,['fat guy']
338,"man swaying eft, arms up, left","['man swaying left, arms up, left']"
339,man on one leg head sliding off,"['man on one leg', 'head sliding off']"
340,S shaped guy crouching,['S shaped guy crouching']
341,kneeling arms outstretched right arm broken,"['kneeling', 'arms outstretched', 'right arm broken']"
342,huge rabbit ears guy sitting,"['huge rabbit ears', 'guy sitting']"
343,"second fattest guy, sloping shoulders, crotch bulge, no legs","['second fattest guy', 'sloping shoulders', 'crotch bulge', 'no legs']"
344,guy with open box,['guy with open box']
345,"guy kneeling facing right arms out, upward pointing tail on left","['guy kneeling facing right', 'arms out', 'upward pointing tail on left']"
346,"guy on floor facing left, knees bent up","['guy on floor facing left, knees bent up']"
347,two triangular breasts,['two triangular breasts']
348,2 triangle breasts,['2 triangle breasts']
349,"man sitting on floor with knees bent, facing left","['man sitting on floor with knees bent, facing left']"
350,"man with arms outstretched, right arm broken","['man with arms outstretched, right arm broken']"
351,"mans head sliding off shoulders, on one leg","['mans head sliding off shoulders', 'on one leg']"
352,man with open box,['man with open box']
353,fattest man,['fattest man']
354,"massive left leg, tiny right leg","['massive left leg', 'tiny right leg']"
355,2nd fattest man with an erection,['2nd fattest man with an erection']
356,rabbit ears,['rabbit ears']
357,pointy up tail,['pointy up tail']
358,swaying to the left,['swaying to the left']
359,sharp s shape,['sharp s shape']
360,"The small triangle is on the bottom right of the picture and appears to be free-floating, Just one corner of each shape","['The small triangle is on the bottom right of the picture and appears to be free-floating', 'Just one corner of each shape']"
361,"This looks like a picture of a person sitting down, with their knees up and their toes facing left","['a person sitting down', 'with their knees up', 'their toes facing left']"
362,"This looks like a person imitating a bear standing on one leg with the other about to make a stride, It's to the left, The head is on the right, yes","['a person imitating a bear standing on one leg with the other about to make a stride', 'to the left', 'The head is on the right']"
363,"This looks like a person wrapped in a snuggie kneeling down, No, the square is the only clear shape","['a person wrapped in a snuggie kneeling down', 'the square is the only clear shape']"
364,"This looks like a person who is standing with their knees bent, Facing right","['a person who is standing with their knees bent, Facing right']"
365,This looks like a picture of a broken windmill on top of a mountain,['a broken windmill on top of a mountain']
366,This is similar to the picture of the person with bent knees facing right,['person with bent knees facing right']
367,"The bottom of this shape has three straight edges and a jagged right edge, with a square on top, Which edge, On the right, There are two right angles on the left","['The bottom of this shape has three straight edges and a jagged right edge', 'with a square on top', 'On the right', 'There are two right angles on the left']"
368,This picture looks like a skater about to do a spinning pirouette on one leg,['a skater about to do a spinning pirouette on one leg']
369,"This picture looks like a person fleeing from something frightening, With their arms in the air","['a person fleeing from something frightening', 'With their arms in the air']"
370,This picture looks like a priest about to give a blessing They are facing left,"['a priest about to give a blessing', 'They are facing left']"
371,This looks like a person who has sunk to the floor in grief,['a person who has sunk to the floor in grief']
372,"this picture has a square at the top that's on flat ground and to the right it looks like there's a edge, also at the very bottom the is a triangle edge pointing to the right","['a square at the top that's on flat ground', 'to the right there's an edge', 'at the very bottom there is a triangle edge pointing to the right']"
373,"this one has what looks like a person hunched over to the left, but they don't have any legs, and there are two triangles coming off their back","['a person hunched over to the left', 'they don't have any legs', 'two triangles coming off their back']"
374,"This one looks like a person is walking like a zombie with one foot in front of the other, there standing on one foot with the other foot to the left of it, the square is on the right of the standing foot","['a person is walking like a zombie with one foot in front of the other', 'there standing on one foot with the other foot to the left of it', 'the square is on the right of the standing foot']"
375,"the very top of this one has a square and triangle that look like a toilet bowl, it also looks like someone is on there knees with their feet behind them on the left, yea connected to the square","['the very top of this one has a square and triangle that look like a toilet bowl', 'it also looks like someone is on there knees with their feet behind them on the left, yea connected to the square']"
376,"It looks like a bunny with two triangle ears, it's facing to the right and looks like it's sitting, the two triangle ears are connected to the square at the top","['a bunny with two triangle ears', ""it's facing to the right"", ""looks like it's sitting"", 'the two triangle ears are connected to the square at the top']"
377,"this looks like a person's in a cocoon, there's one point that goes to the right at the bottom of the picture, the square is slouched to the right side","['a person\'s in a cocoon', 'one point that goes to the right at the bottom of the picture', 'the square is slouched to the right side']"
378,"this one has a big pac-man mouth facing to the right with the square at the very top centered, on the left of the picture its a right angle, like 90 degree, bottom left","['big pac-man mouth facing to the right', 'square at the very top centered', 'right angle, like 90 degree', 'bottom left']"
379,this looks like a person is flying with their arms out to the side,['a person is flying with their arms out to the side']
380,"this has a person sitting down with their knees bent facing the left, their head is slightly slouched to the left also, it does look like they have a foot, yea on the left side of the picture","['a person sitting down with their knees bent facing the left', 'their head is slightly slouched to the left also', 'it does look like they have a foot', 'on the left side of the picture']"
381,this one looks likes a person has their knees bent and have a pac-man facing right again,"['a person has their knees bent', 'pac-man facing right']"
382,this person is standing on one foot with their other leg at a right angle to the right,"['this person is standing on one foot', 'their other leg at a right angle to the right']"
383,"it looks like a preacher, and he has a book open, to the left","['a preacher', 'he has a book open, to the left']"
384,This looks like a broken windmill on top of a mountain,['a broken windmill on top of a mountain']
385,This looks like a skater about to do a spinning pirouette on one leg,['a skater about to do a spinning pirouette on one leg']
386,A person fleeing in fright,['A person fleeing in fright']
387,A person slouched with their knees bent facing left,['A person slouched with their knees bent facing left']
388,A person who has fallen to the ground in in grief,['A person who has fallen to the ground in grief']
389,This one has two small triangles to the right looking like they're behind the person sitting down,['two small triangles to the right looking like they\'re behind the person sitting down']
390,The priest giving a blessing,['The priest giving a blessing']
391,"The person in a cocoon, Slouched The figure is facing right","['The person in a cocoon', 'Slouched', 'The figure is facing right']"
392,Person kneeling down with their feet behind them Looks like there's a pacman on the right,"['Person kneeling down with their feet behind them', ""there's a pacman on the right""]"
393,Similar to the previous picture but this person looks like they're standing with their knees bent,['this person looks like they're standing with their knees bent']
394,Zombie on one leg,['Zombie on one leg']
395,This picture has a shape on the bottom with two right angles - top left and bottom left,['shape on the bottom with two right angles - top left and bottom left']
396,this looks like a zombie standing on one leg,['a zombie standing on one leg']
397,this is a person that's flying fleeing,['a person that's flying fleeing']
398,this has a right angle at the top left and bottom left,['right angle at the top left and bottom left']
399,the one has the pac-man facing right and a right angle at the bottom left,"['the pac-man facing right', 'a right angle at the bottom left']"
400,this is a person standing on one foot with the other behind them and a pac-man facing left,"['a person standing on one foot with the other behind them', 'a pac-man facing left']"
401,looks like a person slouched to the left with two small triangles on the right,"['a person slouched to the left', 'two small triangles on the right']"
402,this looks like a person on their knees facing right grieving,['a person on their knees facing right grieving']
403,this looks like a bunny or broken windmill,['a bunny or broken windmill']
404,this is a person sitting with their knees up and back slouched,['a person sitting with their knees up and back slouched']
405,this person has their knees bent and a pac-man facing right,"['person has their knees bent', 'pac-man facing right']"
406,this person is in a cocoon,['this person is in a cocoon']
407,this a priest with a book open,['a priest with a book open']
408,It's the one with the square head that looks like it has one foot lifted up in front,"['the one with the square head', 'one foot lifted up in front']"
409,Kneeling and praying pose,['Kneeling and praying pose']
410,"Kneeling and praying pose, but the one with an extra triangle on top of their feet and the arms are a bit wavy, the feet look like an arrow pointed down and left, head is a diamond","['Kneeling and praying pose', 'one with an extra triangle on top of their feet', 'arms are a bit wavy', 'feet look like an arrow pointed down and left', 'head is a diamond']"
411,"Sitting against a wall, diamond head, no bunny ears, feet and legs visible, yes with the legs visible not the blob one","['Sitting against a wall', 'diamond head', 'no bunny ears', 'feet and legs visible', 'yes with the legs visible not the blob one']"
412,"The one that looks like they're kneeling with the arms outstretched, right hand has a gap between the triangle and the body, feet look like a small triangle to the left","['they\'re kneeling with the arms outstretched', 'right hand has a gap between the triangle and the body', 'feet look like a small triangle to the left']"
413,"square one with the diamond on top, it's a total square except for the head and right side, no other angles except right side, otherwise just a rectangle","['square one with the diamond on top', 'total square except for the head and right side', 'no other angles except right side', 'just a rectangle']"
414,"the one with the arms outstretched (not separate) looks like they're cupped together asking for something, arms point left, so does the little feet bit, yes with a right angle bottom right hand","['the one with the arms outstretched (not separate) looks like they\'re cupped together asking for something', 'arms point left', 'little feet bit', 'right angle bottom right hand']"
415,"leaning back with the arms out like they're falling, no feet","['leaning back with the arms out like they\'re falling, no feet']"
416,"sitting on the ground (back to the left) with bunny ears, head angled down a bit","['sitting on the ground (back to the left) with bunny ears, head angled down a bit']"
417,Blob looking one that kinda goes out to the right at the bottom,['Blob looking one that kinda goes out to the right at the bottom']
418,"looks like they're leaning forward on one foot with the other in the air, arms to the left, one foot to the right","['they\'re leaning forward on one foot with the other in the air, arms to the left, one foot to the right']"
419,"it's the one that doesn't really look like a human, two triangles on the right side, diamond on top leaning left, rest slopes down and left","['two triangles on the right side', 'diamond on top leaning left', 'rest slopes down and left']"
420,"back on the left arm out towards the right, feet flicking upwards","['back on the left arm out towards the right, feet flicking upwards']"
421,sitting against a wall back on the right,['sitting against a wall back on the right']
422,"one leg up, to the right","['one leg up, to the right']"
423,"mainly rectangle left is straight, flick bottom right","['mainly rectangle left is straight, flick bottom right']"
424,"right hand straight left side arms outstretched like asking for something, diamond head pointing up, feet flick left a bit","['right hand straight', 'left side arms outstretched like asking for something', 'diamond head pointing up', 'feet flick left a bit']"
425,"looks a bit like a zombie, right hand is the back, left side arms flick up, head on an angle, one leg up","['looks a bit like a zombie', 'right hand is the back', 'left side arms flick up', 'head on an angle', 'one leg up']"
426,"weird shape left is a bigger block touching the floor, arms up to the right, head funny angle","['weird shape left is a bigger block touching the floor', 'arms up to the right', 'head funny angle']"
427,"back to the left, diamond head upwards, arm pointing right, only one arm is triangle straight top, legs bent leftwards, kneeling, towards the right","['diamond head upwards', 'arm pointing right', 'only one arm is triangle straight top', 'legs bent leftwards', 'kneeling', 'towards the right']"
428,"looks like a ninja bottom right is a right angle two funny triangles coming off the head, one foot flicking left, back to the left I would say, head is upward diamond, I think so to the right the arm triangle is more defined","['a ninja', 'bottom right is a right angle', 'two funny triangles coming off the head', 'one foot flicking left', 'back to the left', 'head is upward diamond', 'to the right the arm triangle is more defined']"
429,"left side straight, windmill ears","['left side straight, windmill ears']"
430,"looks like flying, no legs, two arms upwards stretching, diamond head, body is a rectangle, flying to the left","['flying', 'no legs', 'two arms upwards stretching', 'diamond head', 'body is a rectangle', 'flying to the left']"
431,"left hand straight you picked it earlier I think, diamond head, one arm pointing right, one foot flicked right","['left hand straight', 'diamond head', 'one arm pointing right', 'one foot flicked right']"
432,person with arms stretched out both sides,['person with arms stretched out both sides']
433,looks like person standing up facing left with another person facing the opposite direction going through him,"['person standing up facing left', 'another person facing the opposite direction going through him']"
434,two diamond shapes with the second one being merged into a bigger shape,"['two diamond shapes', 'the second one being merged into a bigger shape']"
435,"one diamond shape towards the upper left of the picture connecting to a triangle that is apart of a bigger shape, multiple triangles in the picture","['one diamond shape towards the upper left of the picture connecting to a triangle that is apart of a bigger shape', 'multiple triangles in the picture']"
436,diamond shaped head with the person facing left standing up with both arms out and feet on the ground,"['diamond shaped head', 'person facing left', 'standing up', 'both arms out', 'feet on the ground']"
437,diamond shaped head on top of a big shape which looks like somebody took a bite out of a square,"['diamond shaped head on top of a big shape', 'looks like somebody took a bite out of a square']"
438,looks like a person on their knees facing right with a triangle connected to the front of their face,['a person on their knees facing right with a triangle connected to the front of their face']
439,looks like a person bending their knees and facing right with arms out in front of them,['a person bending their knees and facing right with arms out in front of them']
440,"looks like a bunny rabbit head connected to a big triangular shape, facing right","['a bunny rabbit head connected to a big triangular shape, facing right']"
441,"diamond shaped head on top of an octagonal shape, looks like a big blob kind of","['diamond shaped head on top of an octagonal shape', 'looks like a big blob kind of']"
442,"looks like a person sitting down on their ass facing left, diamond head and legs sticking out left","['a person sitting down on their ass facing left', 'diamond head and legs sticking out left']"
443,"small diamond shape connected to large obscure shape which has two small triangles within it, the triangles look like hands kind of, the person would be facing right","['small diamond shape connected to large obscure shape', 'two small triangles within it', 'the triangles look like hands kind of', 'the person would be facing right']"
444,"flailing arms, looking like a grumpy new yorker","['flailing arms', 'looking like a grumpy new yorker']"
445,"looks like a zombie with a cape dragging behind, arms in the air","['a zombie with a cape dragging behind, arms in the air']"
446,potato looking thing with a diamond shape on top of it,['potato looking thing with a diamond shape on top of it']
447,rabbit ears laid sat down,['rabbit ears laid sat down']
448,"two diamonds attached with what looks like a trapezium, consists of 4 shapes overall, triangle, trapeze and 2 diamonds, does not look like a person, person","['two diamonds attached with what looks like a trapezium', 'consists of 4 shapes overall', 'triangle, trapeze and 2 diamonds', 'does not look like a person']"
449,"person sat down, looking quite sad, head facing downwards, body facing left overall","['person sat down', 'looking quite sad', 'head facing downwards', 'body facing left overall']"
450,"diamond on top with what looks like a a head underneath, does not look like a person","['diamond on top with what looks like a a head underneath, does not look like a person']"
451,"looks like Pingu, with a triangle on his face, knelt down","['Pingu, with a triangle on his face, knelt down']"
452,"looks like a guy holding a book, facing left, maybe with a robe on","['a guy holding a book', 'facing left', 'maybe with a robe on']"
453,ice skating,['ice skating']
454,"knees bent, like he's going to jump","['knees bent, like he's going to jump']"
455,"looks like a guy with a flag on his back, facing left, one foot out, one on the floor","['a guy with a flag on his back', 'facing left', 'one foot out', 'one on the floor']"
456,potato,There is no description of an image in the given text.
457,grumpy new yorker,There is no description of an image in the given text.
458,pingu,There is no description of an image in the given text.
459,rabbit,['rabbit']
460,diamond head on top of a shape that looks like a square but someone took a bite,['diamond head on top of a shape that looks like a square but someone took a bite']
461,ice skating,['ice skating']
462,two diamonds into a trapezium looking shape doesn't look like a person,['two diamonds into a trapezium looking shape']
463,guy with robe,['guy with robe']
464,flag guy,['flag guy']
465,zombie,['zombie']
466,bent knees,['bent knees']
467,sad looking down sitting,['sad looking down sitting']
468,zombie,['zombie']
469,bent knees,['bent knees']
470,ice skating,['ice skating']
471,trapezium,['trapezium']
472,"head with diamond on it, chunk taken out of it","['head with diamond on it', 'chunk taken out of it']"
473,flag man,['flag man']
474,pingu face,['pingu face']
475,robe man with book,['robe man with book']
476,sad sat down,There is no description of an image in the given text.
477,"worm, potato","['worm', 'potato']"
478,"angry man, arms in the air, new yorker yes haha","['angry man', 'arms in the air']"
479,rabbit,['rabbit']
480,"looks like they are half kneeling, with their hands out","['half kneeling', 'hands out']"
481,looks like their head is tilted back and have their hands out with one foot off the ground,"['their head is tilted back', 'hands out', 'one foot off the ground']"
482,looks like their head is tilted forwards and down and are sat with their knees up,"['their head is tilted forwards and down', 'sat with their knees up']"
483,looks like they are on their knees hand out protruding from their chest and facing the right,"['on their knees', 'hand out protruding from their chest', 'facing the right']"
484,looks like they are dancing and have their arm out their head tilted back and one foot behind while the other is in front and off the ground a little,"['they are dancing', 'have their arm out', 'head tilted back', 'one foot behind', 'other is in front', 'off the ground a little']"
485,looks like they are crouched very boxy looking head is straight in a diamond shape and their feet and hands facing right,"['crouched', 'boxy looking head is straight in a diamond shape', 'feet and hands facing right']"
486,"feet and hands are not visible, head is straight","['feet and hands are not visible', 'head is straight']"
487,lots of triangles on this one,['lots of triangles on this one']
488,one foot on the ground the other at a 90 degree off the ground to the other foot,"['one foot on the ground', 'the other at a 90 degree off the ground to the other foot']"
489,"looks like a person with their hands out asking or like begging u could say, they are stood up","['a person with their hands out asking or like begging', 'they are stood up']"
490,"no feet, hands on either side","['no feet', 'hands on either side']"
491,looks like bunny,['looks like bunny']
492,looks like a dancer one foot forward one foot back head is back also,"['a dancer', 'one foot forward', 'one foot back', 'head is back']"
493,"sat down head tilted forward, left","['sat down head tilted forward, left']"
494,"looks like a zombie with arms up, one foot off ground head tilted back face left","['a zombie with arms up', 'one foot off ground', 'head tilted back', 'face left']"
495,"looks like either a priest holding a bowl or a waiter, looking straight at you, one arm to the left","['a priest holding a bowl or a waiter', 'looking straight at you', 'one arm to the left']"
496,"half kneeling hand to the right, head straight","['half kneeling hand to the right, head straight']"
497,arms toward the sky no feet,"['arms toward the sky', 'no feet']"
498,like a figure skater - one foot at right angle,['like a figure skater - one foot at right angle']
499,"standing looking straight at you, no hands visible","['standing looking straight at you, no hands visible']"
500,looks like kneeling and arms to the sides pointing out - triangles,['kneeling and arms to the sides pointing out - triangles']
501,like they are sideways on a couch or have almost a rectangle cover over them,"['sideways on a couch', 'almost a rectangle cover over them']"
502,depressed bunny,['depressed bunny']
503,praying on knees,['praying on knees']
504,"facing right looks like they are praying on their knees, NA","['facing right', 'praying on their knees']"
505,looks like a depressed person feet facing left,['a depressed person feet facing left']
506,"looks like they are dancing facing right one foot on the ground the other is off the ground, head is tilted","['they are dancing facing right', 'one foot on the ground', 'the other is off the ground', 'head is tilted']"
507,half kneeling,['half kneeling']
508,facing left looks like someone begging or asking for something,"['facing left', 'someone begging or asking for something']"
509,very boxy,['very boxy']
510,no feet hands pointing to the sky body on a tilt,"['no feet', 'hands pointing to the sky', 'body on a tilt']"
511,kneeling facing right hands very triangular on either side,"['kneeling facing right', 'hands very triangular on either side']"
512,feet and hands not visible almost looks like an oval with a diamond on top,['an oval with a diamond on top']
513,looks like a depressed bunny,['a depressed bunny']
514,looks like an ice skater,['an ice skater']
515,looks like a zombie,['a zombie']
516,"looks like someone praying on their knees, facing right","['someone praying on their knees, facing right']"
517,"facing right again, on their knees again, but this time it looks almost like wings","['facing right again', 'on their knees again', 'but this time it looks almost like wings']"
518,"it is the one that doesn't really have anything poking out except at the bottom right is a little triangle, shaped almost like a boot","['the one that doesn't really have anything poking out', 'at the bottom right is a little triangle, shaped almost like a boot']"
519,the one that looks like someone standing on one leg reaching to the left,['someone standing on one leg reaching to the left']
520,"it looks like a sprite on the top of a steep mountain, like a mountain with a box on top with wings","['a sprite on the top of a steep mountain', 'a mountain with a box on top with wings']"
521,"this one looks like someone is stood up but with bent legs, facing right","['someone is stood up but with bent legs, facing right']"
522,looks like someone doing a zombie walk facing left,['someone doing a zombie walk facing left']
523,"looks like someone sitting on the ground with there legs bent facing left, slight hunch","['someone sitting on the ground with there legs bent facing left, slight hunch']"
524,"the guy is leaning left with his arms up kind of like ""but why""","['the guy is leaning left with his arms up kind of like ""but why""']"
525,"the guy facing left standing still, looks like he has a box in his arms","['the guy facing left standing still', 'looks like he has a box in his arms']"
526,the one you selected when i said it looks like a boot earlier,['it looks like a boot']
527,"this looks kind of like a high heel facing left, NA",['a high heel facing left']
528,"sitting, facing left, hunch, bent legs","['sitting', 'facing left', 'hunch', 'bent legs']"
529,"standing still, box in his hands","['standing still', 'box in his hands']"
530,"facing right, pointy boot in the lower right","['facing right', 'pointy boot in the lower right']"
531,the one you chose last time,['the one you chose last time']
532,"looking to the sky, asking why","['looking to the sky, asking why']"
533,"in the floor, upper body lifted, one hand up another pointing down, facing right, like laying down but upper body is up","['in the floor', 'upper body lifted', 'one hand up', 'another pointing down', 'facing right', 'like laying down but upper body is up']"
534,zombie walk facing left,['zombie walk facing left']
535,the one like a mountain with a box with wings on top,['a mountain with a box with wings on top']
536,"like a monk kneeling down, like praying, facing right, with a hood on his back","['like a monk kneeling down', 'like praying', 'facing right', 'with a hood on his back']"
537,knees bent,['knees bent']
538,the one with the hood :-D,['the one with the hood']
539,"high kick to the right, facing left","['high kick to the right, facing left']"
540,zombie walking left,['zombie walking left']
541,whyyyy,There is no description of the image in the given text.
542,"the one that's like a boot originally, like a rectangle with a triangle on the bottom right but not on the top right, the one that like got the least going on","['like a boot originally', 'like a rectangle with a triangle on the bottom right but not on the top right', 'the one that like got the least going on']"
543,high kick right facing left,['high kick right facing left']
544,monk praying with the big hood,['monk praying with the big hood']
545,flying box on the mountain,['flying box on the mountain']
546,"sat down hunchback, bent knees","['sat down hunchback, bent knees']"
547,"the other boot, box with point on top right and bottom right, call it boot 2","['the other boot', 'box with point on top right and bottom right', 'call it boot 2']"
548,"the one i said last time looks like a high heel,, guy sitting down, one arm up one arm down","['a high heel', 'guy sitting down', 'one arm up', 'one arm down']"
549,man with box in his hands,['man with box in his hands']
550,bent knees,['bent knees']
551,monk with small hood,['monk with small hood']
552,"like a high heel, one arm up another down","['like a high heel', 'one arm up', 'another down']"
553,"boot 1, nothing special","['boot 1, nothing special']"
554,box with wings on top of mountain,['box with wings on top of mountain']
555,zombie walk,['zombie walk']
556,man with box on his hands,['man with box on his hands']
557,high kick to the right,['high kick to the right']
558,"sitting with bent legs, small hunch","['sitting with bent legs', 'small hunch']"
559,praying monk big hood,"['praying monk', 'big hood']"
560,boot 2,There is not enough information provided in the text to extract a description of the image.
561,whyyyy!,There is no description of the image in the given text.
562,bent knees,['bent knees']
563,small hood,['small hood']
564,small hood,['small hood']
565,high kick,['high kick']
566,big hood,['big hood']
567,bent knees,['bent knees']
568,boot 1,boot 1
569,box arms,['box arms']
570,zombie,['zombie']
571,mountain,['mountain']
572,high heel,['high heel']
573,hunch,There is not enough information provided in the text to extract a description of the image.
574,whyyyyyyyy,There is no description of the image in the given text.
575,boot 2,There is not enough information provided in the text to extract a description of the image.
576,box in hand,['box in hand']
577,big hood,['big hood']
578,small hood,['small hood']
579,high heel,['high heel']
580,zombie,['zombie']
581,high kick,['high kick']
582,mountain,['mountain']
583,sitting hunch,['sitting hunch']
584,bent knees,['bent knees']
585,boot 1,boot 1
586,whyyy,There is no description of the image in the given text.
587,boot 2,There is not enough information provided in the text to extract a description of the image.
588,Looks like a person sitting down with knees slightly bent,['a person sitting down with knees slightly bent']
589,"Looks a little bit like it has rabbit ears, but on the form a person sitting down","['rabbit ears', 'form a person sitting down']"
590,Like a person with their arms out on either side leaning slightly to the left,['a person with their arms out on either side leaning slightly to the left']
591,"Looks like a very short person, with an overhanging belly, arms out in front, at shoulder height, Yes, a diamond right on the top- the head, but a triangle point to the top right of the 'body'","['a very short person', 'an overhanging belly', 'arms out in front, at shoulder height', 'a diamond right on the top- the head', 'a triangle point to the top right of the body']"
592,"A diamond right on top, with a slight point out to the bottom right, no 'arms'","['A diamond right on top, with a slight point out to the bottom right, no arms']"
593,"Looks like someone facing the left, maybe holding out a book or something","['someone facing the left, maybe holding out a book or something']"
594,"someone kneeling and looking to the right, holding something out at chest height, completely kneeling, not a zig zag in the legs","['someone kneeling and looking to the right', 'holding something out at chest height', 'completely kneeling', 'not a zig zag in the legs']"
595,"standing on one leg, with the diamond head to the top right of the diagram, the leg they're not standing on is pointing to the left","['standing on one leg', 'with the diamond head to the top right of the diagram', ""the leg they're not standing on is pointing to the left""]"
596,"standing on one leg, leaning towards the left, with the non-standing leg point out back to the right","['standing on one leg', 'leaning towards the left', 'with the non-standing leg point out back to the right']"
597,"zig zag legs kneeling, pointing to the right, holding something out","['zig zag legs kneeling', 'pointing to the right', 'holding something out']"
598,"diamond head on the top, another triangle on the right hand side connecting at the 'neck'","['diamond head on the top', 'another triangle on the right hand side connecting at the neck']"
599,"triangle at bottom right, connecting by one point, diamond head pointing towards the left","['triangle at bottom right, connecting by one point, diamond head pointing towards the left']"
600,short fat man looking right with a triangle just under his head on the top right,"['short fat man looking right', 'triangle just under his head on the top right']"
601,person facing left holding out something in front of him like an open book,"['person facing left', 'holding out something in front of him', 'like an open book']"
602,"thin person with no arms and a triangle at the bottom right, yes, diamond 'head' on top","['thin person with no arms', 'triangle at the bottom right', 'diamond head on top']"
603,"person sitting down facing left, with their knees arched up towards their chest","['person sitting down facing left, with their knees arched up towards their chest']"
604,person facing left on one leg with the other leg kicked out behind them to the right,['person facing left on one leg with the other leg kicked out behind them to the right']
605,"person kneeling down with what looks like wings under their diamond 'head', facing right, doesn't look like it, there are two triangles at the neck","['person kneeling down with what looks like wings under their diamond head', 'facing right', 'there are two triangles at the neck']"
606,"person standing on one leg with the other leg behind them to the left, head facing right","['person standing on one leg with the other leg behind them to the left, head facing right']"
607,"person almost kneeling but not quite, facing right holding something out in front of them","['person almost kneeling but not quite, facing right holding something out in front of them']"
608,"diamond head perched at an angle on the top of their body, with a triangle on the bottom right, not sure what shape you would describe the 'body'","['diamond head perched at an angle on the top of their body', 'triangle on the bottom right', ""not sure what shape you would describe the 'body'""]"
609,"person fully kneeling down, facing right holding something out in front of them","['person fully kneeling down, facing right holding something out in front of them']"
610,person leaning to the left with their arms wide open,['person leaning to the left with their arms wide open']
611,person with bunny ears,['person with bunny ears']
612,"fully kneeling, looking to the right, no zig zag legs","['fully kneeling', 'looking to the right', 'no zig zag legs']"
613,bunny ears,['bunny ears']
614,"diamond head on top, short person with overhanging belly, holding something out to the right","['diamond head on top', 'short person with overhanging belly', 'holding something out to the right']"
615,"looking to the left, holding something out","['looking to the left', 'holding something out']"
616,"standing on one leg, with the non standing leg like it's just kicked a ball to the left, diamond head to the right","['standing on one leg', 'non standing leg like it\'s just kicked a ball to the left', 'diamond head to the right']"
617,"person sitting to the left, with knees towards chest","['person sitting to the left, with knees towards chest']"
618,"person with no arms, diamond head on top","['person with no arms', 'diamond head on top']"
619,leaning to left with arms out,['leaning to left with arms out']
620,"diamond on top, to tringles at neck underneath diamond head","['diamond on top', 'to triangles at neck', 'underneath diamond head']"
621,"not fully kneeling, looking towards the right, zig zag legs","['not fully kneeling', 'looking towards the right', 'zig zag legs']"
622,"standing on one leg, leg out towards the right while looking to the left","['standing on one leg', 'leg out towards the right', 'looking to the left']"
623,"weird body shape, triangle towards the bottom right and diamond head towards top left","['weird body shape', 'triangle towards the bottom right', 'diamond head towards top left']"
624,"weird shaped body, triangle bottom right, diamond head top left","['weird shaped body', 'triangle bottom right', 'diamond head top left']"
625,"leaning left, arms out wide","['leaning left, arms out wide']"
626,kneeling down with two triangles under diamond head,['kneeling down with two triangles under diamond head']
627,"sitting down, knees up towards chest","['sitting down, knees up towards chest']"
628,"standing facing left, something out in front of them","['standing facing left, something out in front of them']"
629,"kneeling down facing right, something out in front of them, fully kneeling","['kneeling down facing right', 'something out in front of them', 'fully kneeling']"
630,bunny ears,['bunny ears']
631,"standing on one leg like they have kicked a ball, leg out to the left","['standing on one leg like they have kicked a ball, leg out to the left']"
632,"no arms, triangle at bottom right","['no arms', 'triangle at bottom right']"
633,"standing on one leg, facing left, leg out to the right","['standing on one leg', 'facing left', 'leg out to the right']"
634,zig zag legs,['zig zag legs']
635,"short fat man with triangle under head, triangle","['short fat man with triangle under head', 'triangle']"
636,"fully kneeling, to the right","['fully kneeling, to the right']"
637,two triangle underneath diamond head,['two triangle underneath diamond head']
638,"weird body shape, diamond head to top left and triangle to bottom right","['weird body shape', 'diamond head to top left', 'triangle to bottom right']"
639,zig zag,['zig zag']
640,"standing on one leg, to the left, leg out towards the right","['standing on one leg', 'to the left', 'leg out towards the right']"
641,short fat man,['short fat man']
642,no arms,['no arms']
643,sitting with knees to chest,['sitting with knees to chest']
644,"standing, looking to left, holding something out","['standing', 'looking to left', 'holding something out']"
645,leaning to left with arms wide,['leaning to left with arms wide']
646,standing on one leg with ball kick leg to left,"['standing on one leg', 'with ball', 'kick leg to left']"
647,bunny ears,['bunny ears']
648,standing facing left holding out something,['standing facing left holding out something']
649,bunny ears,['bunny ears']
650,"diamond head, two triangles underneath","['diamond head', 'two triangles underneath']"
651,leaning left arms open,['leaning left arms open']
652,no arms,['no arms']
653,"facing left on one leg, other leg to the right","['facing left on one leg, other leg to the right']"
654,fully kneeling facing right something out in front,['fully kneeling facing right something out in front']
655,zig zag legs,['zig zag legs']
656,short fat man,['short fat man']
657,"one leg, kicking a ball","['one leg, kicking a ball']"
658,"weird shape body, triangle bottom right","['weird shape body', 'triangle bottom right']"
659,sitting down knees up to chest,['sitting down knees up to chest']
660,"looking to the right, blocky, also looking up, doesn't look like he's praying, the left side is a completely straight line, well coming out of his shoulder, left side is a completely straight line","['looking to the right', 'blocky', 'also looking up', ""doesn't look like he's praying"", 'the left side is a completely straight line', 'well coming out of his shoulder', 'left side is a completely straight line']"
