,text,gpt_out
148,"the one that is praying arms out to the left holding the lectern upright head, tiny foot visible, bottom left, lectern, yes, lol, yes, like that, yes kneeling","['praying arms out to the left holding the lectern upright head', 'tiny foot visible, bottom left', 'lectern', 'kneeling']"
149,"sitting down, back is to the right, head tipped to the left knees up and feet on the ground to the left, flat back","['sitting down', 'back is to the right', 'head tipped to the left', 'knees up and feet on the ground to the left', 'flat back']"
150,"looks like a goddess, tail to the right, and the bunny ears!, one arm is a triangle, the other a square, one arm looks like the left bunny ear","['a goddess', 'tail to the right', 'the bunny ears', 'one arm is a triangle', 'the other a square', 'one arm looks like the left bunny ear']"
151,"another one kneeling, head is upright, arms to the right like a triangle sticking out, it looks like the back has a notch out of it (on the left), yes tail stick up","['another one kneeling', 'head is upright', 'arms to the right like a triangle sticking out', 'the back has a notch out of it (on the left)', 'tail stick up']"
152,"this is the one with the lightning bolt shape everyone, arm to right, head straight, it looks like it is about to kneel but not quite lowered to the ground","['lightning bolt shape', 'arm to right', 'head straight', 'about to kneel but not quite lowered to the ground']"
153,"it looks like it is flying towards the left, arms out, no legs, arms in the air and yes, like falling","['it is flying towards the left', 'arms out', 'no legs', 'arms in the air', 'like falling']"
154,"This one doesn't really have visible arms or legs, Just a torso and a head There's a small triangle towards the bottom on the right, It's hard to say which way it's facing, but I'd say right","['Just a torso and a head', 'There's a small triangle towards the bottom on the right', ""It's hard to say which way it's facing, but I'd say right""]"
155,"This one looks like a square with a bite taken out of it, with a diamond on top, So remove the head and you're left with a square with a jagged edge","['a square with a bite taken out of it', 'a diamond on top', 'a square with a jagged edge']"
156,"This is the goofiest looking one One foot on the ground, one raised The feet are pointing left, and the arms are on the left, but the head is on the right side","['goofiest looking one', 'One foot on the ground, one raised', 'The feet are pointing left', 'the arms are on the left', 'the head is on the right side']"
157,"This one looks like someone stretching to me The legs and feet are flat against the ground, facing to the left The arms are behind the torso to the right of the frame, The guy is facing left overall, If I squint, it looks kind of like a lowercase ""j ""","['someone stretching', 'legs and feet are flat against the ground, facing to the left', 'arms are behind the torso to the right of the frame', 'guy is facing left overall', 'looks kind of like a lowercase ""j""']"
158,"This one looks like a ballerina or a martial artist It's kneeling on the ground, arms outstretched to either side The head could be bowing, Facing right, feet pointed left, The head could be bowing You can see one foot and both hands","['a ballerina or a martial artist', 'kneeling on the ground, arms outstretched to either side', 'Facing right, feet pointed left', 'You can see one foot and both hands']"
159,"This one looks like reading or praying The guy is facing to the right He's kneeling, with his knees and shins flat against the botto, bottom, The tips of the feet are pointing up","['reading or praying', 'facing to the right', 'kneeling, with his knees and shins flat against the bottom', 'tips of the feet are pointing up']"
160,"Both arms are over the head, one in each direction The guy is facing to the right, If you cover the head and arms, the rest looks like mountains, Or a graph","['Both arms are over the head, one in each direction', 'The guy is facing to the right', 'the rest looks like mountains', 'Or a graph']"
161,"This one doesn't show legs or feet The guy is facing left He may have something in his hands, which are slightly outstretched from his body, It looks sort of like: -i","['This one doesn't show legs or feet', 'The guy is facing left', 'He may have something in his hands, which are slightly outstretched from his body', 'It looks sort of like: -i']"
162,"This is the one that looks like a lowercase Y, The person is sort of leaning to the left, arms lifted above the shoulders","['looks like a lowercase Y', 'person is sort of leaning to the left', 'arms lifted above the shoulders']"
163,"This one is facing right Kneeling, but no feet are visible, Only one arm is visible, The guy could be reading I can't recall the previous clue for it","['facing right', 'Kneeling, but no feet are visible', 'Only one arm is visible', 'The guy could be reading']"
164,"Looks like a guy sitting, facing left, His arms aren't really visible","['a guy sitting, facing left']"
165,"This is the one the previous speaker compared to a footballer, Both arms are facing left, as is the figure, One leg is raised, facing right, as if about to kick","['Both arms are facing left, as is the figure', 'One leg is raised, facing right, as if about to kick']"
166,"It's a man sitting down, Facing left, No arms, Triangle foot with toe pointing up, Head kinda bowing downwards","['man sitting down', 'Facing left', 'No arms', 'Triangle foot with toe pointing up', 'Head kinda bowing downwards']"
167,"It's the bunny, Two triangles as its ears atop a square head kinda facing down, facing the right","['Two triangles as its ears atop a square head kinda facing down, facing the right']"
168,"The man falling over, Towards the left, One arm either side","['The man falling over', 'Towards the left', 'One arm either side']"
169,"A diamond head on top of a triangle, Those are atop a rectangle, With another triangle on the bottom, and a final triangle facing right, At the bottom, Kind of like a man with no arms, and a foot facing right, you could say that, Body is a rectangle","['A diamond head on top of a triangle', 'Those are atop a rectangle', 'With another triangle on the bottom', 'and a final triangle facing right', 'At the bottom', 'Kind of like a man with no arms, and a foot facing right', 'Body is a rectangle']"
170,"The one that looks like an ice skater, Facing left, Two arms out in front, One foot out behind","['The one that looks like an ice skater', 'Facing left', 'Two arms out in front', 'One foot out behind']"
171,"The kneeling bowing man, Facing right, Arms out in front, Legs bent, Kind of looks like he's begging","['The kneeling bowing man', 'Facing right', 'Arms out in front', 'Legs bent', ""Kind of looks like he's begging""]"
172,"This one is similar to the last one but there's a big triangle pointing upwards on the bottom left, Kind of like a tail, on the bottom left side, And like he has arms facing the right","['a big triangle pointing upwards on the bottom left', 'Kind of like a tail, on the bottom left side', 'he has arms facing the right']"
173,"Kind of looks like a penguin, Diamond head atop a flat base, little triangle top right, No not the one with two feet, It's facing right, Facing right, arm right at the top, small triangular arm at the top right, diamond head on a flat base, completely flat left side, Small triangle foot at the bottom right","['Kind of looks like a penguin', 'Diamond head atop a flat base', 'little triangle top right', 'It's facing right', 'Facing right', 'arm right at the top', 'small triangular arm at the top right', 'diamond head on a flat base', 'completely flat left side', 'Small triangle foot at the bottom right']"
174,"Okay this one has a diamond top left, A trapezium top right, They're both on a triangle, Which is sitting on a rectangle, This one just looks like a bunch of shapes to me Repi, There's a trapezium bottom left, Which has a square on its right side, There's a small triangle towards the bottom right, hanging off that square, I can't see it personally but could be I guess, Top left has a diamond, top right has a trapezium, and they're on top of a triangle which is on a rectangle, The rectangle sits on another diamond","['a diamond top left', 'A trapezium top right', 'They're both on a triangle', 'which is sitting on a rectangle', 'This one just looks like a bunch of shapes to me', 'There's a trapezium bottom left', 'Which has a square on its right side', 'There's a small triangle towards the bottom right, hanging off that square', 'I can't see it personally but could be I guess', 'Top left has a diamond', 'top right has a trapezium', 'and they're on top of a triangle which is on a rectangle', 'The rectangle sits on another diamond']"
175,"This is the bird taking a step, with a diamond on its back, one foot raised, one on the ground, beak facing the ground","['bird taking a step', 'diamond on its back', 'one foot raised', 'one on the ground', 'beak facing the ground']"
176,"This one has a small triangle on the bottom left, A diamond head on top, A triangle hanging off the diamond head to the right, The diamond head is to the right edge of a flat base, Like it has two ears, One of them hanging off the back, And its pointy nose is facing left","['a small triangle on the bottom left', 'A diamond head on top', 'A triangle hanging off the diamond head to the right', 'The diamond head is to the right edge of a flat base', 'Like it has two ears', 'One of them hanging off the back', 'And its pointy nose is facing left']"
177,"The man holding his hat out, Facing left, Holding out his top hat upside down, Standing up, Holding his upside down top hat out to the left, Almost as if to ask for money in it, Yeah you can't see both sides of it, The right side is completely flat, with a triangle resting on it, And the diamond head on the triangle, There's a tiny triangle bottom left, like a little foot","['The man holding his hat out', 'Facing left', 'Holding out his top hat upside down', 'Standing up', 'Holding his upside down top hat out to the left', 'Almost as if to ask for money in it', 'Yeah you can't see both sides of it', 'The right side is completely flat, with a triangle resting on it', 'And the diamond head on the triangle', 'There's a tiny triangle bottom left, like a little foot']"
178,"Person leaning forward from waist, two arms stretched out and upward, key is arms raised up and out Looks to me like bending from waist but could be leg sticking out Leaning right, PARDON ME leaning to OUR LEFT, yes two hands up, head between two arms raised","['Person leaning forward from waist', 'two arms stretched out and upward', 'key is arms raised up and out', 'Looks to me like bending from waist but could be leg sticking out', 'Leaning right', 'PARDON ME leaning to OUR LEFT', 'yes two hands up', 'head between two arms raised']"
179,"Squatting -- not kneeling -- person with hands outstretched in what looks like tray, arms tray stretched out to our right, the only figure that looks like it is squatting, yes tray triangle, facing right, not straight right side, looks squatting -- back straight, knees bent, toward our right","['Squatting -- not kneeling -- person with hands outstretched in what looks like tray', 'arms tray stretched out to our right', 'the only figure that looks like it is squatting', 'yes tray triangle, facing right', 'not straight right side', 'looks squatting -- back straight, knees bent, toward our right']"
180,"Seated figure, facing to our left, Knees up, back kind of rounded, diamond head slightly tipped forward, toward our left, Like wearing a black jacket Yes head tilted forward, yes, kind of like both legs raised as one, so you can't see the second leg","['Seated figure, facing to our left', 'Knees up, back kind of rounded', 'diamond head slightly tipped forward, toward our left', 'Like wearing a black jacket', 'Yes head tilted forward', 'yes, kind of like both legs raised as one, so you can't see the second leg']"
181,"This is the yoga figure again -- balanced on one leg, facing to our left, two arms outstretched to our left, One arm higher than the other Leg foot stretched back toward our right, Yes, leg triangle","['balanced on one leg', 'facing to our left', 'two arms outstretched to our left', 'One arm higher than the other', 'Leg foot stretched back toward our right', 'leg triangle']"
182,"This looks to me like a person marching to our left, right leg raised and aimed forward, with his diamond head half-way down his back, Looks like a little backpack, Bueller, Yes box on back","['a person marching to our left, right leg raised and aimed forward', 'diamond head half-way down his back', 'little backpack', 'box on back']"
183,"This was the first one we did earlier A person kneeling, facing to our right, holding hands or a tray out in front of her, a bit like a nun praying, feet up in back (to our left), triangle head upright, No not straight left side Tray is triangle, neck looks very small -- head-triangle straight up","['A person kneeling, facing to our right, holding hands or a tray out in front of her, a bit like a nun praying, feet up in back (to our left), triangle head upright', 'Tray is triangle, neck looks very small -- head-triangle straight up']"
184,"This is the figure with a straight left side -- facing forward; with arm on our right extended right; and foot leg extended on the right, Straight left side, flat bottom arm and leg on right extended, Tiny leg, bigger arm, more like a foot, arm straight out to right","['figure with a straight left side facing forward', 'arm on our right extended right', 'foot leg extended on the right', 'Straight left side', 'flat bottom arm and leg on right extended', 'Tiny leg', 'bigger arm', 'more like a foot', 'arm straight out to right']"
185,"This figure has straight RIGHT side, standing figure, arms stretched to our left like a tray -- with what looks like sleeves hanging down from the tray, Standing figure facing left, Looks like feet in profile extended a bit, facing left","['straight RIGHT side', 'standing figure', 'arms stretched to our left like a tray', 'sleeves hanging down from the tray', 'Standing figure facing left', 'Looks like feet in profile extended a bit', 'facing left']"
186,"This figure is the least featured figure we have Straight back, kind of facing right NO arms showing, Maybe just a bit of upper leg extended to our right, Exactly, Minu And one diamond head yes Like letter I","['Straight back, kind of facing right', 'NO arms showing', 'Maybe just a bit of upper leg extended to our right', 'one diamond head', 'Like letter I']"
187,"Harder Figure sitting on ground, legs extended to our left, Triangle head leaned far forward, What looks like ONE of those bunny ears on the back of their head, One arm extended behind, The arm extended behind a seated figure is the key I think, Arm extended to our right, yes it is triangle, not really a triangle, no","['Figure sitting on ground, legs extended to our left', 'Triangle head leaned far forward', 'What looks like ONE of those bunny ears on the back of their head', 'One arm extended behind', 'The arm extended behind a seated figure is the key I think', 'Arm extended to our right']"
188,"This is the bunny ear shape Need more, Facing to our right legs extended in front, knees slightly up, left side flat, bottom flat too, left side and bottom flat","['bunny ear shape', 'Facing to our right legs extended in front, knees slightly up, left side flat, bottom flat too, left side and bottom flat']"
189,"There are two kneeling figures, We already described the nun holding the tray, The one NOW looks like it is a small person with arms slightly outstretched, Facing to our RIGHT, feet stretched behind, Head between the two arms which look like wings triangles, It might be a hood, yes, You can kind of see her heels","['two kneeling figures', 'small person with arms slightly outstretched', 'facing to our RIGHT', 'feet stretched behind', 'head between the two arms which look like wings triangles', 'it might be a hood', 'you can kind of see her heels']"
190,"figure appears to be kneeling,praying facing right","['figure appears to be kneeling, praying facing right']"
191,kneeling arms outstretched facing right,['kneeling arms outstretched facing right']
192,looks like an angel flying,['an angel flying']
193,looks like a headmaster facing left,['a headmaster facing left']
194,block like figure pointing right,['block like figure pointing right']
195,like an ice dancer looking right,['like an ice dancer looking right']
196,semi crouching figure looking right,['semi crouching figure looking right']
197,"sitting figure facing left, knees bent","['sitting figure facing left, knees bent']"
198,ice dancer facing left on 1 leg,['ice dancer facing left on 1 leg']
199,seated figure no arms or legs visible,['seated figure no arms or legs visible']
200,seated native american,['seated native american']
201,"like a dancing bear, facing left, on 1 leg","['like a dancing bear, facing left, on 1 leg']"
202,"It is the bunny rabbit, two triangles for ears","['the bunny rabbit', 'two triangles for ears']"
203,"Kneeling down with arms spread wide, facing right","['Kneeling down with arms spread wide, facing right']"
204,the ghost looking figure leaning to the left,['the ghost looking figure leaning to the left']
205,"kneeling down with arms pointing towards the right, full kneeling","['kneeling down with arms pointing towards the right, full kneeling']"
206,like the swaddled baby,['like the swaddled baby']
207,the dance emoji,['the dance emoji']
208,"sat down facing left, knees up","['sat down facing left, knees up']"
209,"the person hanging off something, dangly legs, left foot higher than the other","['the person hanging off something', 'dangly legs', 'left foot higher than the other']"
210,"head and large body, left side of body solid, right side with a small arm pointing right","['head and large body', 'left side of body solid', 'right side with a small arm pointing right']"
211,crouching down with arms together pointing right,['crouching down with arms together pointing right']
212,"person giving a sermon, facing left","['person giving a sermon, facing left']"
213,figure skater,['figure skater']
