,text,gpt_out
292,"This one looks like someone on their knees with their arms out, facing right, Knees are hard to see, part of the body, It looks like they're yelling ""noooooo"", two triangles for arms, facing in different directions, Yeah, like they just scored a soccer football goal, Feet pointed left, Just the tip","['someone on their knees with their arms out, facing right', 'Knees are hard to see, part of the body', ""they're yelling 'noooooo'"", 'two triangles for arms, facing in different directions', 'they just scored a soccer football goal', 'Feet pointed left']"
293,"This one is very blocky, Facing right You can barely see the triangle hand and feet, Yeah, slight arm, slight foot, Yes, flat shoulder","['very blocky', 'Facing right', 'You can barely see the triangle hand and feet', 'slight arm', 'slight foot', 'flat shoulder']"
294,"They look like they're praying begging, With bended knee, facing right, Flat back, not the one with the pointy looking back, That's right, lightning bolt in shape","['They look like they're praying begging', 'With bended knee', 'facing right', 'Flat back', 'not the one with the pointy looking back', 'That's right, lightning bolt in shape']"
295,"This one looks like someone kicking rocks, With their head tilted back, Flat back, bird like shape in front, Kicking at the ground, One leg up, that's right","['someone kicking rocks', 'With their head tilted back', 'Flat back', 'bird like shape in front', 'Kicking at the ground', 'One leg up']"
296,"The one is rather shapeless It looks like a person sitting, facing right, No hand triangle, Just a small leg triangle facing right, It has a candle like shape yeah","['a person sitting, facing right', 'No hand triangle', 'Just a small leg triangle facing right', 'It has a candle like shape']"
297,"This looks like someone leaning back with their arms in the air, It's at an angle, Or someone yelling ""oh come on!!:","['someone leaning back with their arms in the air', 'at an angle', 'someone yelling ""oh come on!!']"
298,"This one is another one that looks like someone sitting and praying, facing right, This one does not have a straight back, They look like they're on their knees","['someone sitting and praying, facing right', ""does not have a straight back"", ""they're on their knees""]"
299,"This one looks like a sad bunny, leaning against a wall, Straight back yeah","['a sad bunny', 'leaning against a wall', 'Straight back']"
300,"This is the stretching one again, Facing right, head tilted back, Long thick back leg extended out to the left, Small tiny triangle right under head on back","['Facing right', 'head tilted back', 'Long thick back leg extended out to the left', 'Small tiny triangle right under head on back']"
301,"Blocky body, triangle hand feet facing right, Flat shoulders yeah, Flat back","['Blocky body', 'triangle hand feet facing right', 'Flat shoulders', 'Flat back']"
302,"This is the begging praying person with the triangle facing up on their back, Facing right, Yeah, triangle like a hood and triangle by their feet pointing up, Sure, this one can be praying with hood","['begging praying person with the triangle facing up on their back', 'triangle like a hood', 'triangle by their feet pointing up', 'praying with hood']"
303,"This one looks like kicking rocks, with the animal like body Head tilted back, Leg up, correct, Facing left","['kicking rocks', 'animal like body', 'Head tilted back', 'Leg up', 'Facing left']"
304,"This one is the one balancing on one foot, facing left, Like an ice skater, Yeah, the back leg could look like a tail, Two triangles on the front of the torso","['balancing on one foot, facing left', 'Like an ice skater', 'the back leg could look like a tail', 'Two triangles on the front of the torso']"
305,This one is the sad rabbit on the wall,['the sad rabbit on the wall']
306,"This one is the shapeless one, facing right, with a small triangle for the knees feet, No hands, Yeah, this can be the candle one","['the shapeless one', 'facing right', 'with a small triangle for the knees feet', 'No hands', 'this can be the candle one']"
307,"Lightning bolt prayer beggar, That's right, a bend at the knees",['Lightning bolt prayer beggar']
308,"Leaning back with arms in the air No legs knees visible, yeah, redeem You've got to be kidding","['Leaning back with arms in the air', 'No legs knees visible']"
309,"The soccer football player who just scored, on his knees, celebrating with his arms out, Facing right, Right triangle touching tip of head","['The soccer football player who just scored', 'on his knees', 'celebrating with his arms out', 'Facing right', 'Right triangle touching tip of head']"
310,"This one looks like a person with their knees bent, and their head looking down at their knees, facing left, no visible arms","['a person with their knees bent', 'their head looking down at their knees', 'facing left', 'no visible arms']"
311,"Praying begging man, facing left, Straight back, Square under arms","['Praying begging man', 'facing left', 'Straight back', 'Square under arms']"
312,"""You got to be kidding me"" ""Christ the Redeemer"", hands in air, tilted back to the left, No legs","['Christ the Redeemer', 'hands in air', 'tilted back to the left', 'No legs']"
313,"Figure skater, On one leg,, facing left, Looks like a tail","['Figure skater', 'On one leg', 'facing left', 'Looks like a tail']"
314,"Seated, facing left, knees bent, head facing knees, No arms, correct","['Seated, facing left, knees bent, head facing knees, No arms']"
315,"Soccer football player who just scored, Facing right, two triangles for arms facing in different directions, Yeah, the right triangle and head are just touching on the tip, Yeah, a small triangle for feet on the left","['Soccer football player who just scored', 'Facing right', 'two triangles for arms facing in different directions', 'the right triangle and head are just touching on the tip', 'a small triangle for feet on the left']"
316,Sad rabbit,['Sad rabbit']
317,"Straight shoulders, Very blocky Small triangles for feet hands, Facing right, Flat back","['Straight shoulders', 'Very blocky', 'Small triangles for feet hands', 'Facing right', 'Flat back']"
318,"Lightning bolt beggar, Facing right, correct","['Lightning bolt beggar', 'Facing right', 'correct']"
319,"This one is the I always describe as kicking rocks, Facing left","['kicking rocks', 'Facing left']"
320,Candle man Facing right,['Candle man Facing right']
321,"Standing beggar, facing left Straight back, square under arms","['Standing beggar, facing left', 'Straight back, square under arms']"
322,"Hooded beggar, Facing right, Back has small triangle on back, and a triangle by feet pointed up","['Hooded beggar', 'Facing right', 'Back has small triangle on back', 'a triangle by feet pointed up']"
323,"This one is always the tricky one, Facing right, Head looking leg facing left, Yoga pose, Huge looking, not head looking","['Facing right', 'Head looking leg facing left', 'Yoga pose', 'Huge looking', 'not head looking']"
324,Sad bunny,['Sad bunny']
325,"Yoga pose, huge left leg","['Yoga pose', 'huge left leg']"
326,Soccer player who just scored,['Soccer player who just scored']
327,"The other one with his arms in the air, No legs, Tilted back","['The other one with his arms in the air', 'No legs', 'Tilted back']"
328,"Candle man, Facing right","['Candle man, Facing right']"
329,"Facing left, sitting down, bent knees, looking at knees","['Facing left', 'sitting down', 'bent knees', 'looking at knees']"
330,"Standing beggar Straight back, facing left, square under arms","['Standing beggar', 'Straight back, facing left', 'square under arms']"
331,"Straight shoulder man, Facing right, Straight back","['Straight shoulder man', 'Facing right', 'Straight back']"
332,Lighting bolt beggar,['Lightning bolt beggar']
333,"Ice skater, Facing left","['Ice skater, Facing left']"
334,"Kicking rocks, Facing left","['Kicking rocks', 'Facing left']"
335,"Hooded beggar, facing right, triangle by feet pointing up","['Hooded beggar, facing right', 'triangle by feet pointing up']"
336,Lighting bolt beggar,['Lightning bolt beggar']
337,"Standing beggar, straight back, facing left, square under arms","['Standing beggar', 'straight back', 'facing left', 'square under arms']"
338,Sad bunny,['Sad bunny']
339,"Candle man, Facing right","['Candle man, Facing right']"
340,"Ice skater, facing left, looks like they have a tail","['Ice skater, facing left, looks like they have a tail']"
341,"Bent knees, seated, looking at knees, Facing left","['Bent knees', 'seated', 'looking at knees', 'Facing left']"
342,Soccer football player who just scored,['Soccer football player who just scored']
343,"Arms in air, no legs, tilted back","['Arms in air', 'no legs', 'tilted back']"
344,"Hooded beggar, triangle by feet pointed up, Facing right","['Hooded beggar', 'triangle by feet pointed up', 'Facing right']"
345,Kicking rocks,There is no description of an image in the given text.
346,"Straight shoulders, facing right, Straight back","['Straight shoulders', 'facing right', 'Straight back']"
347,"Yoga pose, huge left leg","['Yoga pose', 'huge left leg']"
348,Kicking rocks,There is no description of an image in the given text.
349,"Straight shoulders, facing right, Straight back","['Straight shoulders', 'facing right', 'Straight back']"
350,"Candle man, Facing right","['Candle man, Facing right']"
351,Lightning bolt beggar,['Lightning bolt beggar']
352,"Yoga pose, huge left leg","['Yoga pose', 'huge left leg']"
353,"Ice skater, facing left","['Ice skater, facing left']"
354,"Arms in air, tilted back, no legs","['Arms in air', 'tilted back', 'no legs']"
355,"Seated, bent knees, facing left, Head looking at knees","['Seated', 'bent knees', 'facing left', 'Head looking at knees']"
356,Sad bunny,['Sad bunny']
357,"Hooded beggar, triangle by feet pointed up, Facing right","['Hooded beggar', 'triangle by feet pointed up', 'Facing right']"
358,"Standing beggar, straight back, square under arms, facing left","['Standing beggar', 'straight back', 'square under arms', 'facing left']"
359,"Soccer football celebration, Facing right","['Soccer football celebration', 'Facing right']"
360,"left bottom triangle, top right square, triangle under square, square on top and tilted, small triangle on the bottom left, triangle on upper right under the square, this one doesn't look like people at all","['left bottom triangle', 'top right square', 'triangle under square', 'square on top and tilted', 'small triangle on the bottom left', 'triangle on upper right under the square', 'this one doesn't look like people at all']"
361,"left side is black vertical, square is the only shape on top of a horizontal line, the pose with the most black area under the square on top, then the black thins out just a bit to the right, i did, long black straight vertical line on left, square on top","['left side is black vertical', 'square is the only shape on top of a horizontal line', 'the pose with the most black area under the square on top', 'then the black thins out just a bit to the right', 'long black straight vertical line on left', 'square on top']"
362,"this one could be laying down with head back(square) and hands out to the right, one up top and one near floor","['laying down with head back(square)', 'hands out to the right', 'one up top', 'one near floor']"
363,"kneeling down i suppose, no arms or legs are showing, only the head, the knees look pointed to the right, no, straight up and down, like a diamond, the back is a fairly long vertical line, not jagged","['kneeling down i suppose', 'only the head', 'the knees look pointed to the right', 'straight up and down, like a diamond', 'the back is a fairly long vertical line', 'not jagged']"
364,"sitting down, faced to the left, knees are bent","['sitting down', 'faced to the left', 'knees are bent']"
365,"sitting down, faced to the right, no hands or feet, almost looks like a featherhead, two triangles on top, then the square, then the body, no, the bottom is a lot wider than the top, yes, like rabbit ears","['sitting down, faced to the right', 'no hands or feet', 'almost looks like a featherhead', 'two triangles on top', 'then the square', 'then the body', 'no', 'the bottom is a lot wider than the top', 'like rabbit ears']"
366,"faced to the left, standing on one foot, second leg behind them, arms stretched out front, no, the square is the head, the leg is outstretched to the right","['faced to the left', 'standing on one foot', 'second leg behind them', 'arms stretched out front', 'the square is the head', 'the leg is outstretched to the right']"
367,"standing, not feet showing, carrying something, almost looks like a commencement picture with a cap and gown and diploma, yes, facing left","['standing', 'carrying something', 'almost looks like a commencement picture with a cap and gown and diploma', 'facing left']"
368,"facing right, no feet showing, for you repi a much bigger penis and it's up higher, lol, in between standing and kneeling, diamond head, yes, facing right, more like squatting than praying, and hahaha repi, no tail","['facing right', 'no feet showing', 'a much bigger penis and it's up higher', 'in between standing and kneeling', 'diamond head', 'facing right', 'more like squatting than praying', 'no tail']"
369,"the praying one, facing right, a ""tail"" and two diamonds up top, yes, widest at the bottom, no, two squares up top, look like diamonds, it's the praying one","['the praying one, facing right', 'a ""tail"" and two diamonds up top', 'widest at the bottom', 'two squares up top, look like diamonds']"
370,"one foot on the ground, the other lifted up and faced left, square (or head) on right of body, no triangles showing","['one foot on the ground', 'the other lifted up and faced left', 'square (or head) on right of body', 'no triangles showing']"
371,"no feel, arms like wings,, not wings, arms up in the air, the only one that has both arms spread out","['arms like wings', 'arms up in the air', 'the only one that has both arms spread out']"
372,"the zombie, yes, facing left foot raised, ha whatever you say,","['the zombie, facing left foot raised']"
373,"sitting down, facing left, one foot is showing, knees bent, no arms","['sitting down', 'facing left', 'one foot is showing', 'knees bent', 'no arms']"
374,"the one that look like a big fat mess, tilted square (head), small triangle on left bottom, right triangle just under head, triangle on the right is what i meant, now we have a neck penis lol, pointingright, yes, triangle close to head, wider at the bottom","['big fat mess', 'tilted square (head)', 'small triangle on left bottom', 'right triangle just under head', 'triangle on the right is what i meant', 'neck penis', 'pointing right', 'triangle close to head', 'wider at the bottom']"
375,"rabbit ears, sitting down, facing right, no feet or arms showing","['rabbit ears', 'sitting down', 'facing right', 'no feet or arms showing']"
376,"sitting down, facing right, no arms or legs showing, yes, the little low one repi, no triangle on stomach, it does look like a blob, it's angled just to the right at the bottom","['sitting down, facing right', 'no arms or legs showing', 'the little low one repi', 'no triangle on stomach', 'it does look like a blob', ""it's angled just to the right at the bottom""]"
377,"the prayer, facing right, bigger, higher penis repi, aka triangle, not the hooded one, the zig zag squatting one","['facing right', 'bigger', 'higher penis repi', 'aka triangle', 'not the hooded one', 'the zig zag squatting one']"
378,"another blob, diamond head, long vertical line on left, much wider on the top, yes, thinner at the bottom, it could be a robot, yes, beer belly due, the picture with the longest straight line on the left, yes, very little arm","['another blob', 'diamond head', 'long vertical line on left', 'much wider on the top', 'thinner at the bottom', 'it could be a robot', 'beer belly due', 'the picture with the longest straight line on the left', 'very little arm']"
379,"head tipped back, one arm is up, the other is down, laying down maybe and faced to the right, i do not see what would be considered a tail, do you see a tail anyone, square tipped back, the only one with two hands facing right","['head tipped back', 'one arm is up', 'the other is down', 'laying down maybe and faced to the right', 'i do not see what would be considered a tail', 'square tipped back', 'the only one with two hands facing right']"
380,"on one foot, other leg back to the right","['on one foot, other leg back to the right']"
381,"the flying anger with no legs or feet, yes, arms both pointing up, yes, a field goal","['the flying anger with no legs or feet', 'arms both pointing up', 'a field goal']"
382,"praying person, facing right, yes, this is the one someone referred to earlier as having a tail i believe, two diamonds together by the head","['praying person, facing right', 'this is the one someone referred to earlier as having a tail i believe', 'two diamonds together by the head']"
383,"graduation, facing left, does anyone remember that one, no hands showing, looks like they are holding something","['graduation', 'facing left', 'no hands showing', 'looks like they are holding something']"
384,"field goal, yes, hands in air guy, right, no legs","['field goal', 'hands in air guy', 'right', 'no legs']"
385,"blob facing right, not legs arms or feet showing, no, the thinner one","['blob facing right, not legs arms or feet showing, no, the thinner one']"
386,"graduation guy, or magician, facing left","['graduation guy, or magician, facing left']"
387,"seated, facing left, knees bent, one foot showing, yes, tree dude","['seated, facing left, knees bent, one foot showing']"
388,"squatter, facing right, no tail, yes, and squatting, not kneeling, poop n pray, new name","['squatter', 'facing right', 'no tail', 'squatting', 'not kneeling', 'poop n pray', 'new name']"
389,"head tilted back, one arm up, one near floor, no feet showing","['head tilted back', 'one arm up', 'one near floor', 'no feet showing']"
390,ice skater,['ice skater']
391,zombie,['zombie']
392,"beer belly guy, yes, to the right",['beer belly guy']
393,"small left triangle on bottom left, head tilted down, under square on the right is a triangle, mouse, it is not human looking, how about two triangle, this one does not look human to me, i must be missing something","['small left triangle on bottom left', 'head tilted down', 'under square on the right is a triangle', 'mouse', 'it is not human looking', 'how about two triangle', 'this one does not look human to me']"
394,"rabbit ears, the non human should be by process of elimination, everyone knows rabbit ears",['rabbit ears']
395,"praying, kneeling, not squatting, it could be a tail i guess","['praying', 'kneeling', 'not squatting', 'it could be a tail']"
396,"zombie, one leg up, one down,","['zombie, one leg up, one down']"
397,figure skater,['figure skater']
398,"no name no feet, arms, or legs showing, diamond head, triangle to the right at the bottom, sits to the right, angles out to the right zuda","['no name no feet, arms, or legs showing', 'diamond head', 'triangle to the right at the bottom', 'sits to the right', 'angles out to the right']"
399,sad tree dude,['sad tree dude']
400,rabbit ears,['rabbit ears']
401,field goal,['field goal']
402,"praying, double diamond head, facing right, big pointer out of stomach, not sure what you mean by tail zuda","['praying', 'double diamond head', 'facing right', 'big pointer out of stomach']"
403,"yoga worm lady, one arm down, one up to the right, head tilted back, trapezoid on bottom, it looks like horse hooves to me","['yoga worm lady', 'one arm down, one up to the right', 'head tilted back', 'trapezoid on bottom', 'it looks like horse hooves to me']"
404,"poop and pray, large triangle out of stomach, right facing, squatting, no tail","['large triangle out of stomach', 'right facing', 'squatting', 'no tail']"
405,beer belly guy,['beer belly guy']
406,"graduation, magician, facing left holding something","['graduation', 'magician', 'facing left holding something']"
407,"two triangles, mouse looking up, small triangle bottom left,, head tipped down, triangle under square, facing right, no big left leg, not ice skater, kneeling, flying, small triangle on bottom left","['two triangles', 'mouse looking up', 'small triangle bottom left', 'head tipped down', 'triangle under square', 'facing right', 'no big left leg', 'not ice skater', 'kneeling', 'flying', 'small triangle on bottom left']"
408,"yoga worm lady, two big hands, one up, one down, no legs showing, square head tipped back, arms on right side of boyd","['yoga worm lady', 'two big hands', 'one up, one down', 'no legs showing', 'square head tipped back', 'arms on right side of body']"
409,zombie,['zombie']
410,sad rabbit,['sad rabbit']
411,"poop and pray, diamond head, squatter,, big triangle out of guy, no tail, facing right, he is now known as squatter","['diamond head', 'big triangle out of guy', 'no tail', 'facing right']"
412,"mouse looking up, small triangle on left side of body, square head tilted down to right, triangle under square on the right, faced right, yes minu","['mouse looking up', 'small triangle on left side of body', 'square head tilted down to right', 'triangle under square on the right', 'faced right']"
413,skater,['skater']
414,graduate or magician,['graduate or magician']
415,"field goal, no legs or feet showing","['field goal, no legs or feet showing']"
416,"beer belly guy, no, narrow at the bottom","['beer belly guy', 'narrow at the bottom']"
417,"foot penis, diamond head, sitting facing right, no arms bavi","['foot penis', 'diamond head', 'sitting facing right', 'no arms']"
418,"prayer, double diamond on head, kneeling, not squatting","['prayer', 'double diamond on head', 'kneeling', 'not squatting']"
419,guy by tree,['guy by tree']
420,"woman singing, one hand down, one up, head tilted back","['woman singing', 'one hand down', 'one up', 'head tilted back']"
421,figure skater,['figure skater']
422,"mouse looking up, small triangle on bottom left,, head bent forward to the right with a triangle under it","['mouse looking up', 'small triangle on bottom left', 'head bent forward to the right with a triangle under it']"
423,"happy guy, field goal, no legs or feet","['happy guy', 'field goal', 'no legs or feet']"
424,"pray lady, double diamond head","['pray lady', 'double diamond head']"
425,"squatter, poop and pray, large triangle out of gut, no tail",['large triangle out of gut']
426,sad rabbit,['sad rabbit']
427,zombie,['zombie']
428,sad tree dude,['sad tree dude']
429,beer belly guy,['beer belly guy']
430,"foot penis repi, no feet or arms, facing right, possibly sitting on knees, diamond head","['no feet or arms', 'facing right', 'possibly sitting on knees', 'diamond head']"
431,"magician, graduate, facing left","['magician', 'graduate', 'facing left']"
432,"The image looks like a figure of a person with one foot raised in front of them as if taking a step, Yes the head is leaning backwards, Yes it is roughly 45 degrees, villain creep sounds accurate yes","['a figure of a person with one foot raised in front of them as if taking a step', 'the head is leaning backwards', 'roughly 45 degrees']"
433,"Looks kind of like a mouse or rat sitting down with one ear a square and one ear a triangle, mouse nose is facing left and the tail is pointing left too, Sitting down with it's head facing to the left, No white triangle that I see, Looking up a little but mostly to the left The hand might look like a windmill a little","['a mouse or rat sitting down with one ear a square and one ear a triangle', 'mouse nose is facing left', 'the tail is pointing left too', ""Sitting down with it's head facing to the left"", 'No white triangle that I see', 'Looking up a little but mostly to the left', 'The hand might look like a windmill a little']"
434,"two diamond shapes stacked on top of each other at the top, and the bottom body is angular like multiple triangles mashed together, One triangle pointing up and to the left, and two pointing to the right, No not the praying figure, The one that looks like a pacman mouth facing to the right yes, Yeah kind of a pacman with two diamonds stacked on its head","['two diamond shapes stacked on top of each other at the top', 'the bottom body is angular like multiple triangles mashed together', 'One triangle pointing up and to the left', 'two pointing to the right', 'pacman mouth facing to the right', 'pacman with two diamonds stacked on its head']"
435,"The body of the figure is roughly L shaped with a triangle sticking off to the right and a long neck with two ""ears"" on top, This might be the one with the white triangle at the bottom that people were thinking about earlier, Not really much of a head shape just a tall skinny neck with a minor protrusion nose to the left Yes the L is backwards","['roughly L shaped with a triangle sticking off to the right', 'long neck with two ""ears"" on top', 'white triangle at the bottom', 'tall skinny neck with a minor protrusion nose to the left', 'L is backwards']"
436,"Looks like a jelly bean with a diamond shape for a head, It is the figure with the least amount of protruding shapes, The bottom of the jellybean body curves to the right, Yes oval shaped body","['a jelly bean with a diamond shape for a head', 'the figure with the least amount of protruding shapes', 'the bottom of the jellybean body curves to the right', 'oval shaped body']"
437,"Looks like a figure bending their knees while facing to the right and holding out a bowl, Body is a zig-zag type of shape with a diamond at the top, yes roughly S shaped, Yes triangle protruding to the right, Yes a pacman type mouth facing right, THe only triangle sticking up is on the right side","['a figure bending their knees while facing to the right and holding out a bowl', 'Body is a zig-zag type of shape with a diamond at the top', 'roughly S shaped', 'triangle protruding to the right', 'a pacman type mouth facing right', 'The only triangle sticking up is on the right side']"
438,"Figure standing on one leg with another limb pointing to the right and stacked triangles to the left with a diamond on top of them, Very top heavy figure with just the skinny leg it is propped up on, Yes like an ice skater!","['Figure standing on one leg with another limb pointing to the right', 'stacked triangles to the left with a diamond on top of them', 'Very top heavy figure with just the skinny leg it is propped up on']"
439,"Diamond head on top of a blocky body that is broader at the top than the bottom, The body is straight vertical on the left hand side byt the right has some pointy curves, Yes two triangles pointing right, one toward the top and one at the bottom, Yes Hera a flat top beneath the diamond","['Diamond head on top of a blocky body that is broader at the top than the bottom', 'The body is straight vertical on the left hand side but the right has some pointy curves', 'two triangles pointing right, one toward the top and one at the bottom', 'a flat top beneath the diamond']"
440,"This looks like a ""i"" shape with a protrusion to the left, Tall skinny body with diamond head and a couple shapes jutting out to the left, Yes like someone facing left and holding something out in front of them, The monk looking one yes!, Right side of body is completely straight","['""i"" shape with a protrusion to the left', 'Tall skinny body with diamond head and a couple shapes jutting out to the left', 'someone facing left and holding something out in front of them', 'The monk looking one', 'Right side of body is completely straight']"
441,"Looks like a depressed bunny sitting facing right with its legs out in front of it and a blocky square head and triangle ears, The body legs shape is triangular","['a depressed bunny sitting facing right with its legs out in front of it and a blocky square head and triangle ears', 'The body legs shape is triangular']"
442,"Looks like a human torso with the arms thrown up beside it's head, Body slanted a bit to the left and head is a diamond, Yes what is going on arms for sure, No legs shown but could be slipping tripping","['a human torso with the arms thrown up beside its head', 'Body slanted a bit to the left', 'head is a diamond', 'arms for sure', 'No legs shown but could be slipping tripping']"
443,"Depressed person sitting down facing left with knees bent in front of them, Head is a diamond tipped forward slightly, Not the same as the sad rabbit from before This one has no ears, Yes knees legs to the left on this one, Yes same position but opposite direction","['Depressed person sitting down facing left with knees bent in front of them', 'Head is a diamond tipped forward slightly', 'This one has no ears', 'Yes knees legs to the left on this one', 'Yes same position but opposite direction']"
444,Depressed rabbit again!,['Depressed rabbit']
445,"The mouse from early on, Face pointing left, Windmill type head, Nope facing left, Triangle head with one square ear and one triangle ear, Triangle for a tail pointing left, yes face up and to the left, Not reclined Body kind of scrunched up","['The mouse from early on', 'Face pointing left', 'Windmill type head', 'Nope facing left', 'Triangle head with one square ear and one triangle ear', 'Triangle for a tail pointing left', 'yes face up and to the left', 'Not reclined Body kind of scrunched up']"
446,The oal jellybean with the diamond head,['The oal jellybean with the diamond head']
447,"The person with a foot raised in front of them as if taking a step, facing left, I think this was the first one we did, The creepy villain one!","['The person with a foot raised in front of them as if taking a step, facing left', 'The creepy villain one']"
448,"Pac Man facing right with two stacked diamonds on its head, Repi kind of like a capital B with a tail on the left and the diamonds on its head, But the curves of the B are pointy","['Pac Man facing right with two stacked diamonds on its head', 'Repi kind of like a capital B with a tail on the left and the diamonds on its head', 'But the curves of the B are pointy']"
449,"The one someone said looked like a state for a body with a diamond head, Body is blocky, straight line on left but pointy curves on right, Not the jellybean one, Body is broader on the top than on the bottom","['a state for a body with a diamond head', 'Body is blocky, straight line on left but pointy curves on right', 'Not the jellybean one', 'Body is broader on the top than on the bottom']"
450,"Depressed person sitting facing left in fetal position, No ears on the head","['Depressed person sitting facing left in fetal position', 'No ears on the head']"
451,"The backwards L body leaning back on it's hand to the right, Long skinny neck with two ears on top","['The backwards L body leaning back on it's hand to the right', 'Long skinny neck with two ears on top']"
452,"The torso of the person with their hands thrown up beside their head, Body slanted leftward, no legs shown","['The torso of the person with their hands thrown up beside their head', 'Body slanted leftward', 'no legs shown']"
453,"The person facing to the right with their knees bent, head an upright not tilted diamond, triangle arm pointing right, Body is zigzag or S shaped, Pacman in middle right, zigzag S body yes","['The person facing to the right with their knees bent', 'head an upright not tilted diamond', 'triangle arm pointing right', 'Body is zigzag or S shaped', 'Pacman in middle right', 'zigzag S body']"
454,"The ice skater, standing on one leg with another sticking out to the right, bulk of body on upper left","['The ice skater', 'standing on one leg', 'with another sticking out to the right', 'bulk of body on upper left']"
455,"The monk facing left holding something out, Body like a lowercase i","['The monk facing left holding something out', 'Body like a lowercase i']"
456,"The state body one again, Head is diamond, body broader on top than bottom, straight edge on left but pointy curves on right","['Head is diamond', 'body broader on top than bottom', 'straight edge on left but pointy curves on right']"
457,"Mr Monk again, facing left yes","['Mr Monk again, facing left']"
458,depressed human facing left in fetal position,['depressed human facing left in fetal position']
459,Jellybean body with diamond head,['Jellybean body with diamond head']
460,Depressed rabbit facing right,['Depressed rabbit facing right']
461,"The backwards L body with the long neck, leaning back to the right on it's hand","['The backwards L body with the long neck, leaning back to the right on its hand']"
462,"The pacman with the two stacked diamonds on it's head, pacman facing right","['The pacman with the two stacked diamonds on its head, pacman facing right']"
463,"The sitting mouse again Facing left and kind of looking up, ears to the right side, Yes bottom left triangle kind of like a tail","['The sitting mouse again', 'Facing left and kind of looking up, ears to the right side', 'Yes bottom left triangle kind of like a tail']"
464,"THe S zigzag body, Kind of like a person facing right with their knees bent","['The S zigzag body', 'Kind of like a person facing right with their knees bent']"
465,The torso with the hands thrown up by it's head,['The torso with the hands thrown up by its head']
466,"Creepy villain, One leg raised in front like taking a step, facing left","['Creepy villain', 'One leg raised in front like taking a step', 'facing left']"
467,"ice skater, standing on one leg","['ice skater, standing on one leg']"
468,Creepy villain again!,['Creepy villain']
469,Ice skater on one leg,['Ice skater on one leg']
470,Depressed human sitting in fetal position facing left,['Depressed human sitting in fetal position facing left']
471,Jellybean with diamond head,['Jellybean with diamond head']
472,Mr Monk,['Mr Monk']
473,"The backwards L body with long neck and two ears, triangle to the right like it is leaning back on it's hand","['The backwards L body with long neck and two ears', 'triangle to the right like it is leaning back on its hand']"
474,zigzag S body,['zigzag S body']
475,"state shaped body straight on the left side, diamond head, pointy curves on right","['state shaped body straight on the left side', 'diamond head', 'pointy curves on right']"
476,"The pacman type one with the two diamonds stacked on its head, pacman mouth facing right","['The pacman type one with the two diamonds stacked on its head, pacman mouth facing right']"
477,"torso with arms thrown up beside head!, *arms",['torso with arms thrown up beside head']
478,Depressed bunny sitting facing right,['Depressed bunny sitting facing right']
479,"the tricky mouse one again, Face pointing left up with ears on right, tail on left, windmill head yes","['the tricky mouse one again', 'Face pointing left up with ears on right', 'tail on left', 'windmill head yes']"
480,"Same mouse as last time, Windmill head","['Same mouse as last time', 'Windmill head']"
481,"Mr Monk, facing left","['Mr Monk, facing left']"
482,Pacman with diamonds stacked on head,['Pacman with diamonds stacked on head']
483,zigzag S body,['zigzag S body']
484,Creepy villain!,['Creepy villain!']
485,"state shaped body with diamond head, body straight on left with pointy curves on right","['state shaped body with diamond head', 'body straight on left with pointy curves on right']"
486,Jellybean with diamond head,['Jellybean with diamond head']
487,torso with arms thrown up by head,['torso with arms thrown up by head']
488,depressed bunny facing to the right,['depressed bunny facing to the right']
489,depressed human in fetal position facing left,['depressed human in fetal position facing left']
490,"Backwards L body, long neck with two ears, triangle hand arm to the right like it is leaning on it","['Backwards L body', 'long neck with two ears', 'triangle hand arm to the right like it is leaning on it']"
491,Ice skater on one leg,['Ice skater on one leg']
492,depressed human in fetal position facing left,['depressed human in fetal position facing left']
493,torso with arms thrown up beside head,['torso with arms thrown up beside head']
494,Creepy villain!,['Creepy villain!']
495,"Backwards L body, long neck, two ears","['Backwards L body', 'long neck', 'two ears']"
496,jellybean with diamond head,['jellybean with diamond head']
497,"mouse looking left up, Windmill head","['mouse looking left up', 'Windmill head']"
498,"pac man facing right with two diamonds stacked on its head, Not the S body one",['pac man facing right with two diamonds stacked on its head']
499,ice skater on one leg,['ice skater on one leg']
500,Mr Monk,['Mr Monk']
501,zigzag S body,['zigzag S body']
502,depressed bunny sitting facing right,['depressed bunny sitting facing right']
503,"state shaped body with diamond head, straight on left with pointy curves on right","['state shaped body with diamond head', 'straight on left with pointy curves on right']"
504,"sitting, diamond face up","['sitting', 'diamond face up']"
505,"kneeling, hands spread out, up, bent knees, diamond face up body looks like an S shape, one diamond","['kneeling', 'hands spread out', 'up', 'bent knees', 'diamond face up', 'body looks like an S shape', 'one diamond']"
506,"diamond face up, body looks like a jug, boxy body, not standing, the diamond is faced up and then there is like a straight line under it, the line is longer than the diamond","['diamond face up', 'body looks like a jug', 'boxy body', 'not standing', 'the diamond is faced up', 'there is like a straight line under it', 'the line is longer than the diamond']"
507,"flying, arms spread out, separate arms, yes no legs, the body is just a square shape, it looks like the person is about to fly or fall","['flying', 'arms spread out', 'separate arms', 'no legs', 'the body is just a square shape', 'about to fly or fall']"
