,text,gpt_out
320,"figure kneeling down, feet behind him arms in front diamond head, facing right","['figure kneeling down', 'feet behind him', 'arms in front', 'diamond head', 'facing right']"
321,"figure facing right , diamond head, partially kneeling, legs behind him arms outstretched in front and diamond head","['figure facing right', 'diamond head', 'partially kneeling', 'legs behind him', 'arms outstretched in front', 'diamond head']"
322,"figure leaning forward facing left standing on one leg diamond head, like skating","['figure leaning forward facing left', 'standing on one leg', 'diamond head', 'like skating']"
323,"figure sitting down leg in front of him diamond head like his knee is up, facing left","['figure sitting down leg in front of him', 'diamond head like his knee is up, facing left']"
324,figure in flying motion diamond head one arm in front one behind facing left,"['figure in flying motion', 'diamond head', 'one arm in front', 'one behind', 'facing left']"
325,kneeling down legs behind arms in front diamond head facing right,"['kneeling down', 'legs behind', 'arms in front', 'diamond head facing right']"
326,"standing but leaning forward a bit head down diamond on his back right leg lifted in front of him, facing left","['standing but leaning forward a bit', 'head down', 'diamond on his back', 'right leg lifted in front of him', 'facing left']"
327,"triangle figure sitting down in shape of diamond butt on top diamond and two triangle facing right, triangle butt","['triangle figure sitting down in shape of diamond butt on top diamond and two triangle facing right, triangle butt']"
328,"looks like figure is sitting on his butt, leg a little out in front of him and diamond and triangle on his head facing left","['figure is sitting on his butt', 'leg a little out in front of him', 'diamond and triangle on his head facing left']"
329,figure kneeling down facing right legs behind arms outstretched diamond head,"['figure kneeling down facing right', 'legs behind', 'arms outstretched', 'diamond head']"
330,"figure partially sitting , diamond head facing right, legs in front but see no hands","['figure partially sitting', 'diamond head facing right', 'legs in front but see no hands']"
331,standing facing left arms outstretched in front of hm diamond head,"['standing facing left', 'arms outstretched in front of him', 'diamond head']"
332,square body diamond head facing right arm out further than leg,"['square body', 'diamond head', 'facing right', 'arm out further than leg']"
333,figure sitting down leg in front of him knee up facing left diamond head,"['figure sitting down', 'leg in front of him', 'knee up facing left', 'diamond head']"
334,"sitting on is butt , legs in front , triangle at his back, diamond at this head facing lefft","['sitting on is butt', 'legs in front', 'triangle at his back', 'diamond at this head facing lefft']"
335,"looks like skating figure , leaning forward , one leg lifted behind him, facing left","['skating figure', 'leaning forward', 'one leg lifted behind him', 'facing left']"
336,"diamond sitting on his butt, on top diamond and 2 triangles facing right","['diamond sitting on his butt', 'on top diamond', '2 triangles facing right']"
337,"partially sitting figure , diamond head facing right, see o arms, no arms","['partially sitting figure', 'diamond head facing right', 'see o arms', 'no arms']"
338,square kinda looking figure arm out further than leg facingn right diamod head,"['square kinda looking figure', 'arm out further than leg', 'facing right', 'diamond head']"
339,flying figure facing left arm i front arm behind him diamond head,"['flying figure facing left', 'arm in front', 'arm behind him', 'diamond head']"
340,"standing straight diamond head arms stretched out in front, facing let","['standing straight', 'diamond head', 'arms stretched out in front', 'facing left']"
341,"sitting figure , legs in front of him, triangle at his back diamond and another shape on his head","['sitting figure', 'legs in front of him', 'triangle at his back', 'diamond and another shape on his head']"
342,"standing, right leg lifted facing left diamond at his neck head down","['standing', 'right leg lifted', 'facing left', 'diamond at his neck', 'head down']"
343,"leaning forward like skating,, standing on one leg t","['leaning forward like skating', 'standing on one leg']"
344,kneeling down arms outstretched diamond head facing right,"['kneeling down', 'arms outstretched', 'diamond head facing right']"
345,"sitting down, legs in front of him facing left diamond head, knee up","['sitting down', 'legs in front of him', 'facing left', 'diamond head', 'knee up']"
346,"partially sitting , knees in front , arms stretched out , diamond head facing right","['partially sitting', 'knees in front', 'arms stretched out', 'diamond head facing right']"
347,"figure looks like he is sitting , leg in front, diamond and triangle on head, facing left","['he is sitting', 'leg in front', 'diamond and triangle on head', 'facing left']"
348,"standing , right leg lifted up , head down diamond on his back facing left","['standing', 'right leg lifted up', 'head down', 'diamond on his back facing left']"
349,"looks like sitting figure , leg in front diamond and triangle on his head facing left","['sitting figure', 'leg in front', 'diamond and triangle on his head', 'facing left']"
350,looks like a flying figure arm in front arm behind him diamond head facing left,"['a flying figure', 'arm in front', 'arm behind him', 'diamond head facing left']"
351,kneeling legs behind arms out in front diamond head facing right,"['kneeling legs behind', 'arms out in front', 'diamond head facing right']"
352,"skating , standing on left leg leaning forward facing left diamond head","['skating', 'standing on left leg', 'leaning forward', 'facing left', 'diamond head']"
353,"triangle body sitting, we have a diamond 2 triangles on head facing right","['triangle body sitting', 'we have a diamond', '2 triangles on head facing right']"
354,partially kneeling legs behind him; ; arms stretched inn front diamond head facing right,"['partially kneeling legs behind him', 'arms stretched inn front', 'diamond head facing right']"
355,sitting legs in front knee up diamond head facing left,"['sitting', 'legs in front', 'knee up', 'diamond', 'head facing left']"
356,standing straight arms stretched out further thank the leg diamond head facing left,"['standing straight', 'arms stretched out further than the leg', 'diamond head facing left']"
357,"sitting leaning back, feet in front triangle at his back diamond and antoher shape at the head facing left","['sitting leaning back', 'feet in front', 'triangle at his back', 'diamond and another shape at the head facing left']"
358,solid body sitting on butt leg like in front diamond head see no arms facing right,['solid body sitting on butt leg like in front diamond head see no arms facing right']
359,square body arms out further than feet diamond head facing right,"['square body', 'arms out further than feet', 'diamond head facing right']"
360,partially kneeling knees in front arms out diamond head facing right,"['partially kneeling', 'knees in front', 'arms out', 'diamond head facing right']"
361,square body arms out further than feet diamond head facing right,"['square body', 'arms out further than feet', 'diamond head facing right']"
362,triangle body on top diamond and 2 triangles facing right,"['triangle body on top', 'diamond', '2 triangles facing right']"
363,"standing on right leg, head down, diamond at his neck facing left","['standing on right leg', 'head down', 'diamond at his neck facing left']"
364,"sitting down , legs out i front of him , knee up, diamond head sitting on his butt facing left","['sitting down', 'legs out in front of him', 'knee up', 'diamond head sitting on his butt', 'facing left']"
365,skating leg behind ;him arms in front facing left,"['skating leg behind', 'him arms in front facing left']"
366,kneeling feet behind her arms out in front diamond head facing right,"['kneeling feet behind her', 'arms out in front', 'diamond head facing right']"
367,flying figure arm in front arm behind him diamond head facing left,"['flying figure', 'arm in front', 'arm behind him', 'diamond head facing left']"
368,solid body no arms legs in front diamond head facing right,"['solid body', 'no arms', 'legs in front', 'diamond head', 'facing right']"
369,standing up arms outstretched diamond head facing left,"['standing up', 'arms outstretched', 'diamond head facing left']"
370,"sitting on butt , triangle leg in front diamond and triangle at this head facing left","['sitting on butt', 'triangle leg in front', 'diamond and triangle at this head facing left']"
371,sitting leaning back legs in front diamond and another shape on head triangle behind him facing left,"['sitting leaning back', 'legs in front', 'diamond and another shape on head', 'triangle behind him facing left']"
372,"person with sharp face, dancing, facing left, one leg in front up in the air, and one arm behind them to the left side, they stand on the one leg, looks like a beak coming from face","['person with sharp face', 'dancing', 'facing left', 'one leg in front up in the air', 'one arm behind them to the left side', 'they stand on the one leg', 'looks like a beak coming from face']"
373,"man sitting, facing left, with back against a tree or wall (that cannot be seen)","['man sitting, facing left, with back against a tree or wall']"
374,"man doing a ballet move, one one leg, facing left, both hands out to the left","['man doing a ballet move', 'one one leg', 'facing left', 'both hands out to the left']"
375,"person kneeling, reach towards heaven leg in back with clothing draped over and one leg out on the right","['person kneeling', 'reach towards heaven', 'leg in back with clothing draped over', 'one leg out on the right']"
376,"person flying to the left, arms outstretched like superman","['person flying to the left, arms outstretched like superman']"
377,"heavy set person coming out from a wall from the left, pointing to the right","['heavy set person coming out from a wall from the left, pointing to the right']"
378,"person half-kneeling, facing right, appearing like they hold a tray out to the right","['person half-kneeling, facing right, appearing like they hold a tray out to the right']"
379,"person looking like they just graduated holding out a hat as if they are asking for coins to be put in it, facing left","['person looking like they just graduated', 'holding out a hat', 'asking for coins to be put in it', 'facing left']"
380,"person kneeling, facing left holding out a tray, she has clothing being pulled up on her right behind them, sorry left behind them, tray on the right, lifted clothing on the left","['person kneeling, facing left holding out a tray', 'she has clothing being pulled up on her right behind them', 'tray on the right', 'lifted clothing on the left']"
381,"person fully kneeling, facing left, arm is at an angle towards the sky, head slightly bent downward, sorry facing right, she is facing right","['person fully kneeling, facing left, arm is at an angle towards the sky, head slightly bent downward']"
382,"person facing away from all of ut, as if on a dock, you cannot see arms or legs, *us","['person facing away from all of us, as if on a dock, you cannot see arms or legs']"
383,"person, sitting, facing right, with bunny ears","['person, sitting, facing right, with bunny ears']"
384,"person flying to the left, arms outstretched like superman","['person flying to the left, arms outstretched like superman']"
385,"person kneeling, facing left, back straight, holding a tray, facing right, not left","['person kneeling, facing left, back straight, holding a tray, facing right, not left']"
386,"person sitting, facing left, as if against a wall or tree (which you can't see)","['person sitting, facing left, as if against a wall or tree']"
387,"person in a dress, facing right, head is tilted upward as if looking at the sky, with arms reaching out to sky","['person in a dress', 'facing right', 'head is tilted upward as if looking at the sky', 'arms reaching out to sky']"
388,"person standing,facing left, holding a hat, as if waiting for someone to put a coin in it","['person standing', 'facing left', 'holding a hat', 'as if waiting for someone to put a coin in it']"
389,"person doing ballet move, one leg used for balance, one left behind them to the right, they are facing left","['person doing ballet move', 'one leg used for balance', 'one left behind them to the right', 'they are facing left']"
390,"person kneeling, facing right, one arm raised in front, one behind them, head appears to be looking down, you can see the foot behind them on the left","['person kneeling, facing right, one arm raised in front, one behind them, head appears to be looking down, you can see the foot behind them on the left']"
391,"person facing right, kneeling halfway, holing out a flat tray","['person facing right', 'kneeling halfway', 'holing out a flat tray']"
392,"heavy set person coming from behind a wall which is on the left, and pointing to the right, *left","['heavy set person coming from behind a wall which is on the left, and pointing to the right']"
393,"person sitting, facing right with bunny ears","['person sitting, facing right with bunny ears']"
394,"person, sitting on a dock, back facing us, you cannot see any arms or legs","['person', 'sitting on a dock', 'back facing us', 'you cannot see any arms or legs']"
395,"person, facing left, dancing, one leg up in front of them, and one arm behind them, face looks like a beak","['person, facing left', 'dancing', 'one leg up in front of them', 'one arm behind them', 'face looks like a beak']"
396,"person sitting, facing right, with bunny ears","['person sitting, facing right, with bunny ears']"
397,"person facing left, balanced on one leg, while other left is behind them, like a ballerina or ice skater","['person facing left', 'balanced on one leg', 'other leg is behind them', 'like a ballerina or ice skater']"
398,"person facing left, holding hat, waiting for coins to be put in it","['person facing left', 'holding hat', 'waiting for coins to be put in it']"
399,"person fully kneeling, facing right, with foot showing from left side, an arm outstretched to the right, the foot looks like a shoe","['person fully kneeling, facing right', 'foot showing from left side', 'an arm outstretched to the right', 'the foot looks like a shoe']"
400,"person kneeling, facing right, perfectly straight, it looks like they wear a dress which is being lifted on the left side, they are holding a flat tray to the right","['person kneeling, facing right, perfectly straight, they wear a dress which is being lifted on the left side, holding a flat tray to the right']"
401,"person sitting, facing left, leaning up against a tree or wall (that cannot be seen)","['person sitting, facing left, leaning up against a tree or wall']"
402,"person kneeling, facing right, arms reaching out to the right towards the sky, the head is tilted up, one leg seems to be in front (right) and an extra thick leg to the left","['person kneeling, facing right, arms reaching out to the right towards the sky, the head is tilted up, one leg seems to be in front (right) and an extra thick leg to the left']"
403,"person sitting on a dock, with their back to us, you cannot see arms or legs","['person sitting on a dock, with their back to us, you cannot see arms or legs']"
404,"person flying to the left, with arms outstretched, like superman","['person flying to the left, with arms outstretched, like superman']"
405,"person facing left, dancing, on one leg to balance, one up on the left, beak on face","['person facing left', 'dancing', 'on one leg to balance', 'one up on the left', 'beak on face']"
406,"person half kneeling, facing right,, holding a flat tray to the right","['person half kneeling, facing right', 'holding a flat tray to the right']"
407,"heavy-set person coming out from behind a wall on the left, pointing right","['heavy-set person coming out from behind a wall on the left, pointing right']"
408,"heavy set person coming from behind the wall, pointing right","['heavy set person coming from behind the wall, pointing right']"
409,"man facing left, sitting up against a tree or wall","['man facing left, sitting up against a tree or wall']"
410,superman,['superman']
411,"lady kneeling with the thick leg, right at a slightly up angle","['lady kneeling with the thick leg, right at a slightly up angle']"
412,man sitting on a dock with back towards us,['man sitting on a dock with back towards us']
413,"person facing right, kneeling, you can see their shoe behind them on the left","['person facing right, kneeling, you can see their shoe behind them on the left']"
414,bunny ears,['bunny ears']
415,"person facing right, legs bent, holding a flat tray","['person facing right', 'legs bent', 'holding a flat tray']"
416,"person facing left, doing a ballet move on one leg","['person facing left', 'doing a ballet move on one leg']"
417,"person facing left, holding a hat, waiting for someone to put a coin in it","['person facing left', 'holding a hat', 'waiting for someone to put a coin in it']"
418,"lady, facing right, kneeling, with someone holding up her dress on the left, while she holds out a tray to the right","['lady, facing right, kneeling', 'someone holding up her dress on the left', 'she holds out a tray to the right']"
419,"person facing left, dancing, beak face","['person facing left', 'dancing', 'beak face']"
420,"person sitting on dock, back towards us no arms no legs","['person sitting on dock, back towards us no arms no legs']"
421,superman,['superman']
422,"lady facing right, with dress being held up on left, flat tray on right","['lady facing right', 'dress being held up on left', 'flat tray on right']"
423,"man facing left, holding hat, waiting for coin","['man facing left', 'holding hat', 'waiting for coin']"
424,"person facing right, knees bent holding flat tray to right","['person facing right', 'knees bent', 'holding flat tray to right']"
425,"person, fully kneeling, facing right, you can see their whole on the left, one arm is being raised on the right, *shoe","['person, fully kneeling, facing right', 'you can see their whole on the left', 'one arm is being raised on the right', 'shoe']"
426,bunny ears,['bunny ears']
427,"man dangin facing left, beak face","['man dangin facing left, beak face']"
428,"heavy set man from behind wall, pointing right","['heavy set man from behind wall, pointing right']"
429,"lady kneeling, facing withm with a thick leg on the left, arms stretched to sky","['lady kneeling, facing withm with a thick leg on the left, arms stretched to sky']"
430,"person facing left, on one leg like an ice skater or ballet dancer","['person facing left', 'on one leg like an ice skater or ballet dancer']"
431,"man facing left, sitting against a tree or wall","['man facing left, sitting against a tree or wall']"
432,"straight line on the left of figure, straight diamond top, triangle bottom on the right","['straight line on the left of figure', 'straight diamond top', 'triangle bottom on the right']"
433,"it has 2 triangles on the top, a square in the middle and a large triangle on the bottom, diamond* in the middle i mean","['2 triangles on the top', 'a square in the middle', 'a large triangle on the bottom', 'diamond in the middle']"
434,"it has its hands spread wide open that are diamond shaped, a rhombus bottom","['its hands spread wide open that are diamond shaped', 'a rhombus bottom']"
435,"a long bottom that is horizontal and has triangles sticking out out it like a foot and hand the top is a diamond that looks like it is on the side, the bottom looks like a rhombus with a triangle sticking out","['a long bottom that is horizontal and has triangles sticking out out it like a foot and hand', 'the top is a diamond that looks like it is on the side', 'the bottom looks like a rhombus with a triangle sticking out']"
436,"the figure has a zigzag shape the bottom corner in pointed to the left and the middle triangle is pointed to the right, the middle also has a straight line on the left","['the figure has a zigzag shape', 'the bottom corner is pointed to the left', 'the middle triangle is pointed to the right', 'the middle also has a straight line on the left']"
437,"the figure is faced to the left with a straight back on the right, looks like it's holding something","['the figure is faced to the left', 'with a straight back on the right', ""looks like it's holding something""]"
438,the figures leg is in the air one foot on the ground the other in the air the figure is faced on the left the leg up is on the right,"['the figures leg is in the air', 'one foot on the ground', 'the other in the air', 'the figure is faced on the left', 'the leg up is on the right']"
439,"one leg is up all legs are on the left the head looks like it's on the side the hands are pointy, the triangle hand is pointed at the bottom","['one leg is up', 'all legs are on the left', ""the head looks like it's on the side"", 'the hands are pointy', 'the triangle hand is pointed at the bottom']"
440,"one hand is on the left, the other on the right its looks like it's kneeling there is a small triangle on the left at the bottom the bottom right has a straight line, there is a small gap between the triangles in the middle","['one hand is on the left', 'the other on the right', ""it's kneeling"", 'there is a small triangle on the left at the bottom', 'the bottom right has a straight line', 'there is a small gap between the triangles in the middle']"
441,its kneeling its facing the right it has a triangle at the bottom pointing up,"['its kneeling', 'its facing the right', 'it has a triangle at the bottom pointing up']"
442,"it's sitting down with its knees up facing the left its head is kind of screw it, the only sitting image facing the left","['it\'s sitting down with its knees up facing the left its head is kind of screw it, the only sitting image facing the left']"
443,"its faced on the right its has no hands, everything is tucked in except its leg that is pointed on the right it has a straight back","['its faced on the right', 'its has no hands', 'everything is tucked in except its leg that is pointed on the right', 'it has a straight back']"
444,"its looks like its dancing look horizontal bottom its hands are sticking out its faced on the right head tilted, the bottom looks like a long rhombus with a triangle led sticking out, its has its hands out, the hands are both on the right","['its looks like its dancing', 'look horizontal bottom', 'its hands are sticking out', 'its faced on the right', 'head tilted', 'the bottom looks like a long rhombus with a triangle led sticking out', 'its has its hands out', 'the hands are both on the right']"
445,"it has a zigzag body its kneeling, its faced on the right the hands are on the right, its like its half kneeling","['it has a zigzag body', 'its kneeling', 'its faced on the right', 'the hands are on the right', 'its like its half kneeling']"
446,"its has a long diagonal body like a rhombus, its hands are out on both the right and left, the end of the bottom is pointed on the right, yeah like it's flying","['a long diagonal body like a rhombus', 'hands are out on both the right and left', 'the end of the bottom is pointed on the right', 'like it's flying']"
447,"its has a square body, faced on the right, the hands and legs are on the right","['a square body', 'faced on the right', 'the hands and legs are on the right']"
448,"its kneeling one hand is on the left the other on the right one of the legs are pointed on the left the other is just kneeled straight, its has a triangle attached to its head, that is sticking out as its hands, one of the hands on the left","['its kneeling', 'one hand is on the left', 'the other on the right', 'one of the legs are pointed on the left', 'the other is just kneeled straight', 'its has a triangle attached to its head', 'that is sticking out as its hands', 'one of the hands on the left']"
449,"its leg is up faced on the left, back is on the right, its hands are pointed to the bottom, the leg that is lifted is pointed to the left so it the leg on the ground","['its leg is up faced on the left', 'back is on the right', 'its hands are pointed to the bottom', 'the leg that is lifted is pointed to the left', 'so it the leg on the ground']"
450,"its kneeling has no hands out facing the right, its leg it's pointing to the right, its has a long vertical body, the a diagonal line on the left bottom, the body looks like a L, its not holding anything the hands aren't showing","['its kneeling has no hands out facing the right', 'its leg it's pointing to the right', 'its has a long vertical body', 'the a diagonal line on the left bottom', 'the body looks like a L', 'its not holding anything the hands aren't showing']"
451,"its sitting down its knees are up its faced on the left the legs are pointed on the left but up, the head is tilted","['its sitting down', 'its knees are up', 'its faced on the left', 'the legs are pointed on the left but up', 'the head is tilted']"
452,"its kneeling its faced on the right one of the leg on the left is pointed up the other is pointed to to right, its has its hands out pointed on the right, its has nothing on its head, no the head is positioned straight, the shoulders are pointed to the left","['its kneeling', 'its faced on the right', 'one of the leg on the left is pointed up', 'the other is pointed to the right', 'its has its hands out pointed on the right', 'its has nothing on its head', 'no the head is positioned straight', 'the shoulders are pointed to the left']"
453,"its looks like its skating faced to the left one of the leg is up on the right the other is on the ground, the arms are triangles on the left","['its skating faced to the left', 'one of the leg is up on the right', 'the other is on the ground', 'the arms are triangles on the left']"
454,its faced on the left straight long back look like it's holding something the legs and hands are pointed on the left,"['faced on the left', 'straight long back', ""look like it's holding something"", 'the legs and hands are pointed on the left']"
455,"its sitting down straight back on the left its faced to the right you cant see its hands its has two triangles on its head like bunny ears, it's the only image with ears","['its sitting down straight back on the left', 'its faced to the right', 'you cant see its hands', 'its has two triangles on its head like bunny ears', ""it's the only image with ears""]"
456,"its kneeling faced to the right one hand pointed to the left the other is a triangle attached to the neck pointed to the right, one of the bottom leg is a small triangle on the left","['its kneeling faced to the right', 'one hand pointed to the left', 'the other is a triangle attached to the neck pointed to the right', 'one of the bottom leg is a small triangle on the left']"
457,"straight long back on the right its faced to left, holding something, legs and hands pointed to the left","['straight long back on the right', 'faced to left', 'holding something', 'legs and hands pointed to the left']"
458,"the zigzag image its squatting faced to the right, its hands are pointed to the right","['the zigzag image its squatting faced to the right, its hands are pointed to the right']"
459,the dancing image long horizontal bottom faced to the right hands and one leg is on the right sticking out,"['long horizontal bottom faced to the right', 'hands and one leg is on the right sticking out']"
460,its kneeling faced to the right one of the legs are pointed up the other pointed to the right its hands are pointed to the right,"['its kneeling faced to the right', 'one of the legs are pointed up', 'the other pointed to the right', 'its hands are pointed to the right']"
461,"it looks like its falling its faced to the left leg lifted up one on the ground, the hands are on the left pointed down, yeah zombie lol","['its falling', 'faced to the left', 'leg lifted up', 'one on the ground', 'the hands are on the left pointed down']"
462,"the wrapped baby faced to the right, leg pointed to the right","['the wrapped baby faced to the right, leg pointed to the right']"
463,straight long back on the left its faced to the right hand and leg pointed to the right middle is a straight line,"['straight long back on the left', 'faced to the right', 'hand and leg pointed to the right', 'middle is a straight line']"
464,sitting knees up faced to the left,['sitting knees up faced to the left']
465,"rabbit ears, faced to the right","['rabbit ears, faced to the right']"
466,its ice skating,['its ice skating']
467,"shouting person, hands in the air","['shouting person, hands in the air']"
468,"kneeling facing right, zigzag","['kneeling facing right', 'zigzag']"
469,facing left sitting with knees up,"['facing left', 'sitting with knees up']"
470,facing left looks like giving speech,"['facing left', 'giving speech']"
471,"facing right, bottom left foot looks like an anchor, hand facing out right,","['facing right', 'bottom left foot looks like an anchor', 'hand facing out right']"
472,flying man,['flying man']
473,holding baby or a mans tie,"['holding baby', 'a mans tie']"
474,"facing left, long left foot, like dancing","['facing left', 'long left foot', 'like dancing']"
475,"head facing right looks like dancing, left foot up, left arm is a vertical triangle, standing, as if dancing, maybe zombie","['head facing right', 'looks like dancing', 'left foot up', 'left arm is a vertical triangle', 'standing', 'as if dancing', 'maybe zombie']"
476,two ears,['two ears']
477,"facing right, long body","['facing right', 'long body']"
478,"kneeling to the right, triangle arms, no zigzag","['kneeling to the right', 'triangle arms', 'no zigzag']"
479,"facing left standing on one leg, looks like a fish","['facing left', 'standing on one leg', 'looks like a fish']"
480,"facing right, kneeling, back of right foot looks like an anchor, foot typo sorry, only out on right side, a gap between arms and legs, a triangular gap","['facing right', 'kneeling', 'back of right foot looks like an anchor', 'foot typo sorry, only out on right side', 'a gap between arms and legs', 'a triangular gap']"
481,"Long leg man, has a long leg and other leg a short triangle, lefty facing","['Long leg man', 'has a long leg', 'other leg a short triangle', 'lefty facing']"
482,zombie man,['zombie man']
483,flying man,['flying man']
484,"facing right, long body","['facing right', 'long body']"
485,holding baby or a mans tie,"['holding baby', 'a mans tie']"
486,"facing right, kneeling looks like wearing a dress and two triangles for arms","['facing right', 'kneeling', 'wearing a dress', 'two triangles for arms']"
487,"facing left, back leg in the air","['facing left', 'back leg in the air']"
488,"facing left, looks like giving a speech","['facing left', 'looks like giving a speech']"
489,bunny ears,['bunny ears']
490,"facing left, sitting with legs up","['facing left', 'sitting with legs up']"
491,facing right zig zag,['facing right zig zag']
492,"facing left, sitting down with knees up","['facing left', 'sitting down with knees up']"
493,"facing left, long left leg, short triangle for right leg","['facing left', 'long left leg', 'short triangle for right leg']"
494,zombie man,['zombie man']
495,"facing right, long straight body","['facing right', 'long straight body']"
496,holding baby or mans tie,['holding baby or mans tie']
497,"facing left standing on one foot, right foot in the air and is a small triangle","['facing left', 'standing on one foot', 'right foot in the air', 'small triangle']"
498,flying man,['flying man']
499,"facing right, kneeling, wearing dress two triangles for arms","['facing right', 'kneeling', 'wearing dress', 'two triangles for arms']"
500,"facing left, giving speech","['facing left', 'giving speech']"
501,"facing right, anchor for bottom left foot","['facing right', 'anchor for bottom left foot']"
502,bunny ears,['bunny ears']
503,"facing right, zig zag","['facing right, zig zag']"
504,"Looks like a person in a yoga pose, one arm up, head back, body on the floor, legs on the floor, chest slightly raised, head back","['a person in a yoga pose', 'one arm up', 'head back', 'body on the floor', 'legs on the floor', 'chest slightly raised', 'head back']"
505,"Looks like a person standing up, hands out in front of them holding a plate","['a person standing up, hands out in front of them holding a plate']"
506,"One foot off the ground, head back, Odd beak like shape on the left side of the person, Facing right, yes","['One foot off the ground', 'head back', 'Odd beak like shape on the left side of the person', 'Facing right']"
507,"Praying, knees on floor, hands in front, palms up","['Praying', 'knees on floor', 'hands in front', 'palms up']"
508,"Balancing on one leg, facing left, hands out","['Balancing on one leg', 'facing left', 'hands out']"
509,"Flying, facing left, arms outstretched","['Flying, facing left, arms outstretched']"
510,"Solid black, square on top, Looks like a pillar with a square on top, Quite thin","['Solid black', 'square on top', 'Looks like a pillar with a square on top', 'Quite thin']"
511,"Person on their knees, feet behind them, hands out to the right","['Person on their knees, feet behind them, hands out to the right']"
512,"Person sat down, facing left, legs out in front of them, head down","['Person sat down, facing left, legs out in front of them, head down']"
513,"Small and squat, nearly square, head on top, triangle to the left, Solid black shape, diamond on top","['Small and squat, nearly square, head on top', 'triangle to the left', 'Solid black shape', 'diamond on top']"
514,"Person sat down, facing right, hat of two triangles on their head","['Person sat down, facing right, hat of two triangles on their head']"
515,"Person on their knees, hands outstretched, feet to their left, Triangle almost separated from the body on the right side, Seperated","['Person on their knees, hands outstretched, feet to their left', 'Triangle almost separated from the body on the right side', 'Seperated']"
516,"Person with bent knees, facing right, hands out in front of them","['Person with bent knees, facing right, hands out in front of them']"
517,"Person on their knees, feet to the left of them, arms outstretched, triangle nearly detached from the body on the right hand side","['Person on their knees', 'feet to the left of them', 'arms outstretched', 'triangle nearly detached from the body on the right hand side']"
518,"Person laid forward, head back, one arm up, one arm down, facing right","['Person laid forward, head back, one arm up, one arm down, facing right']"
519,"Person standing, head leant back to the left, beak like shape on the right, one leg raised","['Person standing', 'head leant back to the left', 'beak like shape on the right', 'one leg raised']"
520,"Looks like they are flying, no legs visible, arms outstretched on either side","['they are flying', 'no legs visible', 'arms outstretched on either side']"
521,"Person standing, hands out palms up on the left hand side, straight back","['Person standing, hands out palms up on the left hand side, straight back']"
522,"Person sat, legs in front of them to the right, two triangles as a hat","['Person sat, legs in front of them to the right, two triangles as a hat']"
523,"Person on one leg, ,one leg raised behind them to the right, two arms outstretched on the left","['Person on one leg', 'one leg raised behind them to the right', 'two arms outstretched on the left']"
524,"Person on their knees, knees to the right, no arms visible, completely black body, facing the right","['Person on their knees', 'knees to the right', 'no arms visible', 'completely black body', 'facing the right']"
525,"Person on their knees, feet behind them on the left, palms outstretched to the right","['Person on their knees', 'feet behind them on the left', 'palms outstretched to the right']"
526,"Person sat down, legs bent in front of them to the left, head down, Facing the left","['Person sat down, legs bent in front of them to the left, head down, Facing the left']"
527,"Almost square black body, diamond head on top, one hand out to the right","['Almost square black body', 'diamond head on top', 'one hand out to the right']"
528,"Same one as before, Almost square black body, one hand out to the right, diamond head","['Almost square black body', 'one hand out to the right', 'diamond head']"
529,Flying one again,['Flying one again']
530,"Diamond head, facing left, hands outstretched in front to the left, palms up, Oh they've all got diamond heads, Both feet on the ground, One foot visible to the left","['Diamond head, facing left', 'hands outstretched in front to the left, palms up', 'Oh they've all got diamond heads', 'Both feet on the ground', 'One foot visible to the left']"
531,"Kneeling, feet up to the left, palms outstretched to the right","['Kneeling, feet up to the left, palms outstretched to the right']"
532,"Person on their front, legs behind them to the left, head bend back, one arm up and one arm on the floor","['Person on their front', 'legs behind them to the left', 'head bend back', 'one arm up', 'one arm on the floor']"
533,"Beak one again, Head bend back, one leg off the floor, Facing the left","['Beak one again', 'Head bend back', 'one leg off the floor', 'Facing the left']"
534,"Person on their knees, feet behind them to the left, arms outstretched, triangle nearly detached from the body","['Person on their knees', 'feet behind them to the left', 'arms outstretched', 'triangle nearly detached from the body']"
535,"Rectangular black body, knees in front on the right, no arms visible","['Rectangular black body', 'knees in front on the right', 'no arms visible']"
536,"Yoga pose, on one leg, other leg outstretched behind them on the right, both arms out to the left","['Yoga pose', 'on one leg', 'other leg outstretched behind them on the right', 'both arms out to the left']"
537,"Person sat on the ground again, head bent, legs in front stretched to the left","['Person sat on the ground again, head bent, legs in front stretched to the left']"
538,Triangle hat again,['Triangle hat again']
539,"Legs bent, palms outstretched to the right, Both feet on the floor, Bent","['Legs bent', 'palms outstretched to the right', 'Both feet on the floor', 'Bent']"
540,Beak one again,There is no description of an image in the given text.
541,"Black rectangular body, knees in front to the right, Again","['Black rectangular body, knees in front to the right']"
542,"Knees bent again, Palms out to the right","['Knees bent again', 'Palms out to the right']"
543,"Person sat on the ground again, head bent, Legs to the left","['Person sat on the ground again, head bent, Legs to the left']"
544,"Yoga pose again, One leg up to the right, both arms outstretched to the left","['Yoga pose again', 'One leg up to the right', 'both arms outstretched to the left']"
545,"On their knees, feet behind them to the left, palms out to the right, Feet up, in a triangle pointing up","['On their knees', 'feet behind them to the left', 'palms out to the right', 'Feet up', 'in a triangle pointing up']"
546,"Person laying again, one arm up to the right, one arm down, head bent back","['Person laying again, one arm up to the right, one arm down, head bent back']"
