,text,gpt_out
308,"the guy looks like holding a flag, duckman",['holding a flag']
309,"the other prayer crouching facing right, one picked it 2 times ago incorrectly, legs bent, no feet","['the other prayer crouching facing right', 'one picked it 2 times ago incorrectly', 'legs bent', 'no feet']"
310,the dancer,['the dancer']
311,"both arms out like triangles facing right, kneeling, call him the god, facing right, one foot sticking out to the left, looks like someone with arms outstretched, little sliver of light coming thru between arms, the god, white strip between arms","['both arms out like triangles facing right', 'kneeling', 'call him the god', 'facing right', 'one foot sticking out to the left', 'looks like someone with arms outstretched', 'little sliver of light coming thru between arms', 'the god', 'white strip between arms']"
312,"ON ground facing left, legs to the left, one yeah","['ON ground facing left, legs to the left']"
313,"On knees praying, legs back to the left","['On knees praying, legs back to the left']"
314,"on ground two arms to the right, kind of looks like one arm on the ground to the right","['two arms to the right', 'one arm on the ground to the right']"
315,The one facing left with a box,['The one facing left with a box']
316,Duckman with flag,['Duckman with flag']
317,"The one that is getting confused with the other faller, almost dog like to me, yeah with small triangle to the bottom left","['getting confused with the other faller', 'almost dog like to me', 'small triangle to the bottom left']"
318,Almost straight no arms Bottom sweeps to the right,"['Almost straight no arms', 'Bottom sweeps to the right']"
319,Bunny ears facing right,['Bunny ears facing right']
320,dancer kicking to the right Arms to the left,"['dancer kicking to the right', 'Arms to the left']"
321,Standing but bent prayer arms to the right,['Standing but bent prayer arms to the right']
322,Straight back on the left side one foot and arm to the right,"['Straight back on the left side', 'one foot and arm to the right']"
323,Falling ghost one One arm going each way,"['Falling ghost', 'One arm going each way']"
324,"holding a box, facing left","['holding a box, facing left']"
325,"falling ghost!, facing left","['falling ghost!', 'facing left']"
326,the hitchhiker,['the hitchhiker']
327,the dancer,['the dancer']
328,ho chi minh no arms or legs visible,['ho chi minh no arms or legs visible']
329,"the weird god one, triangle arms","['the weird god one', 'triangle arms']"
330,bunny man,['bunny man']
331,"the kneeling prayer, facing right","['the kneeling prayer, facing right']"
332,duckman with flag,['duckman with flag']
333,"i think this is the other faller, to me it looks like they're on their back knee",['they\'re on their back knee']
334,"slumped man, one leg visible, facing left, yep, sloucher","['slumped man', 'one leg visible', 'facing left']"
335,"the standing prayer bent knees, facing right","['the standing prayer', 'bent knees', 'facing right']"
336,"the hitchhiker, straight on left",['the hitchhiker']
337,the god,['the god']
338,the crouching prayer,['the crouching prayer']
339,"the left faller, arms to the right","['the left faller, arms to the right']"
340,the bunny i blew the last one,['the bunny']
341,the sloucher,['the sloucher']
342,the kneeling prayer,['the kneeling prayer']
343,ho chi minh,There is no description of an image in the given text.
344,the dancer,['the dancer']
345,duckman,['duckman']
346,"the man falling to the left, one arm left, one arm right","['the man falling to the left', 'one arm left', 'one arm right']"
347,"the standing prayer (bookman), facing left, boxman","['the standing prayer (bookman), facing left, boxman']"
348,Ho chi minh,There is no description of an image in the given text.
349,The dancer,['The dancer']
350,Bunny ears,['Bunny ears']
351,Boxman,['Boxman']
352,Falling to the left Arms on each side,"['Falling to the left', 'Arms on each side']"
353,Praying knees on ground,['Praying knees on ground']
354,Sloucher,['Sloucher']
355,The other falling one Both arms to the right,"['The other falling one', 'Both arms to the right']"
356,Duckman with flag,['Duckman with flag']
357,Straight backed arm to the right I believe hitchhiker,['Straight backed arm to the right']
358,The strange God one,There is not enough information provided in the text to extract a description of the image.
359,Crouching praying one arm to the right,['Crouching praying one arm to the right']
360,"The picture has an upright diamond head and looks a bit like pacman eating to the right, To the left is also a small slope, A bit, but with a larger base, not the one with the smaller, It looks like they are kneeling, The diamond head is sticking upright","['an upright diamond head', 'looks a bit like pacman eating to the right', 'To the left is also a small slope', 'A bit, but with a larger base, not the one with the smaller', 'looks like they are kneeling', 'The diamond head is sticking upright']"
361,"The picture looks as if a box and a triangle are falling off a cliff, The box is to the right and the tip of the triangle is touching it, It can also look like a dog with a snout facing left and wearing a bowtie, Yes, there is a small triangle on the bottom left that is attached to the base","['a box and a triangle are falling off a cliff', 'The box is to the right and the tip of the triangle is touching it', 'a dog with a snout facing left and wearing a bowtie', 'a small triangle on the bottom left that is attached to the base']"
362,"This is the thickest picture among the others There is an upright diamond head atop a large base, There is a point out near the top, It almost looks like someone with a raised arm under a cape or cloak, It is thicker at the top, and kind of juts in at the bottom, To the right","['an upright diamond head atop a large base', 'a point out near the top', 'someone with a raised arm under a cape or cloak', 'thicker at the top', 'kind of juts in at the bottom', 'to the right']"
363,"This looks like a bunny sitting down with chin tucked into the chest, Looking to the right, The 'body' is basically a triangle","['a bunny sitting down with chin tucked into the chest', 'Looking to the right', ""The 'body' is basically a triangle""]"
364,"This looks like a priest looking left with an upright diamond head, The mid torso part looks like a slightly raised arm to the left, and it forms a box like shape, The 'back' that is on the right is perfectly straight","['a priest looking left with an upright diamond head', 'The mid torso part looks like a slightly raised arm to the left, and it forms a box like shape', ""The 'back' that is on the right is perfectly straight""]"
365,"This has an upright diamond head and the body is all in one piece (ie no sticking out arms or legs), The lower part twists a bit to the right, Almost like a floating ghost, Yes a bit but stretched out","['an upright diamond head', 'the body is all in one piece', 'The lower part twists a bit to the right', 'Almost like a floating ghost', 'stretched out']"
366,"This has two 'legs' on the bottom that look just like shoes One leg is kicking out to the left, There is a diamond or falling box on the back, NA","['two ""legs"" on the bottom that look just like shoes', 'One leg is kicking out to the left', 'a diamond or falling box on the back']"
367,"This looks like a figure skater with one leg on the ground and the other raised up and pointing to the right, The diamond head is atop what looks like 2 wings (or a jaw), Yes 2 peaks or points, to the left","['a figure skater with one leg on the ground and the other raised up and pointing to the right', 'The diamond head is atop what looks like 2 wings (or a jaw)', '2 peaks or points, to the left']"
368,"This looks like someone dragging themselves on the ground The diamond head is on the left, and the right has 2 diamond hands, The diamond is to the left on the top","['someone dragging themselves on the ground', 'diamond head is on the left', 'right has 2 diamond hands', 'diamond is to the left on the top']"
369,"This looks like a sad person sitting with diamond head looking down to the left, It does not look like there are any hands, Yes, knees bent and looking left","['a sad person sitting with diamond head looking down to the left', 'there are no hands', 'knees bent and looking left']"
370,"This looks like someone raising their hands with the diamond head between them, There is just the torso (a square) and no legs, The diamond head is to the left","['someone raising their hands with the diamond head between them', 'just the torso (a square) and no legs', 'diamond head is to the left']"
371,"This looks like someone with a skirt kneeling down and holding a flat tray, Looking to the right, Diamond head straight up, The bottom half looks like a zig zag with knees slightly bent","['someone with a skirt kneeling down and holding a flat tray', 'Looking to the right', 'Diamond head straight up', 'The bottom half looks like a zig zag with knees slightly bent']"
372,"this looks like a person standing up with upright diamond head and arms and feet out to the left, right side is almost completely straight, looks like hands poking out of a robe sleeve","['a person standing up with upright diamond head and arms and feet out to the left', 'right side is almost completely straight', 'hands poking out of a robe sleeve']"
373,"this looks like a person with one leg kicked up to the left and one leg on the ground, and a diamond head leaning back to the right","['a person with one leg kicked up to the left', 'one leg on the ground', 'a diamond head leaning back to the right']"
374,"this looks like a bunny rabbit sitting down and looking to the right, there are two triangles on top of a diamond head","['a bunny rabbit sitting down and looking to the right', 'two triangles on top of a diamond head']"
375,this looks like a person sitting with knees bent and looking to the left,['a person sitting with knees bent and looking to the left']
376,"this looks like someone with their arms raised and leaning to the left, no legs or feet","['someone with their arms raised and leaning to the left, no legs or feet']"
377,"this looks like someone looking to the right, crouching down a bit the diamond head is straight up, there are two points to the right, they are crouching not kneeling, looks kind of like the pacman, back is straight","['someone looking to the right', 'crouching down a bit', 'the diamond head is straight up', 'there are two points to the right', 'they are crouching not kneeling', 'looks kind of like the pacman', 'back is straight']"
378,"this looks like the most compact shape with a diamond head straight up, there's a small triangle on the bottom right, main shape looks like hexagon, no arms, there something sticking out on bottom right","['the most compact shape with a diamond head straight up', 'a small triangle on the bottom right', 'main shape looks like hexagon', 'no arms', 'something sticking out on bottom right']"
379,this looks like the person dragging themselves with two triangle hands off to the right and the diamond head leaning back to the left,"['the person dragging themselves with two triangle hands off to the right', 'the diamond head leaning back to the left']"
380,"this looks like someone standing straight up with one arm out to the right, diamond head straight up, straight edge on the left, small triangle jutting out at the bottom right, yes kind of, looks like feet pointing to the right","['someone standing straight up with one arm out to the right', 'diamond head straight up', 'straight edge on the left', 'small triangle jutting out at the bottom right', 'feet pointing to the right']"
381,"looks like someone kneeling and looking to the right, diamond head straight up, and holding arms out in front of them, has the pacman shape facing right, person kneeling not crouching, it looks like there's legs coming out the bottom left","['someone kneeling and looking to the right', 'diamond head straight up', 'holding arms out in front of them', 'pacman shape facing right', 'person kneeling not crouching', ""legs coming out the bottom left""]"
382,"this has a diamond and a triangle touching each other on the top right, they are connected to the main shape by a small point, there's a small triangle on the bottom left","['a diamond and a triangle touching each other on the top right', 'they are connected to the main shape by a small point', 'there's a small triangle on the bottom left']"
383,"this looks like the figure skater with one leg sticking out behind them, two arms in front","['the figure skater with one leg sticking out behind them, two arms in front']"
384,sitting down facing left with legs bent and diamond head tilted to the left,['sitting down facing left with legs bent and diamond head tilted to the left']
385,"diamond head on slope to the right and one leg standing straight and the other lifted up to the left, NA","['diamond head on slope to the right', 'one leg standing straight', 'the other lifted up to the left']"
386,"diamond and triangle touching each other, triangle falling down c","['diamond and triangle touching each other', 'triangle falling down']"
387,"crouching to the right not kneeling, with arms out and diamond head straight up","['crouching to the right not kneeling', 'arms out', 'diamond head straight up']"
388,"diamond head straight up, no arms, looks like hexagon with triangle at bottom right","['diamond head straight up', 'no arms', 'looks like hexagon with triangle at bottom right']"
389,"diamond head straight, kneeling down with arms out and pointed triangle to left below neck, arms out to right","['diamond head straight', 'kneeling down with arms out and pointed triangle to left below neck', 'arms out to right']"
390,"diamond falling down slope on the left, and slanted rectangle on bottom, lower triangle facing down on right","['diamond falling down slope on the left', 'slanted rectangle on bottom', 'lower triangle facing down on right']"
391,"looks light bunny sitting with head to the right, right","['light bunny sitting with head to the right, right']"
392,arms up in air leaning to left,['arms up in air leaning to left']
393,"diamond straight up in middle of platform, base thinner than top","['diamond straight up in middle of platform', 'base thinner than top']"
394,figure skater facing to the left,['figure skater facing to the left']
395,"pope with arms out in one block facing to the left and straight back, standing","['pope with arms out in one block facing to the left and straight back, standing']"
396,Person dragging themselves with 2 triangle hands to the right Diamond head falling to the left,"['Person dragging themselves with 2 triangle hands to the right', 'Diamond head falling to the left']"
397,"Pope looking left, straight back","['Pope looking left, straight back']"
398,Bunny sitting looking to right,['Bunny sitting looking to right']
399,Like a mouse or dog with bow of diamond and triangle touching together Looking to the left,"['Like a mouse or dog with bow of diamond and triangle touching together', 'Looking to the left']"
400,Crouching (not kneeling on floor) looking to the right with hand out Mid back is straight,"['Crouching looking to the right with hand out', 'Mid back is straight']"
401,"Straight back to the left, up diamond head, pointing to the right Top is wider than the bottom base","['Straight back to the left', 'up diamond head', 'pointing to the right', 'Top is wider than the bottom base']"
402,"Person kicking with one leg up to the left, the other on the ground Diamond falling to the right","['Person kicking with one leg up to the left, the other on the ground', 'Diamond falling to the right']"
403,No arms or legs Hexagon body veers to the right Diamond head looks like floating ghost,"['No arms or legs', 'Hexagon body veers to the right', 'Diamond head looks like floating ghost']"
404,"The figure skater with leg out to the right, the other on the ground ice 2 arms to the left","['The figure skater with leg out to the right, the other on the ground ice 2 arms to the left']"
405,"Arms raised, diamond head, no legs, leaning left","['Arms raised', 'diamond head', 'no legs', 'leaning left']"
406,"Kneeling on ground (not crouching), looking to the right Looks like feet go up Not a straight line on the back","['Kneeling on ground (not crouching), looking to the right', 'Looks like feet go up', 'Not a straight line on the back']"
407,Sad person sitting and looking down to the left Knees are up,"['Sad person sitting and looking down to the left', 'Knees are up']"
408,"person dragging themselves, two triangle hands to the right","['person dragging themselves', 'two triangle hands to the right']"
409,"person with one leg kicking up to the left, head tilted back to the right","['person with one leg kicking up to the left', 'head tilted back to the right']"
410,"hexagon body, diamond head straight up, small triangle on bottom right","['hexagon body', 'diamond head straight up', 'small triangle on bottom right']"
411,the figure skater with leg behind them to the right,['the figure skater with leg behind them to the right']
412,"bunny sitting, facing right","['bunny sitting, facing right']"
413,"both arms up, leaning to the left, no legs","['both arms up, leaning to the left, no legs']"
414,person kneeling (not crouching) and facing right,['person kneeling (not crouching) and facing right']
415,person standing straight up (left side has straight edge) and an arm out to the right,"['person standing straight up (left side has straight edge)', 'an arm out to the right']"
416,person crouching (not kneeling) and facing right,['person crouching (not kneeling) and facing right']
417,"sad person sitting with legs bent, facing left","['sad person sitting with legs bent, facing left']"
418,dog facing left (diamond and triangle on upper right),"['dog facing left', 'diamond and triangle on upper right']"
419,pope facing left with arms out in front (straight edge on the right),['pope facing left with arms out in front (straight edge on the right)']
420,"dog facing left, triangle falling, NA","['dog facing left', 'triangle falling']"
421,"one leg straight, other lifted up to right diamond falling to right","['one leg straight', 'other lifted up to right', 'diamond falling to right']"
422,"pope facing left, straight back","['pope facing left, straight back']"
423,crouching not kneeling facing right,"['crouching', 'facing right']"
424,figure skater facing left,['figure skater facing left']
425,arms up leaning to left,['arms up leaning to left']
426,"straight diamond in middle of platform, wider at top than base","['straight diamond in middle of platform, wider at top than base']"
427,"person sitting facing left with legs bent, bent","['person sitting facing left with legs bent, bent']"
428,bunny facing right,['bunny facing right']
429,kneeling not crouching arms out to right,"['kneeling', 'not crouching', 'arms out to right']"
430,hexagon no arms triangle on bottom right,['hexagon no arms triangle on bottom right']
431,"diamond falling off slope to left, slanted rectangle on bottom left","['diamond falling off slope to left', 'slanted rectangle on bottom left']"
432,"Meditation, Without Movement Meditation, No Hands","['Meditation', 'Without Movement Meditation', 'No Hands']"
433,"No Hands, Exercise, legs down and head moving to legs, Opposite of push up","['No Hands', 'Exercise', 'legs down and head moving to legs', 'Opposite of push up']"
434,"Happily Jumping, Jumping in the air, Jumping with hands out","['Happily Jumping', 'Jumping in the air', 'Jumping with hands out']"
435,"Begging with knees bent, Hands showing begging with knees bent, Knees bent, Medium","['Begging with knees bent', 'Hands showing begging with knees bent', 'Knees bent', 'Medium']"
436,"Goofing around, Hands look joined together and are big, One Leg up with hands in the air, Hands are joined together, Front, Head bent back","['Hands look joined together and are big', 'One Leg up with hands in the air', 'Hands are joined together', 'Front', 'Head bent back']"
437,"Bunny Ears, Looks like a Rock Figure, Bunny Ears with mountain body facing the right","['Bunny Ears', 'Looks like a Rock Figure', 'Bunny Ears with mountain body facing the right']"
438,"One hand is showing, Right Hand, Gown Like Body with Right arm out, Big Size Gown with right hand out, Standing, No Head is normal, Diamond Shaped Head","['One hand is showing', 'Right Hand', 'Gown Like Body with Right arm out', 'Big Size Gown with right hand out', 'Standing', 'No Head is normal', 'Diamond Shaped Head']"
439,"Second Figure with bunny ears, Bunny Ears figure with one arm out, Bunny Ears figure with one arm out looks like he is sitting, Placing his arm on a surface, Second Bunny Figure in the SET, Bunny Ears with arm sticking out to the right, Legs up","['Second Figure with bunny ears', 'Bunny Ears figure with one arm out', 'Bunny Ears figure with one arm out looks like he is sitting', 'Placing his arm on a surface', 'Second Bunny Figure in the SET', 'Bunny Ears with arm sticking out to the right', 'Legs up']"
440,"Two hands in the ari, Looks like he is partying, Shadow like placement, Shadow of a man partying, Silhouette figure, Silhouette figure of a man with two hands in the air","['Two hands in the air', 'Looks like he is partying', 'Shadow like placement', 'Shadow of a man partying', 'Silhouette figure', 'Silhouette figure of a man with two hands in the air']"
441,"Awkward looking figure, Diamond Head, Diamond Head, Cactus like body, Disfigured Shapes attached to body, One right arm sticking to the right and a left hand on the bottom, Left hand on the left at the bottom, Long, Possible Two Diamond head","['Awkward looking figure', 'Diamond Head', 'Diamond Head', 'Cactus like body', 'Disfigured Shapes attached to body', 'One right arm sticking to the right and a left hand on the bottom', 'Left hand on the left at the bottom', 'Long', 'Possible Two Diamond head']"
442,"Begging with both hands while standing, Hands Joined together, Hands are on the left, Your left, Standing with hands out, Small Sized Gown","['Begging with both hands while standing', 'Hands Joined together', 'Hands are on the left', 'Your left', 'Standing with hands out', 'Small Sized Gown']"
443,"Separate Hands on the left, One leg in the air, leg is behind him","['Separate Hands on the left', 'One leg in the air', 'leg is behind him']"
444,"sitting in knees, hands out begging like, legs behind figure","['sitting in knees', 'hands out begging like', 'legs behind figure']"
445,"like a galloping horse, bent diamond head angling backwards","['galloping horse', 'bent diamond head angling backwards']"
446,"standing up, hand out, straight line at back, feet and hand facing same way, left, one hand begging like","['standing up', 'hand out', 'straight line at back', 'feet and hand facing same way', 'left', 'one hand begging like']"
447,"having fun, dancing, party like, no legs, hands in the air, just body arms and head","['no legs', 'hands in the air', 'just body arms and head']"
448,"kung foo like stance, one foot up one foot on the ground, head tilted back to the right, left","['kung foo like stance', 'one foot up one foot on the ground', 'head tilted back to the right', 'left']"
449,"bunny ears, sitting down, legs in front","['bunny ears', 'sitting down', 'legs in front']"
450,"one leg straight one leg behind, arms facing the left, triangle shape arms, NA, hands are separate","['one leg straight one leg behind', 'arms facing the left', 'triangle shape arms', 'hands are separate']"
451,"sitting down, no arms or feet","['sitting down, no arms or feet']"
452,"sitting down, feet on floor, knees bent, head down facing left, no hands","['sitting down', 'feet on floor', 'knees bent', 'head down facing left', 'no hands']"
453,"diamond head on a straight shaped top, curved centre, straight base, no hands or feet, standing, straight line at back, facing right, more of a shape than body, no ears","['diamond head on a straight shaped top', 'curved centre', 'straight base', 'no hands or feet', 'standing', 'straight line at back', 'facing right', 'more of a shape than body', 'no ears']"
454,"arms stretched out both sides, kneeling, legs behind, looks like the figure has a tie on, hands are both sides","['arms stretched out both sides', 'kneeling', 'legs behind', 'looks like the figure has a tie on', 'hands are both sides']"
455,"bent knees, begging hands together, facing right, right, down","['bent knees', 'begging hands together', 'facing right', 'right', 'down']"
456,"bunny ears with right arm out, legs together on left arm on right, diamond head, but looks like bunny ears, legs together on left, right arm out","['bunny ears with right arm out', 'legs together on left', 'arm on right', 'diamond head', 'looks like bunny ears', 'legs together on left', 'right arm out']"
457,"facing left, standing and begging with diamond head, hands together on left","['facing left', 'standing and begging with diamond head', 'hands together on left']"
458,bunny ears legs together hands hidden,"['bunny ears', 'legs together', 'hands hidden']"
459,"sitting down in profile, facing left, legs out, hands hidden, legs together, knees bend","['sitting down in profile', 'facing left', 'legs out', 'hands hidden', 'legs together', 'knees bend']"
460,"begging, kneeling, hands together, facing right, legs bent up in back","['begging', 'kneeling', 'hands together', 'facing right', 'legs bent up in back']"
461,"begging, kneeling, hands together facing right, half-standing","['begging', 'kneeling', 'hands together facing right', 'half-standing']"
462,"hidden arms hidden legs, kneeling, facing right","['hidden arms', 'hidden legs', 'kneeling', 'facing right']"
463,shadow party man,['shadow party man']
464,"person with body hidden in gown, hands level with shoulders together, facing right","['person with body hidden in gown', 'hands level with shoulders together', 'facing right']"
465,"arms out in both directions like triangles, kneeling, facing right with feet out on left","['arms out in both directions like triangles', 'kneeling', 'facing right with feet out on left']"
466,"kung fu person, facing left, one leg up on left, standing on other leg","['kung fu person', 'facing left', 'one leg up on left', 'standing on other leg']"
467,"facing left on one leg, triangle hands in front left side","['facing left on one leg', 'triangle hands in front left side']"
468,Figure with Tie,['Figure with Tie']
469,"Diamond Head, no hands or legs","['Diamond Head, no hands or legs']"
470,"Bunny Ears Figure with arm on the right, Bunny Ears figure facing left, Legs are Joined together, He is sitting, Bunny Ears formed by two diamonds","['Bunny Ears Figure with arm on the right', 'Bunny Ears figure facing left', 'Legs are Joined together', 'He is sitting', 'Bunny Ears formed by two diamonds']"
471,"One leg behind on the right, NA, Arms spread out on the left","['One leg behind on the right', 'Arms spread out on the left']"
472,Party Man,['Party Man']
473,"Diamond Head, hands Joined together on the right with knees bent, Knees bent","['Diamond Head', 'hands Joined together on the right with knees bent', 'Knees bent']"
474,"Grotesque Figure, Only weird looking figure there, Two diamond heads, Not facing anywhere, Not a person, More like a Coat Stand","['Grotesque Figure', 'Only weird looking figure there', 'Two diamond heads', 'Not facing anywhere', 'Not a person', 'More like a Coat Stand']"
475,"Diamond Head facing left with hands Joined together, Hands on the left joined together, Figure is also facing left","['Diamond Head facing left with hands Joined together', 'Hands on the left joined together', 'Figure is also facing left']"
476,Kung Fu Man,['Kung Fu Man']
477,"Big Size Gown Man, with one hand on the right, Standing","['Big Size Gown Man', 'one hand on the right', 'Standing']"
478,"Diamond Head with no arms, Leg raised looking bent, Facing the left side, Sitting down","['Diamond Head with no arms', 'Leg raised looking bent', 'Facing the left side', 'Sitting down']"
479,Bunny Ears figure facing the right with no HANDS,['Bunny Ears figure facing the right with no HANDS']
480,"one leg behind to the right, one leg down, 2 triangle shaped arms","['one leg behind to the right', 'one leg down', '2 triangle shaped arms']"
481,kneeling down begging hands together facing right,['kneeling down begging hands together facing right']
482,no arms sitting down knees bent facing left,"['no arms', 'sitting down', 'knees bent', 'facing left']"
483,wearing a tie,['wearing a tie']
484,"one side of body is straight, standing, diamond head, right","['one side of body is straight', 'standing', 'diamond head', 'right']"
485,sitting down bunny ears facing right no arms,"['sitting down', 'bunny ears facing right', 'no arms']"
486,party man,['party man']
487,begging man standing facing left,['begging man standing facing left']
488,kung fu an,['kung fu']
489,no arms or legs sitting facing right,['no arms or legs sitting facing right']
490,bent knees begging facing right,['bent knees begging facing right']
491,"galloping horse, head back, facing right, triangle shaped foot, looks like hoofs, thick leg","['galloping horse', 'head back', 'facing right', 'triangle shaped foot', 'looks like hoofs', 'thick leg']"
492,kung fu,['kung fu']
493,tie,['tie']
494,"facing right flat shoulders, begging, like a pedestal","['facing right flat shoulders', 'begging', 'like a pedestal']"
495,"begging facing right kneeling, not half standing one","['begging facing right kneeling, not half standing one']"
496,"no arms no legs, facing right","['no arms no legs, facing right']"
497,galloping horse or bunny ears facing left,"['galloping horse', 'bunny ears facing left']"
498,party man,['party man']
499,"seated facing left, arms hidden, legs together and sticking out to the left","['seated facing left', 'arms hidden', 'legs together and sticking out to the left']"
500,"bunny ears, facing right","['bunny ears, facing right']"
501,standing begging facing left,"['standing', 'begging', 'facing left']"
502,"half standing, begging, to the right","['half standing, begging, to the right']"
503,"triangle arms to the left, one leg up to the right","['triangle arms to the left', 'one leg up to the right']"
504,"it looks like a person is slipping and falling with both their hands in the air, both hands on either side","['a person is slipping and falling with both their hands in the air, both hands on either side']"
505,"it looks like a person sitting against a wall, facing to the right","['a person sitting against a wall, facing to the right']"
506,this one has a mostly block-y body and a sole diamond shaped head,"['mostly block-y body', 'sole diamond shaped head']"
507,"looks like a zombie walking toward the left of the computer screen hands up and to the left, head tilted back, one foot lifted","['a zombie walking toward the left of the computer screen', 'hands up and to the left', 'head tilted back', 'one foot lifted']"
508,this looks like a person kneeling but facing to the right knees down on the floor and feet up,"['a person kneeling but facing to the right', 'knees down on the floor and feet up']"
509,"this looks like a person sitting on the floor facing the left with their knees up and feet on the floor to the left, kept in with knees up","['a person sitting on the floor facing the left with their knees up and feet on the floor to the left, kept in with knees up']"
510,"this shape has the square at the top left the square is NOT tilted into a diamond shape like most others, the triangle is attached at the bottom right","['the square at the top left', 'the triangle is attached at the bottom right']"
511,"this one looks like a person standing facing to the left, kicking out their back foot facing to the right","['a person standing facing to the left', 'kicking out their back foot facing to the right']"
512,"this is a more basic shape with a diamond at the top, a point coming out to the left and another point coming out at the base to the left","['a more basic shape with a diamond at the top', 'a point coming out to the left', 'another point coming out at the base to the left']"
513,this one has a small triangle at the bottom left and another bigger triangle coming off at the top right right behind the diamond,"['small triangle at the bottom left', 'bigger triangle coming off at the top right right behind the diamond']"
514,"another very basic shape diamond at the top and the ""body"" shape doesn't really have any points extending from it other than a small triangle extending pointing to the bottom right","['very basic shape diamond at the top', '""body"" shape doesn't really have any points extending from it', 'small triangle extending pointing to the bottom right']"
515,"this one looks a little like a person facing toward the right, with knees slightly bent to the right, with maybe hands made of a triangle that point to the right, feet flat on the floor","['a person facing toward the right', 'knees slightly bent to the right', 'hands made of a triangle that point to the right', 'feet flat on the floor']"
516,"person facing left, block sticking out the middle, both feet on floor slightly pointing left","['person facing left', 'block sticking out the middle', 'both feet on floor slightly pointing left']"
517,looks like someone ice skating or something,['someone ice skating or something']
518,"square block, one slight point out top right","['square block', 'one slight point out top right']"
519,"someone sat both arms outstretched behind them, like two small triangles","['both arms outstretched behind them, like two small triangles']"
520,"squarish block, different to the other one","['squarish block, different to the other one']"
521,"stood on one leg, square head on the top right","['stood on one leg', 'square head on the top right']"
522,"looks like someone kneeling down, there's a pointy up bit at the back","['someone kneeling down', 'pointy up bit at the back']"
523,"person facing left, leaning back knees up","['person facing left, leaning back knees up']"
524,"person kneeling, flat footed","['person kneeling, flat footed']"
525,"looks like an angel this one, one arm out either side and kneeling, two triangle wings, sorta , kneeling right","['an angel', 'one arm out either side', 'kneeling', 'two triangle wings', 'kneeling right']"
526,falling person arms either side,"['falling person', 'arms either side']"
527,"facing left, sitting against wall, kneef off the ground","['facing left', 'sitting against wall', 'kneef off the ground']"
528,"diamond head, square body with 3 corners cut off, bottom right corner is extended","['diamond head', 'square body with 3 corners cut off', 'bottom right corner is extended']"
529,"person kneeling, facing right, extra triangle on back","['person kneeling, facing right, extra triangle on back']"
530,"angle from a couple rounds ago, wide base , with central body and a triangle either side of head, triangle on bottom left, is skewed up a bit","['wide base', 'central body', 'triangle either side of head', 'triangle on bottom left, is skewed up a bit']"
531,"body like a Y that fell to the right, head on the left (flat-ish head not a diamond)","['body like a Y that fell to the right', 'head on the left (flat-ish head not a diamond)']"
532,the one with bunny ears,['the one with bunny ears']
533,"person facing left, with both arms up, and one leg up, (zombie from round 1)","['person facing left, with both arms up, and one leg up']"
534,"person facing left, with both arms out (but separate) and one leg sticking out to the right","['person facing left', 'both arms out (but separate)', 'one leg sticking out to the right']"
535,"person facing right, knees bent","['person facing right, knees bent']"
536,"person facing left straight body, arms out to the left, little foot sticking out to the left as well","['person facing left straight body', 'arms out to the left', 'little foot sticking out to the left as well']"
537,"diamond head, block body notch taken out of bottom right and added to top right of body","['diamond head', 'block body', 'notch taken out of bottom right', 'added to top right of body']"
538,person with both arms up above either side of head,['person with both arms up above either side of head']
539,block body with notch taken out of lower right,['block body with notch taken out of lower right']
540,person kneeling facing right with feet sticking up,['person kneeling facing right with feet sticking up']
541,"person with the fallen ""Y"" body, arms out behind their body","['person with the fallen ""Y"" body, arms out behind their body']"
542,the angel,['the angel']
543,basic body with tiny triangle at bottom right,['basic body with tiny triangle at bottom right']
544,bunny ears! (genius),['bunny ears']
545,falling man with arms up,['falling man with arms up']
546,sitting facing left with knees up,['sitting facing left with knees up']
547,zombie,['zombie']
548,this is the basic body facing left with arms left and tiny feet facing left,"['basic body facing left', 'arms left', 'tiny feet facing left']"
549,ice skater,['ice skater']
550,kneeling facing right with knees right,['kneeling facing right with knees right']
551,block with pointy bottom right,['block with pointy bottom right']
552,"person kneeling to right, flat footed","['person kneeling to right, flat footed']"
553,now it's bunny ears,['bunny ears']
554,"person falling, arms either side","['person falling', 'arms either side']"
555,Y,There is no text provided in the query. Please provide the partial transcript for me to extract the description of the image.
556,"person kneeling, pointy up back feet","['person kneeling', 'pointy up back feet']"
557,weird angel,['weird angel']
558,"person facing left, block middle, pointy foot towards left","['person facing left', 'block middle', 'pointy foot towards left']"
559,"sat facing left, knees up","['sat facing left, knees up']"
560,"wooo, ice skater",['ice skater']
561,zombie,['zombie']
562,"normal, block missing bit at bottom right extra bit top right","['block missing bit at bottom right', 'extra bit top right']"
563,zombie,['zombie']
564,"monk facing left, arms out together","['monk facing left, arms out together']"
565,"bunny, so I have an exam tomorrow can you two wish me luck",['bunny']
566,"sat, facing left knees up","['sat, facing left knees up']"
567,facing right knees bent,"['facing right', 'knees bent']"
568,normal body with extra bit at bottom right (3 corners cut off),['normal body with extra bit at bottom right (3 corners cut off)']
569,"kneeling facing right, with foot up at back","['kneeling facing right', 'with foot up at back']"
570,ice skater (not zombie),['ice skater']
571,Y that feel to the right,There is no description of an image in the given text.
572,other y shape,['other y shape']
