,text,gpt_out
511,drunk zombie going left,['drunk zombie going left']
512,kneeling to right with triangle hand touching diamond face,"['kneeling to right', 'triangle hand touching diamond face']"
513,"on knees praying to right, small triangle on back","['on knees praying to right', 'small triangle on back']"
514,"facing right, no arms or feet","['facing right, no arms or feet']"
515,facing right with bunny ears,['facing right with bunny ears']
516,"Flat back, one hand and feet pointing to right","['Flat back', 'one hand and feet pointing to right']"
517,Knelt to the right begging with arms out,['Knelt to the right begging with arms out']
518,"Two arms spread out, kneeling down with diamond head","['Two arms spread out', 'kneeling down with diamond head']"
519,Sitting down to the left with knees up looking down,['Sitting down to the left with knees up looking down']
520,Flat back sitting to the right Two long ears pointed up,"['Flat back sitting to the right', 'Two long ears pointed up']"
521,Creature walking to the left,['Creature walking to the left']
522,Blocky man sitting down with pointy foot to right,['Blocky man sitting down with pointy foot to right']
523,"Hands out to the right begging, with a plate","['Hands out to the right begging, with a plate']"
524,Karate kick to the tight,['Karate kick to the tight']
525,Taking a big step to the right gracefully,['Taking a big step to the right gracefully']
526,"Stood up, begging to the left","['Stood up, begging to the left']"
527,Both arms in the air,['Both arms in the air']
528,standing begging with plate to left,['standing begging with plate to left']
529,crouching with bent knees begging with plate to right,"['crouching with bent knees', 'begging with plate to right']"
530,"kneeling begging to right, small triangle on back","['kneeling begging to right', 'small triangle on back']"
531,block sitting guy no arms or legs facing right,['block sitting guy no arms or legs facing right']
532,arms up leaning left,['arms up leaning left']
533,skating or karate,['skating or karate']
534,drunk zombie,['drunk zombie']
535,"sitting facing left, knees up head down","['sitting facing left, knees up head down']"
536,"sitting facing right, rabbit ears","['sitting facing right', 'rabbit ears']"
537,"kneeling to right, triangle arms touching diamond face","['kneeling to right', 'triangle arms touching diamond face']"
538,right dance step to the right,['right dance step to the right']
539,"straight back, facing right","['straight back, facing right']"
540,Sitting in a bag,['Sitting in a bag']
541,"Asking for money, half bent to the right","['Asking for money, half bent to the right']"
542,"Two arms pointed left, with leg out","['Two arms pointed left, with leg out']"
543,Rave arms,['Rave arms']
544,Person about to fall backwards to the right,['Person about to fall backwards to the right']
545,sitting down reading a book,['sitting down reading a book']
546,Offering food on a plate to the left,['Offering food on a plate to the left']
547,"jumping to the right, head leant back","['jumping to the right', 'head leant back']"
548,"praying to the right, knelt down","['praying to the right, knelt down']"
549,"kneeling to the right, hands spread out on each side","['kneeling to the right', 'hands spread out on each side']"
550,"Pointy ears, sitting down","['Pointy ears', 'sitting down']"
551,blocky man point to the right,['blocky man point to the right']
552,Choose the one that looks like a rabbit looking to the right,['a rabbit looking to the right']
553,Choose the one that looks like a person on their knees The person is looking to the right and has both arms outstretched,"['a person on their knees', 'The person is looking to the right', 'has both arms outstretched']"
554,Choose the one with a person on their knees looking right It looks like the person has both arms together pointing right,"['a person on their knees looking right', 'the person has both arms together pointing right']"
555,Choose the one with a person standing on 1 leg and both arms pointing left,"['a person standing on 1 leg', 'both arms pointing left']"
556,"Choose the one where the person is standing It looks like the person's arms and hands are together, pointing left","['the person is standing', ""the person's arms and hands are together, pointing left""]"
557,"Choose the one where the person is standing It looks like their arms hands are together, pointing right The arms hands are just below the head, about shoulder height","['the person is standing', 'their arms hands are together, pointing right', 'The arms hands are just below the head, about shoulder height']"
558,Choose the one where the person is standing but the knees are bent It looks like the arms hands are together and pointing right The arms hands are about chest height or below,"['the person is standing but the knees are bent', 'the arms hands are together and pointing right', 'the arms hands are about chest height or below']"
559,The person is sitting down Both legs feet are together and pointing left Arms hands are not seen,"['The person is sitting down', 'Both legs feet are together and pointing left', 'Arms hands are not seen']"
560,This person is looking left Appears to be sitting but not quite Legs feet point left One or maybe both arms point right,"['This person is looking left', 'Appears to be sitting but not quite', 'Legs feet point left', 'One or maybe both arms point right']"
561,This person's arms are not seen Might be sitting Both feet are together and pointing right,"['This person\'s arms are not seen', 'Might be sitting', 'Both feet are together and pointing right']"
562,This person is standing on 1 leg The other leg is lifted and pointing left The person looks like he she is about to throw a baseball Person is looking to the right,"['This person is standing on 1 leg', 'The other leg is lifted and pointing left', 'The person looks like he she is about to throw a baseball', 'Person is looking to the right']"
563,The person is standing and the whole body is leaning left Both arms are outstretched and pointing upwards,"['The person is standing', 'the whole body is leaning left', 'Both arms are outstretched and pointing upwards']"
564,"The left side of the object is completely vertical, And on top is a cube balancing on the pointy end","['The left side of the object is completely vertical', 'on top is a cube balancing on the pointy end']"
565,"This looks like somebody who is about to bend down, with his hands out in front of him facing the right, It looks like he is wearing a robe His bottom half is a zig zag","['somebody who is about to bend down, with his hands out in front of him facing the right', 'he is wearing a robe', 'His bottom half is a zig zag']"
566,"THis looks like someone who is practicing karate, his head is on the left side of the frame","['someone who is practicing karate', 'his head is on the left side of the frame']"
567,"This looks like someone with his arms wide apart His head is on the left side of the frame, but not the same picture as last time","['someone with his arms wide apart', 'His head is on the left side of the frame']"
568,This looks like someone who is a priest or a monk His arm is extended facing the left,"['someone who is a priest or a monk', 'His arm is extended facing the left']"
569,"This is very tricky one second, The head is tilting backwards towards the left side, The body is like a inflated comma, The bottom half is like a comma shape, It resembles a horse lifting its front legs","['The head is tilting backwards towards the left side', 'The body is like a inflated comma', 'The bottom half is like a comma shape', 'It resembles a horse lifting its front legs']"
570,"This looks a lot like a mouse straight away, With its nose facing left, This looks exactly like a mouse facing towards the left","['a mouse straight away', 'With its nose facing left', 'exactly like a mouse facing towards the left']"
571,"This pictures resembles a rabbit the most out of all the other pictures, The body is like a slope going downwards to the right, with a small zig zag","['The body is like a slope going downwards to the right, with a small zig zag']"
572,"This kind of looks like a jalapeno or like the Chili's logo if it was straight, Or like an sheath for one of those Arabic Daggers","['a jalapeno', 'the Chili\'s logo if it was straight', 'an sheath for one of those Arabic Daggers']"
573,This looks like a man sitting down with bad posture He is facing towards the left looking downwards,"['a man sitting down with bad posture', 'He is facing towards the left looking downwards']"
574,This looks like a half bird half human facing the left,['a half bird half human facing the left']
575,"This looks like a ice queen and she is gliding on ice, she is facing the right with her pointy arm sticking out","['a ice queen', 'gliding on ice', 'facing the right', 'pointy arm sticking out']"
576,diamond on top and body is straight with a small curve to the upper right,"['diamond on top', 'body is straight with a small curve to the upper right']"
577,image you selected before with the Diamond on top and straight body,['Diamond on top and straight body']
578,diamond on top with hands outfront and zig zag legs,['diamond on top with hands outfront and zig zag legs']
579,"square to the left that is crooked with a long body that goes to the left, confusing one that looks like it is pointed on top with a square that is crooked and moves left and a body that resembles a snake a bit","['square to the left that is crooked with a long body that goes to the left', 'confusing one that looks like it is pointed on top with a square that is crooked and moves left', 'a body that resembles a snake a bit']"
580,square on the left that is crooked and arms spread wide like flying,['square on the left that is crooked and arms spread wide like flying']
581,square on top that is crooked and a body sitting down,"['square on top that is crooked', 'a body sitting down']"
582,karate image with the diamond on top,['karate image with the diamond on top']
583,"half man half ape with a square on the upper back, it looks like a man sort of with his leg kicking and a square on his upper back","['half man half ape with a square on the upper back', 'a man sort of with his leg kicking', 'a square on his upper back']"
584,"praying with a diamond on top, priest or monk","['praying with a diamond on top, priest or monk']"
585,"3 shapes on top and on bottom looks like a mountain that is curved to the right, 2 triangles and a square","['3 shapes on top and on bottom', 'looks like a mountain that is curved to the right', '2 triangles and a square']"
586,looks like a queen with a diamond on top,['a queen with a diamond on top']
587,a mouse with a crooked square,['a mouse with a crooked square']
588,diamond on top with left side of the body a straight line,"['diamond on top', 'left side of the body a straight line']"
589,"looks like someone bending down facing right with arm out, kneeling down sorry*","['someone bending down facing right with arm out, kneeling down']"
590,Someone doing karate with spikes,['Someone doing karate with spikes']
591,looks like a horse lifting its front legs towards the right side,['a horse lifting its front legs towards the right side']
592,looks like a rabbit 2 triangles square on top with bottom side looking like a mountain going right,"['a rabbit', '2 triangles', 'square on top', 'bottom side looking like a mountain going right']"
593,"half man half bird with diamond crooked on its back facing left, taking a step to the left","['half man half bird with diamond crooked on its back facing left, taking a step to the left']"
594,ice queen,['ice queen']
595,man sitting down facing left looking down,['man sitting down facing left looking down']
596,monk or priest in robes,['monk or priest in robes']
597,someone with arms out with diamond head towards the left,['someone with arms out with diamond head towards the left']
598,mouse facing the left looking up slightly,['mouse facing the left looking up slightly']
599,Looks like a chilli pepper kind of,['a chilli pepper kind of']
600,3 shapes and mountain,"['3 shapes', 'mountain']"
601,half man half ape square on back,"['half man half ape', 'square on back']"
602,horse with legs and square on the left side crooked,['horse with legs and square on the left side crooked']
603,square left side with arms wide open like flying,['square left side with arms wide open like flying']
604,ice queen,['ice queen']
605,karate,['karate']
606,man sitting down square on top,['man sitting down square on top']
607,priest,['priest']
608,chili pepper,['chili pepper']
609,mouse with a square crooked shape on top,['mouse with a square crooked shape on top']
610,diamond on top with a zig zag legs and a point to the right,['diamond on top with a zig zag legs and a point to the right']
611,diamond on top with a straight body,['diamond on top with a straight body']
612,horse kicking towards the right,['horse kicking towards the right']
613,arms spread open like flying,['arms spread open like flying']
614,ice queen,['ice queen']
615,diamond on top left side super straight,['diamond on top left side super straight']
616,monk priest,['monk priest']
617,3 shapes on a mountain to the right,['3 shapes on a mountain to the right']
618,half man half ape with diamond on back,['half man half ape with diamond on back']
619,man sitting down :(,['man sitting down']
620,mouse looking up to the left,['mouse looking up to the left']
621,zig zag legs kneeling down,['zig zag legs kneeling down']
622,chilli pepper,['chilli pepper']
623,karate kid,['karate kid']
624,mouse with square on top,['mouse with square on top']
625,ice queen,['ice queen']
626,zig zag with diamond on top kneeling,['zig zag with diamond on top kneeling']
627,arms wide open square on top,"['arms wide open', 'square on top']"
628,3 shapes and mountain,"['3 shapes', 'mountain']"
629,half man half ape,['half man half ape']
630,karate kid cobra kai,['karate kid cobra kai']
631,priest,['priest']
632,horse with legs kicking square on top,['horse with legs kicking square on top']
633,man sitting down square on top,['man sitting down square on top']
634,diamond on top with straight body,['diamond on top with straight body']
635,chili pepper,['chili pepper']
636,The figure is standing up and is holding something in front of him,"['The figure is standing up', 'is holding something in front of him']"
637,The figure looks as though he is kicking and has an object on his back,"['he is kicking', 'has an object on his back']"
638,The figure is kneeling and his head is tilted up,"['The figure is kneeling', 'his head is tilted up']"
639,"The figure s sitting and has two upside down triangles on his head, He is looking down","['sitting', 'two upside down triangles on his head', 'looking down']"
640,The figure is kneeling with his hands in front of him,['The figure is kneeling with his hands in front of him']
641,The figure is facing away with his back to us,['The figure is facing away with his back to us']
642,The figure is leaning to the left with his arms outstretched,['The figure is leaning to the left with his arms outstretched']
643,"The figures has his head back with his robe trailing behind, He is facing to the right","['The figure has his head back with his robe trailing behind', 'He is facing to the right']"
644,The figure has a straight side on the left of him,['The figure has a straight side on the left of him']
645,He is kneeling and has a zigzag shape,"['He is kneeling', 'has a zigzag shape']"
646,"He is standing on one leg, facing left","['He is standing on one leg, facing left']"
647,he is sitting down with legs in front of him,['he is sitting down with legs in front of him']
648,the figure is sitting down with legs in front of him,['the figure is sitting down with legs in front of him']
649,The figure is kneeling with his hands in front of him,['The figure is kneeling with his hands in front of him']
650,The figure has a straight side on the left of him,['The figure has a straight side on the left of him']
651,He is standing and holding something out in front of him,['He is standing and holding something out in front of him']
652,He is standing on one leg and facing to the left,['He is standing on one leg and facing to the left']
653,"He is about to kneel, He is in a zigzag shape","['He is about to kneel', 'He is in a zigzag shape']"
654,His arms are outstretched he looks like he wants to fly,"['His arms are outstretched', 'he looks like he wants to fly']"
655,His head is back and his cloak is making a straight edge on the floor behind him He looks like he might be doing a martial arts move,"['His head is back', 'his cloak is making a straight edge on the floor behind him', 'He looks like he might be doing a martial arts move']"
656,"He is kneeling and his arms are slightly raised and look like 2 triangles, one more attached to the body than the other","['He is kneeling', 'his arms are slightly raised', 'look like 2 triangles', 'one more attached to the body than the other']"
657,the figure is sitting and has two triangles on his head like bunny ears,"['the figure is sitting', 'has two triangles on his head like bunny ears']"
658,This is the most simple outline I guess he has his back to us,['he has his back to us']
659,"He looks like he is kicking and his head is tilted back, or maybe he has something on his back","['he is kicking', 'his head is tilted back', 'he has something on his back']"
660,"He's kneeling, arms out and facing right","['He's kneeling, arms out and facing right']"
661,He's facing right and forms a zigzag shape,['He's facing right and forms a zigzag shape']
662,Simple shape with back to us,['Simple shape with back to us']
663,Sitting with two triangles on his head,['Sitting with two triangles on his head']
664,"Facing left with head tilted up and triangle on back, Kneeling","['Facing left with head tilted up and triangle on back, Kneeling']"
665,Straight edge on left hand side,['Straight edge on left hand side']
666,"Sitting, facing left - legs in front","['Sitting, facing left - legs in front']"
667,"Standing on one leg, facing left","['Standing on one leg, facing left']"
668,Kicking with square on back,['Kicking with square on back']
669,Leaning to left with arms outstretched,['Leaning to left with arms outstretched']
670,Maybe martial arts move,['Maybe martial arts move']
671,"Standing, facing left with arms in front","['Standing, facing left with arms in front']"
672,Martial arts,['Martial arts']
673,"Kneeling facing right with triangle arms one more attached, Triangle foot on floor behind","['Kneeling facing right with triangle arms', 'one more attached', 'Triangle foot on floor behind']"
674,the one you just picked,['the one you just picked']
675,zig zag shape,['zig zag shape']
676,straight line on the left of him,['straight line on the left of him']
677,looks like flying,['looks like flying']
678,"standing on one leg with one leg out behind him, facing left","['standing on one leg', 'one leg out behind him', 'facing left']"
679,simple shape,['simple shape']
680,standing and holding something out to the left of him,['standing and holding something out to the left of him']
681,sitting with legs out to the left and head looking down,['sitting with legs out to the left and head looking down']
682,kicking with a square on his back,['kicking with a square on his back']
683,sitting down legs to the right Looks like a bunny rabbit,"['sitting down', 'legs to the right', 'Looks like a bunny rabbit']"
684,Straight edge on left,['Straight edge on left']
685,"Kneeling, facing left, head tilted up, Triangle on back","['Kneeling, facing left, head tilted up, Triangle on back']"
686,"Kneeling, facing right, arms in front, Not the zigzag one","['Kneeling, facing right, arms in front']"
687,Two triangles on head,['Two triangles on head']
688,"On one leg, facing left","['On one leg, facing left']"
689,"Sitting, facing left legs out in front","['Sitting, facing left legs out in front']"
690,Looks like flying,['Looks like flying']
691,Simple shape,['Simple shape']
692,Kicking,There is no description of an image in the given text.
693,martial arts,['martial arts']
694,"Standing, facing left, arms out in front","['Standing, facing left, arms out in front']"
695,zigzag one,['zigzag one']
696,kneeling low Facing right Triangle on back,"['kneeling low', 'Facing right', 'Triangle on back']"
697,simple shape,['simple shape']
698,Standing holding something out to the left,['Standing holding something out to the left']
699,flying,['flying']
700,kicking,There is no description of an image in the given text.
701,bunny rabbit,['bunny rabbit']
702,martial arts,['martial arts']
703,kneeling up holding something to the right,"['kneeling up', 'holding something to the right']"
704,straight line left,['straight line left']
705,zig zag,['zig zag']
706,sitting legs out to left no bunny ears,['sitting legs out to left no bunny ears']
707,standing on one leg,['standing on one leg']
708,The person is kneeling down facing to the right,['The person is kneeling down facing to the right']
709,"The person looks like they are sat down, You cannot see their arms or legs","['The person looks like they are sat down', 'You cannot see their arms or legs']"
710,The person is sat down facing the left with their legs sticking out in front of them,['The person is sat down facing the left with their legs sticking out in front of them']
711,The person is balancing on one leg with the other leg sticking out behind them they are facing the left,"['The person is balancing on one leg', 'the other leg sticking out behind them', 'they are facing the left']"
712,"The person is kneeling down with the legs behind them their arms are sticking out to each side, you can see both of their arms sticking out","['The person is kneeling down with the legs behind them', 'their arms are sticking out to each side', 'you can see both of their arms sticking out']"
713,"the person looks like they are kneeling down with their arms facing the right, Look for two diamonds on top of each other","['the person looks like they are kneeling down with their arms facing the right', 'Look for two diamonds on top of each other']"
714,"you cannot see their legs, just arms stuck up in the air",['just arms stuck up in the air']
715,"the person is sat down and has something sticking out of the top of their head, it is the only one that hasn't got a square for a head, it looks like they have a hat on","['the person is sat down', 'has something sticking out of the top of their head', 'it is the only one that hasn't got a square for a head', 'it looks like they have a hat on']"
716,the person is stood up facing the left and looks like they are carrying something,"['the person is stood up facing the left', 'looks like they are carrying something']"
717,"they are stood on one leg and their head is in a funny position, not the one with the leg sticking behind them","['they are stood on one leg', 'their head is in a funny position']"
718,"the person is sat down with both hands behind them, one hand is down and the other up","['the person is sat down with both hands behind them, one hand is down and the other up']"
719,cant see hands or legs looks almost like a square with a diamond on top,['looks almost like a square with a diamond on top']
720,"It is standing on one leg, with a diamond behind it","['standing on one leg', 'diamond behind it']"
721,It is standing on one leg with it leg behind it,['It is standing on one leg with it leg behind it']
722,"It looks like it is carrying something, it has an almost square shape facing the left","['it is carrying something', 'it has an almost square shape facing the left']"
723,"It looks like it is sitting down facing the left with his two hands behind it, one up and the other down","['sitting down facing the left with his two hands behind it, one up and the other down']"
724,"It looks like it is almost kneeling down, facing the right","['it is almost kneeling down, facing the right']"
725,Look for the figure with a diamond on top of the other,['figure with a diamond on top of the other']
726,"It has no hands, it is kneeling down facing the right and no legs either, Not the one that looks like a square","['It has no hands', 'it is kneeling down facing the right', 'no legs either']"
727,It looks like a square with a diamond head,['a square with a diamond head']
728,"It is kneeling with its legs behind it, hand in front, the head and the hand are touching, It looks like a set of two triangles and a diamond","['It is kneeling with its legs behind it, hand in front, the head and the hand are touching', 'a set of two triangles and a diamond']"
729,"It is sitting down with it's legs in front facing the left, No hands","['sitting down with its legs in front facing the left', 'No hands']"
730,"It is in a sleeping position, It's hand are up in the air","['in a sleeping position', ""hand are up in the air""]"
731,"It is putting on an hat and kneeling facing the right, It is sitting, It has it's head bended a little bit","['putting on an hat and kneeling facing the right', 'sitting', 'head bended a little bit']"
732,It has a hat on and is kneeling,['It has a hat on and is kneeling']
733,It is like a diamond on top of a square,['like a diamond on top of a square']
734,It is in a sleeping position,['in a sleeping position']
735,It is sitting down with one hand behind and one up level with its head,['sitting down with one hand behind and one up level with its head']
736,It is standing on one leg with the other behind it,['It is standing on one leg with the other behind it']
737,It is sitting down with the legs facing the left,['It is sitting down with the legs facing the left']
738,It is sat down like a diamond on top of a square,['sat down like a diamond on top of a square']
739,It looks like it is carrying something facing left,['it is carrying something facing left']
740,"It is kneeling down facing the right, It had its hands sticking out in front","['It is kneeling down facing the right', 'It had its hands sticking out in front']"
741,it is standing on one leg with the other one in front,['it is standing on one leg with the other one in front']
742,it is kneeling down with arms sticking out at each side,['it is kneeling down with arms sticking out at each side']
743,it is kneeling down with hands to the right,['it is kneeling down with hands to the right']
744,"It looks like it is carrying something, facing the right","['it is carrying something', 'facing the right']"
745,It is sitting with its legs out facing the left,['It is sitting with its legs out facing the left']
746,It looks like two diamonds on top of the other,['two diamonds on top of the other']
747,"It is standing on one leg, with the other in front","['It is standing on one leg, with the other in front']"
748,It is laying down with both hands in the air,['It is laying down with both hands in the air']
749,It is standing on one leg with the other behind it,['It is standing on one leg with the other behind it']
750,It is sitting down facing the right and wearing a hat with two triangles,"['sitting down facing the right', 'wearing a hat with two triangles']"
751,It is kneeling facing the right,['It is kneeling facing the right']
752,"It is sitting facing the left with both hands behind it, one up and the other down","['sitting facing the left', 'both hands behind it', 'one up', 'the other down']"
753,It looks like a square with a diamond head,['a square with a diamond head']
754,It is kneeling facing the left with no hands,['It is kneeling facing the left with no hands']
755,"It is almost kneeling, facing the left with its hands in front","['almost kneeling', 'facing the left', 'hands in front']"
756,It is sat down with one hand on the floor and one in the air,['It is sat down with one hand on the floor and one in the air']
757,It is stood on one leg with the other behind in the air,['It is stood on one leg with the other behind in the air']
758,it is kneeling facing the right with hands in front,['it is kneeling facing the right with hands in front']
759,it is kneeling facing the right with both arms out in the air,['it is kneeling facing the right with both arms out in the air']
760,it is standing on one leg with the other in front,['it is standing on one leg with the other in front']
761,it is sitting down with legs in front facing the left,['sitting down with legs in front facing the left']
762,it is in a sleeping position with arms in the air,['in a sleeping position with arms in the air']
763,"it is like a square with diamond on top, cannot see arms or legs",['a square with diamond on top']
764,the one you just picked,['the one you just picked']
765,"almost kneeling facing the right, arms out in front","['almost kneeling facing the right, arms out in front']"
766,it has a hat on,['it has a hat on']
767,it is carrying something facing the left,['it is carrying something facing the left']
768,It carrying something facing the left,['It carrying something facing the left']
769,"It is facing the left with its both hands behind it, One up, the other down","['facing the left', 'both hands behind it', 'One up', 'the other down']"
770,It has two diamonds sitting on each other,['two diamonds sitting on each other']
771,"It is standing on one leg, the other in front","['It is standing on one leg, the other in front']"
772,"It is kneeling facing the right, no hands or legs","['It is kneeling facing the right, no hands or legs']"
773,"It is standing on one leg, with the other behind it","['It is standing on one leg, with the other behind it']"
774,"It is almost kneeling down, It is facing the right","['It is almost kneeling down', 'It is facing the right']"
775,It is sitting with its legs in front facing the left,['It is sitting with its legs in front facing the left']
776,It is kneeling facing the right with boths hands in the air,['It is kneeling facing the right with boths hands in the air']
777,It is a square with a diamond head,['a square with a diamond head']
778,It is putting on an hat,['putting on a hat']
779,It is laying down,['It is laying down']
780,It looks like a top-heavy person standing erect and facing the right,['a top-heavy person standing erect and facing the right']
781,"It looks like a person that has a tail They are sitting down with their head downward, facing the left","['a person that has a tail', 'sitting down with their head downward, facing the left']"
782,It looks like a person with two diamond-shaped heads on top of each other,['a person with two diamond-shaped heads on top of each other']
783,It looks like a person without limbs of any sort Very compact build,"['a person without limbs of any sort', 'Very compact build']"
784,"It's a person sitting down, facing the left, head down slightly, legs tucked in a bit with knees up","['a person sitting down, facing the left, head down slightly, legs tucked in a bit with knees up']"
785,It's a person flying,['a person flying']
786,It's a person with the arms facing the right and legs facing the left Knees are bent to the right,"['a person with the arms facing the right and legs facing the left', 'Knees are bent to the right']"
787,It looks like a person with their head arched back to the right kicking something on the left It's kind of hard to describe this one It's almost like one leg is on the ground and the other is kicking to their left,"['a person with their head arched back to the right kicking something on the left', 'one leg is on the ground and the other is kicking to their left']"
788,It kind of looks like a person with a single long leg and a tail They are facing left,"['a person with a single long leg and a tail', 'They are facing left']"
789,You're doing awesome This looks like a robed figure with a straight back facing the left with their arms outstretched,['a robed figure with a straight back facing the left with their arms outstretched']
790,This one's hard It looks like a person kneeling with their arms outstretched - their arms kind of look like wings Kneeling to the right,"['a person kneeling with their arms outstretched', 'their arms kind of look like wings', 'Kneeling to the right']"
791,It looks like a christmas present with a bow on top of a mountain,['a christmas present with a bow on top of a mountain']
792,i'm not good at describing so bare with me lol person with arm to the right and legs to the right,['person with arm to the right and legs to the right']
793,the last one you picked is this one arms out to the right,['arms out to the right']
794,person kneeling with arms and legs to the left,['person kneeling with arms and legs to the left']
795,person falling or flying,['person falling or flying']
796,person sitting with legs to the left and looking left,['person sitting with legs to the left and looking left']
797,looks like person skating facing the left,['person skating facing the left']
798,person on balancing on right leg with other leg facing left,['person on balancing on right leg with other leg facing left']
799,person sitting left with arms out to right,['person sitting left with arms out to right']
800,person holding arms out to the left,['person holding arms out to the left']
801,person with no arms sitting straight,['person with no arms sitting straight']
802,tricky one to describe arms out to right with legs left,['arms out to right with legs left']
803,good job on the last one christmas present mountain,['christmas present mountain']
804,person with two diamond heads kneeling and facing the right,['person with two diamond heads kneeling and facing the right']
805,person standing on one leg and kicking to the left with the other leg,['person standing on one leg and kicking to the left with the other leg']
806,person with straight back standing with arms to the right,['person with straight back standing with arms to the right']
807,person sitting and facing left with arms stretched behind them to the right,['person sitting and facing left with arms stretched behind them to the right']
808,limbless person,['limbless person']
809,person kneeling to the right with arms out wide,['person kneeling to the right with arms out wide']
810,person sitting with knees up to the left and head tilted down,['person sitting with knees up to the left and head tilted down']
811,person with legs behind them to the left and arms to the right,['person with legs behind them to the left and arms to the right']
812,person standing on one leg facing the left,['person standing on one leg facing the left']
813,christmas present mountain,['christmas present mountain']
814,robed figure facing left,['robed figure facing left']
815,flying person,['flying person']
816,person with left arm and legs facing left with wings right,['person with left arm and legs facing left with wings right']
817,christmas present mountain one,['christmas present mountain one']
818,legs facing left with arms stretched out right,['legs facing left with arms stretched out right']
819,straight one with one arm to the right,['straight one with one arm to the right']
820,one with no arms or legs,['one with no arms or legs']
821,one balancing on one leg facing left,['one balancing on one leg facing left']
822,robed facing left,['robed facing left']
823,on one leg facing left with something on its back,['on one leg facing left with something on its back']
824,arm and leg to the right,['arm and leg to the right']
825,sitting down with legs up to the left,['sitting down with legs up to the left']
826,two diamond heads with arm to the right,['two diamond heads with arm to the right']
827,flying one,['flying one']
828,"sitting with knees up to the left, head tilted down","['sitting with knees up to the left, head tilted down']"
829,two heads kneeling to the right,['two heads kneeling to the right']
830,person kicking to the left,['person kicking to the left']
831,robe one,['robe one']
832,straight back facing right,['straight back facing right']
833,one legged to the left,['one legged to the left']
834,the mountain one,['the mountain one']
835,kneeling to the right with arms wide,['kneeling to the right with arms wide']
836,flying :),['flying']
837,limbless,['limbless']
838,facing left with arms stretched behind to the right,['facing left with arms stretched behind to the right']
839,knees bent facing the right,['knees bent facing the right']
840,straight back arm right,['straight back arm right']
841,flying,['flying']
842,mountain,['mountain']
843,arms stretched out right legs left,"['arms stretched out', 'right legs left']"
844,standing one one leg facing left,['standing one one leg facing left']
845,arms right with knees bent right,['arms right with knees bent right']
846,left legs and arms left while sitting,['left legs and arms left while sitting']
847,figure skating arms left,['figure skating arms left']
848,robe one with arms left,['robe one with arms left']
849,two heads with arm right,['two heads with arm right']
850,sitting with legs bent left,['sitting with legs bent left']
851,no limbs,['no limbs']
852,Figure standing tall as if giving a lecture,['Figure standing tall as if giving a lecture']
853,Figure with hands in the air leaning sideways,['Figure with hands in the air leaning sideways']
854,Looks like an upright elephant kicking a ball with a flag on its back,['an upright elephant kicking a ball with a flag on its back']
855,figure kneeling with head bent looking at a triangle,['figure kneeling with head bent looking at a triangle']
856,figure sitting on floor in triangle shape with triangle antlers on head,['figure sitting on floor in triangle shape with triangle antlers on head']
857,figure facing left sitting on floor with knees up,['figure facing left sitting on floor with knees up']
858,figure standing in half square shape facing right,['figure standing in half square shape facing right']
859,"figure is ice skater, standing on one leg and skating","['ice skater', 'standing on one leg', 'skating']"
860,figure is seen from the back in a cloak sitting up straight,['figure is seen from the back in a cloak sitting up straight']
861,figure is like a bullfighter in action facing right,['a bullfighter in action facing right']
862,figure is kneeling with arms out in a triangle facing right,['figure is kneeling with arms out in a triangle facing right']
863,"figure is tall with strange costume, arms in triangle facing right","['figure is tall with strange costume', 'arms in triangle facing right']"
864,figure is in a half square facing right,['figure is in a half square facing right']
865,figure is leaning to the left diagonally with arms wide open,['figure is leaning to the left diagonally with arms wide open']
866,Figure is kneeling appearing to be praying in the shape of the letter z,['Figure is kneeling appearing to be praying in the shape of the letter z']
867,figure looks like it is ice skating on one foot with two triangle arms facing left,['figure looks like it is ice skating on one foot with two triangle arms facing left']
868,figure appears to be sitting how someone would sit under a tree facing left,['figure appears to be sitting how someone would sit under a tree facing left']
869,looks like when someone is bringing up the bread and wine in church facing left,['bringing up the bread and wine in church facing left']
870,"looks like a rabbit sitting down facing left, facing right","['a rabbit sitting down facing left, facing right']"
871,"good job! looks like frankenstein walking facing left, right, facing right","['frankenstein walking facing left, right, facing right']"
872,looks like a tall person kneeling and praying facing right,['a tall person kneeling and praying facing right']
873,looks like a rabbit laying down with arms resting behind facing left,['a rabbit laying down with arms resting behind facing left']
874,character with no legs looks like it is wearing a chinese gardening hat facing right,"['character with no legs', 'wearing a chinese gardening hat', 'facing right']"
875,character doing a split wearing chinese gardening hat with arms wide open facing right,"['character doing a split', 'wearing chinese gardening hat', 'with arms wide open', 'facing right']"
876,half a square figure standing upright,['half a square figure standing upright']
877,figure sitting down facing right with triangle antlers on head,['figure sitting down facing right with triangle antlers on head']
878,figure looks as if dancing facing right with square head,['figure looks as if dancing facing right with square head']
879,tall figure is kneeling facing right with triangle at bottom left,"['tall figure is kneeling facing right', 'triangle at bottom left']"
880,looks like kneeling angel facing to right with head bowed wit,['kneeling angel facing to right with head bowed']
881,figure has arms up in the air leaning to left,['figure has arms up in the air leaning to left']
882,figure is sitting facing left with knees up,['figure is sitting facing left with knees up']
883,figure looks like upright elephant kicking a ball with a flag on its back facing left,['upright elephant kicking a ball with a flag on its back facing left']
884,tall figure has its back to us wrapped in a cloak,['tall figure has its back to us wrapped in a cloak']
